Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Christian McCaffrey (CAR),21,101,4.8,13,0,0,12,13,77,6.4,0,0,1,29.8,29.8,99.9%,2018,16
2,Jamaal Williams (DET),15,95,6.3,19,0,1,6,9,61,10.2,0,0,1,27.6,27.6,24.3%,2018,16
3,Alvin Kamara (NO),7,23,3.3,8,0,2,4,6,82,20.5,0,0,1,26.5,26.5,99.4%,2018,16
4,Damien Williams (ATL),13,103,7.9,25,2,0,7,7,37,5.3,1,1,1,25,25,2.0%,2018,16
5,Chris Carson (FA),27,116,4.3,17,0,2,0,0,0,0,0,0,1,23.6,23.6,6.6%,2018,16
6,Elijah McGuire (FA),14,35,2.5,10,0,1,3,5,50,16.7,1,0,1,23.5,23.5,0.0%,2018,16
7,C.J. Anderson (FA),20,167,8.4,46,2,1,1,3,-5,-5,0,0,1,23.2,23.2,1.0%,2018,16
8,Darren Sproles (FA),9,32,3.6,16,0,0,3,6,76,25.3,1,0,1,19.8,19.8,0.1%,2018,16
9,Jacquizz Rodgers (FA),2,2,1,2,0,1,7,7,55,7.9,0,0,1,18.7,18.7,0.0%,2018,16
10,Saquon Barkley (NYG),21,43,2,6,0,1,5,7,34,6.8,0,0,1,18.7,18.7,98.9%,2018,16
11,Doug Martin (FA),21,107,5.1,24,1,1,1,2,9,9,0,0,1,18.6,18.6,0.0%,2018,16
12,Sony Michel (MIA),18,116,6.4,19,0,1,0,0,0,0,0,0,1,17.6,17.6,13.6%,2018,16
13,Leonard Fournette (TB),18,43,2.4,9,0,1,3,5,28,9.3,0,0,1,16.1,16.1,99.8%,2018,16
14,Ezekiel Elliott (DAL),18,85,4.7,17,0,0,5,6,24,4.8,0,0,1,15.9,15.9,98.3%,2018,16
15,Derrick Henry (TEN),21,77,3.7,18,0,1,1,1,8,8,0,0,1,15.5,15.5,99.9%,2018,16
16,Jaylen Samuels (FA),12,53,4.4,16,0,0,3,3,11,3.7,1,0,1,15.4,15.4,0.0%,2018,16
17,Jalen Richard (FA),4,11,2.8,5,0,1,4,5,40,10,0,0,1,15.1,15.1,1.0%,2018,16
18,Jordan Howard (FA),13,53,4.1,9,0,1,2,3,17,8.5,0,0,1,15,15,0.1%,2018,16
19,Melvin Gordon III (DEN),12,41,3.4,13,0,1,3,3,13,4.3,0,0,1,14.4,14.4,87.3%,2018,16
20,Nyheim Hines (IND),2,2,1,1,0,1,4,5,41,10.3,0,0,1,14.3,14.3,58.4%,2018,16
21,Dalvin Cook (MIN),16,73,4.6,18,0,0,3,3,35,11.7,0,0,1,13.8,13.8,99.9%,2018,16
