Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Anthony Firkser (ATL),8,9,113,14.1,45,4,1,0,0,0,0,1,21.3,21.3,0.0%,2020,6
2,George Kittle (SF),7,10,109,15.6,44,3,1,0,0,0,0,1,20.4,20.4,99.2%,2020,6
3,Trey Burton (FA),4,5,58,14.5,20,1,1,1,1,1,0,1,19.9,19.9,0.0%,2020,6
4,Travis Kelce (KC),5,7,65,13,20,1,2,0,0,0,1,1,19,19,100.0%,2020,6
5,Darren Fells (FA),6,7,85,14.2,35,2,1,0,0,0,0,1,17.5,17.5,0.0%,2020,6
6,Rob Gronkowski (FA),5,8,78,15.6,31,2,1,0,0,0,0,1,16.3,16.3,1.7%,2020,6
7,Hayden Hurst (CIN),4,4,57,14.3,35,2,1,0,0,0,0,1,13.7,13.7,35.8%,2020,6
8,Adam Shaheen (MIA),3,3,51,17,43,3,1,0,0,0,0,1,12.6,12.6,0.0%,2020,6
9,Logan Thomas (WAS),3,4,42,14,29,1,1,0,0,0,0,1,11.7,11.7,6.7%,2020,6
10,Nick Boyle (BAL),3,3,33,11,17,0,1,0,0,0,0,1,10.8,10.8,0.0%,2020,6
11,Irv Smith Jr. (MIN),4,5,55,13.8,36,2,0,0,0,0,0,1,9.5,9.5,12.8%,2020,6
12,Cole Kmet (CHI),2,2,20,10,11,0,1,0,0,0,0,1,9,9,69.8%,2020,6
13,T.J. Hockenson (MIN),2,5,17,8.5,16,0,1,0,0,0,0,1,8.7,8.7,98.5%,2020,6
14,Jack Doyle (FA),3,3,29,9.7,17,0,1,0,0,0,1,1,8.4,8.4,2.0%,2020,6
15,Austin Hooper (TEN),5,6,52,10.4,36,2,0,0,0,0,0,1,7.7,7.7,12.7%,2020,6
16,Tyler Higbee (LAR),3,4,56,18.7,31,2,0,0,0,0,0,1,7.1,7.1,74.0%,2020,6
17,Durham Smythe (MIA),1,2,4,4,4,0,1,0,0,0,0,1,6.9,6.9,0.1%,2020,6
18,Jason Croom (FA),1,1,3,3,3,0,1,0,0,0,0,1,6.8,6.8,0.0%,2020,6
19,Kyle Rudolph (TB),3,4,47,15.7,19,0,0,0,0,0,0,1,6.2,6.2,0.6%,2020,6
20,Jimmy Graham (FA),5,8,34,6.8,10,0,0,0,0,0,0,1,5.9,5.9,0.0%,2020,6
21,Albert Okwuegbunam (DEN),2,6,45,22.5,27,1,0,0,0,0,0,1,5.5,5.5,6.1%,2020,6
22,Dalton Schultz (DAL),4,5,35,8.8,13,0,0,0,0,0,0,1,5.5,5.5,94.4%,2020,6
23,Zach Ertz (ARI),4,10,33,8.3,11,0,0,0,0,0,0,1,5.3,5.3,30.9%,2020,6
24,Richard Rodgers (LAC),3,3,31,10.3,16,0,0,0,0,0,0,1,4.6,4.6,0.0%,2020,6
25,Gerald Everett (LAC),3,4,27,9,17,0,0,0,0,0,0,1,4.2,4.2,77.6%,2020,6
26,Evan Engram (JAC),2,3,30,15,21,1,0,0,0,0,0,1,4,4,85.1%,2020,6
27,Robert Tonyan (GB),3,4,25,8.3,11,0,0,0,0,0,0,1,4,4,23.9%,2020,6
28,Pharaoh Brown (CLE),2,2,28,14,22,1,0,0,0,0,0,1,3.8,3.8,0.0%,2020,6
29,Ryan Izzo (FA),3,3,38,12.7,16,0,0,0,0,0,1,1,3.3,3.3,0.0%,2020,6
30,Mark Andrews (BAL),2,4,21,10.5,11,0,0,0,0,0,0,1,3.1,3.1,99.3%,2020,6
31,Kaden Smith (FA),3,3,15,5,9,0,0,0,0,0,0,1,3,3,0.0%,2020,6
32,Ryan Griffin (CHI),2,3,17,8.5,9,0,0,0,0,0,0,1,2.7,2.7,0.0%,2020,6
33,Geoff Swaim (TEN),2,3,10,5,8,0,0,0,0,0,0,1,2,2,0.0%,2020,6
34,Eric Ebron (FA),2,4,9,4.5,7,0,0,0,0,0,0,1,1.9,1.9,0.0%,2020,6
35,Jonnu Smith (NE),1,2,13,13,13,0,0,0,0,0,0,1,1.8,1.8,1.0%,2020,6
36,Harrison Bryant (CLE),1,2,11,11,11,0,0,0,0,0,0,1,1.6,1.6,1.6%,2020,6
37,Ian Thomas (CAR),1,1,9,9,9,0,0,0,0,0,0,1,1.4,1.4,0.1%,2020,6
38,Tyler Kroft (SF),1,2,7,7,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2020,6
39,Nick Vannett (NYG),1,1,7,7,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2020,6
40,David Njoku (CLE),1,3,7,7,7,0,0,0,0,0,0,1,1.2,1.2,82.4%,2020,6
41,Chris Manhertz (JAC),1,2,6,6,6,0,0,0,0,0,0,1,1.1,1.1,0.0%,2020,6
42,Cameron Brate (TB),1,1,3,3,3,0,0,0,0,0,0,1,0.8,0.8,1.5%,2020,6
43,Jesse James (CLE),1,2,3,3,3,0,0,0,0,0,0,1,0.8,0.8,0.0%,2020,6
44,Nick Keizer (FA),1,1,2,2,2,0,0,0,0,0,0,1,0.7,0.7,0.0%,2020,6
45,Darrell Daniels (FA),1,1,1,1,1,0,0,0,0,0,0,1,0.6,0.6,0.0%,2020,6
46,Charlie Woerner (SF),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,6
47,Noah Togiai (PHI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,6
48,Sean McKeon (DAL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,6
49,Tyler Davis (GB),0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,6
50,Reggie Gilliam (BUF),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2020,6
