Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Travis Kelce (KC),8,10,136,17,32,4,1,0,0,0,0,1,23.6,23.6,100.0%,2020,14
2,Mike Gesicki (MIA),5,6,65,13,29,1,2,0,0,0,0,1,21,21,34.9%,2020,14
3,Irv Smith Jr. (MIN),4,4,63,15.8,25,1,1,0,0,0,0,1,14.3,14.3,12.8%,2020,14
4,T.J. Hockenson (MIN),6,11,43,7.2,16,0,1,0,0,0,0,1,13.3,13.3,98.5%,2020,14
5,Robert Tonyan (GB),5,5,36,7.2,11,0,1,0,0,0,0,1,12.1,12.1,23.9%,2020,14
6,Jared Cook (FA),3,4,37,12.3,20,1,1,0,0,0,0,1,11.2,11.2,0.0%,2020,14
7,Foster Moreau (LV),1,2,47,47,47,3,1,0,0,0,0,1,11.2,11.2,21.2%,2020,14
8,Darren Waller (LV),7,10,75,10.7,29,1,0,0,0,0,0,1,11,11,83.6%,2020,14
9,Geoff Swaim (TEN),3,3,34,11.3,16,0,1,0,0,0,0,1,10.9,10.9,0.0%,2020,14
10,Mark Andrews (BAL),5,6,78,15.6,39,2,0,0,0,0,0,1,10.3,10.3,99.3%,2020,14
11,Jimmy Graham (FA),4,4,23,5.8,12,0,1,0,0,0,0,1,10.3,10.3,0.0%,2020,14
12,Nick Vannett (NYG),4,4,20,5,8,0,1,0,0,0,0,1,10,10,0.0%,2020,14
13,Dan Arnold (JAC),2,4,27,13.5,20,1,1,0,0,0,0,1,9.7,9.7,0.1%,2020,14
14,Will Dissly (SEA),2,2,23,11.5,13,0,1,0,0,0,0,1,9.3,9.3,3.2%,2020,14
15,Logan Thomas (WAS),6,7,43,7.2,12,0,0,0,0,0,0,1,7.3,7.3,6.7%,2020,14
16,Troy Fumagalli (FA),4,5,53,13.3,29,1,0,0,0,0,0,1,7.3,7.3,0.0%,2020,14
17,Hunter Henry (NE),6,8,41,6.8,15,0,0,0,0,0,0,1,7.1,7.1,34.7%,2020,14
18,Rob Gronkowski (FA),1,2,2,2,2,0,1,0,0,0,0,1,6.7,6.7,1.7%,2020,14
19,Tyler Conklin (NYJ),5,5,40,8,15,0,0,0,0,0,0,1,6.5,6.5,33.2%,2020,14
20,Dallas Goedert (PHI),4,6,43,10.8,19,0,0,0,0,0,0,1,6.3,6.3,91.9%,2020,14
21,Cole Kmet (CHI),4,7,41,10.3,16,0,0,0,0,0,0,1,6.1,6.1,69.8%,2020,14
22,Eric Ebron (FA),2,5,30,15,17,0,0,0,0,0,0,1,6,6,0.0%,2020,14
23,David Njoku (CLE),3,4,45,15,20,1,0,0,0,0,0,1,6,6,82.4%,2020,14
24,Jack Doyle (FA),3,3,44,14.7,28,1,0,0,0,0,0,1,5.9,5.9,2.0%,2020,14
25,Dalton Schultz (DAL),3,3,34,11.3,15,0,0,0,0,0,0,1,4.9,4.9,94.4%,2020,14
26,Tyler Higbee (LAR),2,2,34,17,25,1,0,0,0,0,0,1,4.4,4.4,74.0%,2020,14
27,Adam Shaheen (MIA),2,3,26,13,16,0,0,0,0,0,0,1,3.6,3.6,0.0%,2020,14
28,Drew Sample (CIN),3,4,21,7,9,0,0,0,0,0,0,1,3.6,3.6,0.0%,2020,14
29,Ian Thomas (CAR),3,4,20,6.7,8,0,0,0,0,0,0,1,3.5,3.5,0.1%,2020,14
30,Jordan Akins (HOU),3,6,20,6.7,8,0,0,0,0,0,0,1,3.5,3.5,1.0%,2020,14
31,Dawson Knox (BUF),4,7,34,8.5,16,0,0,0,0,0,1,1,3.4,3.4,79.9%,2020,14
32,Harrison Bryant (CLE),3,6,18,6,9,0,0,0,0,0,0,1,3.3,3.3,1.6%,2020,14
33,Jonnu Smith (NE),2,2,20,10,11,0,0,1,3,0,0,1,3.3,3.3,1.0%,2020,14
34,Tyler Eifert (FA),2,2,22,11,18,0,0,0,0,0,0,1,3.2,3.2,0.0%,2020,14
35,Ross Dwelley (SF),2,2,20,10,14,0,0,0,0,0,0,1,3,3,0.0%,2020,14
36,Durham Smythe (MIA),2,3,19,9.5,10,0,0,0,0,0,0,1,2.9,2.9,0.1%,2020,14
37,Evan Engram (JAC),2,4,18,9,14,0,0,0,0,0,0,1,2.8,2.8,85.1%,2020,14
38,Maxx Williams (ARI),2,2,17,8.5,9,0,0,0,0,0,0,1,2.7,2.7,0.0%,2020,14
39,Colby Parkinson (SEA),2,2,16,8,10,0,0,0,0,0,0,1,2.6,2.6,0.1%,2020,14
40,Jacob Hollister (SEA),1,1,20,20,20,1,0,0,0,0,0,1,2.5,2.5,0.0%,2020,14
41,James O'Shaughnessy (MIN),2,2,14,7,10,0,0,0,0,0,0,1,2.4,2.4,0.0%,2020,14
42,Jordan Reed (FA),2,5,13,6.5,8,0,0,0,0,0,0,1,2.3,2.3,19.0%,2020,14
43,Darren Fells (FA),1,1,15,15,15,0,0,0,0,0,0,1,2,2,0.0%,2020,14
44,Zach Ertz (ARI),2,3,8,4,6,0,0,0,0,0,0,1,1.8,1.8,30.9%,2020,14
45,Adam Trautman (NO),1,1,12,12,12,0,0,0,0,0,0,1,1.7,1.7,0.4%,2020,14
46,Blake Bell (KC),1,1,11,11,11,0,0,0,0,0,0,1,1.6,1.6,0.0%,2020,14
47,Juwan Johnson (NO),1,1,11,11,11,0,0,0,0,0,0,1,1.6,1.6,25.1%,2020,14
48,Gerald Everett (LAC),1,3,9,9,9,0,0,0,0,0,0,1,1.4,1.4,77.6%,2020,14
49,Mo Alie-Cox (IND),1,1,9,9,9,0,0,0,0,0,0,1,1.4,1.4,2.0%,2020,14
50,Cameron Brate (TB),1,1,9,9,9,0,0,0,0,0,0,1,1.4,1.4,1.5%,2020,14
51,Chris Herndon IV (FA),1,1,9,9,9,0,0,0,0,0,0,1,1.4,1.4,0.0%,2020,14
52,Jaeden Graham (FA),1,1,7,7,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2020,14
53,Hayden Hurst (CIN),1,3,7,7,7,0,0,0,0,0,0,1,1.2,1.2,35.8%,2020,14
54,Kaden Smith (FA),1,1,6,6,6,0,0,0,0,0,0,1,1.1,1.1,0.0%,2020,14
55,Marcedes Lewis (GB),1,1,6,6,6,0,0,0,0,0,0,1,1.1,1.1,0.1%,2020,14
56,Anthony Firkser (ATL),1,1,5,5,5,0,0,0,0,0,0,1,1,1,0.0%,2020,14
57,Eric Saubert (DEN),1,1,4,4,4,0,0,0,0,0,0,1,0.9,0.9,0.1%,2020,14
58,Josh Hill (FA),1,1,1,1,1,0,0,0,0,0,0,1,0.6,0.6,0.0%,2020,14
59,Reggie Gilliam (BUF),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2020,14
60,Dalton Keene (DEN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
61,Sean McKeon (DAL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
62,Charlie Woerner (SF),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
63,Deon Yelder (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
64,Nick Keizer (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
65,Marcus Baugh (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
66,Noah Fant (SEA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.6%,2020,14
67,Chris Myarick (NYG),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
68,Brycen Hopkins (LAR),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2020,14
69,Hunter Bryant (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
70,Devin Asiasi (CIN),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
71,Trevon Wesco (CHI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
72,Kahale Warring (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
73,Andrew Beck (DEN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
74,Stephen Carlson (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
75,Donald Parham Jr. (LAC),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2%,2020,14
76,Dominique Dafney (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
77,Luke Stocker (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
78,Lee Smith (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
79,Ryan Griffin (CHI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
80,Demetrius Harris (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
81,Vance McDonald (FA),0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
82,Derek Carrier (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
83,Levine Toilolo (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
84,Jason Witten (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
85,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
86,Trey Burton (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
87,J.P. Holtz (NO),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
88,Zach Wood (NO),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
89,James Winchester (KC),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
90,Tyler Ott (SEA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
91,Patrick Scales (CHI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
92,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
93,Seth DeValve (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
94,Stephen Anderson (ARI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,14
