Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Rob Gronkowski (FA),2,3,51,25.5,44,3,1,0,0,0,0,1,12.1,12.1,1.7%,2020,10
2,Hunter Henry (NE),4,6,30,7.5,17,0,1,0,0,0,0,1,11,11,34.7%,2020,10
3,Cameron Brate (TB),3,3,31,10.3,19,0,1,0,0,0,0,1,10.6,10.6,1.5%,2020,10
4,Mark Andrews (BAL),7,9,61,8.7,13,0,0,0,0,0,0,1,9.6,9.6,99.3%,2020,10
5,Pharaoh Brown (CLE),2,2,21,10.5,16,0,1,0,0,0,0,1,9.1,9.1,0.0%,2020,10
6,Jordan Reed (FA),5,6,62,12.4,26,1,0,0,0,0,0,1,8.7,8.7,19.0%,2020,10
7,Logan Thomas (WAS),4,5,66,16.5,27,1,0,0,0,0,0,1,8.6,8.6,6.7%,2020,10
8,Jonnu Smith (NE),2,6,14,7,8,0,0,1,1,1,0,1,8.5,8.5,1.0%,2020,10
9,Richard Rodgers (LAC),4,5,60,15,22,1,0,0,0,0,0,1,8,8,0.0%,2020,10
10,Durham Smythe (MIA),2,2,9,4.5,7,0,1,0,0,0,0,1,7.9,7.9,0.1%,2020,10
11,Tyler Higbee (LAR),3,6,60,20,39,2,0,0,0,0,0,1,7.5,7.5,74.0%,2020,10
12,Colin Thompson (CAR),1,1,7,7,7,0,1,0,0,0,0,1,7.2,7.2,0.0%,2020,10
13,Kyle Rudolph (TB),4,5,63,15.8,22,2,0,0,0,0,1,1,6.3,6.3,0.6%,2020,10
14,Dan Arnold (JAC),4,4,34,8.5,11,0,0,0,0,0,0,1,5.4,5.4,0.1%,2020,10
15,Dallas Goedert (PHI),4,6,33,8.3,12,0,0,0,0,0,0,1,5.3,5.3,91.9%,2020,10
16,Darren Waller (LV),3,5,37,12.3,24,1,0,0,0,0,0,1,5.2,5.2,83.6%,2020,10
17,Mike Gesicki (MIA),2,5,40,20,23,1,0,0,0,0,0,1,5,5,34.9%,2020,10
18,Eric Ebron (FA),2,6,38,19,24,1,0,0,0,0,0,1,4.8,4.8,0.0%,2020,10
19,Robert Tonyan (GB),3,4,33,11,23,1,0,0,0,0,0,1,4.8,4.8,23.9%,2020,10
20,Greg Olsen (FA),2,4,33,16.5,22,1,0,0,0,0,0,1,4.3,4.3,7.0%,2020,10
