Rank,Player,CMP,PassATT,PCT,PassYDS,PassY/A,PassTD,INT,SACKS,RushATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Tom Brady (TB),27,43,62.8,358,8.3,3,0,2,1,3,0,0,1,26.6,26.6,97.3%,2018,14
2,Dak Prescott (DAL),42,54,77.8,455,8.4,3,2,3,4,2,0,1,1,24.4,24.4,94.4%,2018,14
3,Josh Johnson (DEN),11,16,68.8,195,12.2,1,1,0,7,45,1,0,1,24.3,24.3,0.1%,2018,14
4,Ryan Tannehill (TEN),14,19,73.7,265,13.9,3,0,4,1,13,0,0,1,23.9,23.9,46.8%,2018,14
5,Andrew Luck (FA),27,41,65.9,399,9.7,2,1,2,6,16,0,0,1,23.6,23.6,2.2%,2018,14
6,Patrick Mahomes II (KC),35,53,66,377,7.1,2,1,3,2,-3,0,0,1,20.8,20.8,99.8%,2018,14
7,Matt Ryan (IND),28,42,66.7,262,6.2,3,1,2,1,0,0,0,1,20.5,20.5,50.4%,2018,14
8,Aaron Rodgers (GB),21,32,65.6,196,6.1,2,0,4,3,44,0,0,1,20.2,20.2,94.9%,2018,14
9,Eli Manning (FA),14,22,63.6,197,9,3,0,2,0,0,0,0,1,19.9,19.9,2.3%,2018,14
10,Ben Roethlisberger (FA),25,29,86.2,282,9.7,2,0,1,0,0,0,0,1,19.3,19.3,23.8%,2018,14
11,Jameis Winston (NO),18,38,47.4,213,5.6,2,1,4,5,47,0,0,1,19.2,19.2,32.6%,2018,14
12,Lamar Jackson (BAL),13,24,54.2,147,6.1,2,0,3,13,71,0,1,1,19,19,99.0%,2018,14
13,Derek Carr (LV),25,34,73.5,322,9.5,2,0,4,1,-1,0,1,1,18.8,18.8,89.5%,2018,14
14,Carson Wentz (WAS),22,32,68.8,228,7.1,3,0,2,4,-3,0,1,1,18.8,18.8,20.1%,2018,14
15,Josh Allen (BUF),18,36,50,206,5.7,0,2,3,9,101,1,1,1,18.3,18.3,99.9%,2018,14
16,Nick Mullens (LV),20,33,60.6,332,10.1,2,1,3,5,-10,0,0,1,18.3,18.3,0.1%,2018,14
17,Deshaun Watson (CLE),27,38,71.1,267,7,1,0,5,5,35,0,0,1,18.2,18.2,89.9%,2018,14
18,Drew Brees (FA),24,31,77.4,201,6.5,1,1,1,3,-1,1,1,1,13.9,13.9,35.7%,2018,14
19,Case Keenum (BUF),24,42,57.1,186,4.4,1,0,2,4,24,0,0,1,13.8,13.8,0.3%,2018,14
20,Baker Mayfield (CLE),18,22,81.8,238,10.8,1,0,1,4,2,0,0,1,13.7,13.7,1.4%,2018,14
21,Philip Rivers (FA),19,29,65.5,220,7.6,1,0,2,2,7,0,0,1,13.5,13.5,20.6%,2018,14
22,Cody Kessler (FA),25,43,58.1,240,5.6,1,0,4,5,17,0,1,1,13.3,13.3,0.1%,2018,14
23,Jeff Driskel (HOU),18,27,66.7,170,6.3,1,0,3,2,12,0,0,1,12,12,0.0%,2018,14
24,Cam Newton (FA),26,42,61.9,265,6.3,0,1,1,5,23,0,0,1,10.9,10.9,9.4%,2018,14
25,Kirk Cousins (MIN),20,33,60.6,208,6.3,1,0,2,3,5,0,1,1,10.8,10.8,78.4%,2018,14
26,Sam Darnold (CAR),16,24,66.7,170,7.1,1,1,0,4,10,0,0,1,9.8,9.8,1.2%,2018,14
27,Russell Wilson (DEN),10,20,50,72,3.6,0,1,2,7,61,0,0,1,9,9,93.5%,2018,14
28,Josh Rosen (FA),26,41,63.4,240,5.9,0,1,3,2,3,0,0,1,7.9,7.9,0.1%,2018,14
29,Marcus Mariota (ATL),18,24,75,162,6.8,0,1,1,4,13,0,0,1,5.8,5.8,19.4%,2018,14
30,Matthew Stafford (LAR),15,23,65.2,101,4.4,0,0,1,1,7,0,0,1,4.7,4.7,93.8%,2018,14
31,Mitchell Trubisky (PIT),16,30,53.3,110,3.7,1,3,1,6,23,0,0,1,4.7,4.7,4.5%,2018,14
32,Joe Webb III (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,3.3,3.3,0.0%,2018,14
33,Taylor Heinicke (WAS),1,1,100,33,33,0,0,0,0,0,0,0,1,1.3,1.3,0.8%,2018,14
34,Joshua Dobbs (CLE),4,9,44.4,24,2.7,0,1,0,2,15,0,0,1,0.5,0.5,0.1%,2018,14
103,Robert Griffin III (FA),0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6%,2018,14
104,Brock Osweiler (FA),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0%,2018,14
111,Josh McCown (FA),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,14
140,DeShone Kizer (FA),0,0,0,0,0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%,2018,14
141,Jared Goff (DET),20,44,45.5,180,4.1,0,4,3,1,5,0,0,1,-0.3,-0.3,6.8%,2018,14
142,Taysom Hill (NO),0,0,0,0,0,0,0,0,1,-6,0,0,1,-0.6,-0.6,2.7%,2018,14
143,Kyle Lauletta (FA),0,5,0,0,0,0,1,0,1,-2,0,0,1,-2.2,-2.2,0.0%,2018,14
144,Mark Sanchez (FA),6,14,42.9,38,2.7,0,2,5,0,0,0,0,1,-2.5,-2.5,0.1%,2018,14
