Rank,Player,CMP,PassATT,PCT,PassYDS,PassY/A,PassTD,INT,SACKS,RushATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Josh Allen (BUF),36,54,66.7,308,5.7,2,1,3,12,109,1,0,1,36.2,36.2,99.9%,2021,14
2,Tom Brady (TB),31,46,67.4,363,7.9,2,0,2,7,16,1,0,1,30.1,30.1,97.3%,2021,14
3,Aaron Rodgers (GB),29,37,78.4,341,9.2,4,0,3,1,0,0,0,1,29.6,29.6,94.9%,2021,14
4,Taysom Hill (NO),15,21,71.4,175,8.3,0,0,3,11,73,2,0,1,26.3,26.3,2.7%,2021,14
5,Ben Roethlisberger (FA),28,40,70,308,7.7,3,1,5,1,5,0,0,1,25.8,25.8,23.8%,2021,14
6,Justin Herbert (LAC),23,31,74.2,275,8.9,3,0,2,4,19,0,0,1,24.9,24.9,99.7%,2021,14
7,Matthew Stafford (LAR),23,30,76.7,287,9.6,3,0,3,0,0,0,0,1,23.5,23.5,93.8%,2021,14
8,Joe Burrow (CIN),25,34,73.5,348,10.2,2,0,5,2,3,0,0,1,22.2,22.2,95.7%,2021,14
9,Russell Wilson (DEN),17,28,60.7,260,9.3,2,0,0,2,8,0,0,1,21.2,21.2,93.5%,2021,14
10,Justin Fields (CHI),18,33,54.5,224,6.8,2,2,2,9,74,0,1,1,20.4,20.4,57.0%,2021,14
11,Patrick Mahomes II (KC),20,24,83.3,258,10.8,2,0,3,4,20,0,0,1,20.3,20.3,99.8%,2021,14
12,Jimmy Garoppolo (SF),27,41,65.9,296,7.2,2,0,5,1,3,0,0,1,20.1,20.1,1.9%,2021,14
13,Kyler Murray (ARI),32,49,65.3,383,7.8,0,2,4,7,61,0,0,1,19.4,19.4,95.6%,2021,14
14,Mike Glennon (NYG),17,36,47.2,191,5.3,2,1,2,1,7,1,1,1,19.3,19.3,0.6%,2021,14
15,Davis Mills (HOU),33,49,67.3,331,6.8,1,0,2,2,8,0,0,1,18,18,7.1%,2021,14
16,Ryan Tannehill (TEN),20,31,64.5,191,6.2,0,0,4,4,29,1,0,1,16.5,16.5,46.8%,2021,14
17,Baker Mayfield (CLE),22,32,68.8,190,5.9,2,1,0,6,14,0,0,1,16,16,1.4%,2021,14
18,Kirk Cousins (MIN),14,31,45.2,216,7,2,2,0,2,14,0,0,1,16,16,78.4%,2021,14
19,Tyler Huntley (BAL),27,38,71.1,270,7.1,1,0,3,6,45,0,2,1,15.3,15.3,8.9%,2021,14
20,Teddy Bridgewater (MIA),18,25,72,179,7.2,2,0,1,0,0,0,0,1,15.2,15.2,1.0%,2021,14
21,Cam Newton (FA),15,23,65.2,178,7.7,0,1,1,10,47,1,1,1,14.8,14.8,9.4%,2021,14
22,Jared Goff (DET),24,39,61.5,215,5.5,1,1,2,2,10,0,0,1,12.6,12.6,6.8%,2021,14
23,Matt Ryan (IND),19,28,67.9,190,6.8,1,0,0,4,3,0,0,1,11.9,11.9,50.4%,2021,14
24,Dak Prescott (DAL),22,39,56.4,211,5.4,1,2,4,7,15,0,0,1,11.9,11.9,94.4%,2021,14
25,Derek Carr (LV),33,45,73.3,263,5.8,1,1,4,0,0,0,1,1,11.5,11.5,89.5%,2021,14
26,Zach Wilson (NYJ),19,42,45.2,202,4.8,0,0,3,4,33,0,0,1,11.4,11.4,32.3%,2021,14
27,Taylor Heinicke (WAS),11,25,44,122,4.9,1,1,4,3,8,0,1,1,8.7,8.7,0.8%,2021,14
28,P.J. Walker (CAR),6,12,50,75,6.3,1,1,0,2,-5,0,0,1,5.5,5.5,0.1%,2021,14
29,Trevor Lawrence (JAC),24,40,60,221,5.5,0,4,3,1,2,0,0,1,5,5,66.5%,2021,14
30,Kyle Allen (HOU),4,9,44.4,53,5.9,0,0,1,2,11,0,1,1,1.2,1.2,0.1%,2021,14
31,Lamar Jackson (BAL),4,4,100,17,4.3,0,0,1,2,5,0,0,1,1.2,1.2,99.0%,2021,14
98,Colt McCoy (ARI),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2%,2021,14
128,Kurt Benkert (GB),0,0,0,0,0,0,0,0,2,-1,0,0,1,-0.1,-0.1,0.0%,2021,14
129,Chad Henne (KC),0,0,0,0,0,0,0,0,3,-2,0,0,1,-0.2,-0.2,0.2%,2021,14
130,Chase Daniel (LAC),0,0,0,0,0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.1%,2021,14
131,Logan Woodside (TEN),0,0,0,0,0,0,0,0,3,-3,0,0,1,-0.3,-0.3,0.1%,2021,14
