Rank,Player,CMP,PassATT,PCT,PassYDS,PassY/A,PassTD,INT,SACKS,RushATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Jalen Hurts (PHI),24,44,54.5,338,7.7,3,0,6,11,63,1,0,1,37.8,37.8,93.3%,2020,15
2,Josh Allen (BUF),28,40,70,359,9,2,0,1,3,33,2,0,1,37.7,37.7,99.9%,2020,15
3,Ryan Tannehill (TEN),21,27,77.8,273,10.1,3,0,1,3,21,2,0,1,37,37,46.8%,2020,15
4,Kyler Murray (ARI),27,36,75,406,11.3,3,1,1,8,29,1,1,1,34.1,34.1,95.6%,2020,15
5,Lamar Jackson (BAL),17,22,77.3,243,11,3,1,1,10,35,1,0,1,30.2,30.2,99.0%,2020,15
6,Justin Herbert (LAC),22,32,68.8,314,9.8,2,0,1,4,14,1,0,1,28,28,99.7%,2020,15
7,Matt Ryan (IND),34,49,69.4,356,7.3,3,0,3,1,16,0,0,1,27.8,27.8,50.4%,2020,15
8,Marcus Mariota (ATL),17,28,60.7,226,8.1,1,1,0,9,88,1,0,1,26.8,26.8,19.4%,2020,15
9,Patrick Mahomes II (KC),26,47,55.3,254,5.4,3,0,4,7,37,0,1,1,25.9,25.9,99.8%,2020,15
10,Tom Brady (TB),31,45,68.9,390,8.7,2,0,3,2,-2,0,0,1,23.4,23.4,97.3%,2020,15
11,Deshaun Watson (CLE),33,41,80.5,373,9.1,2,0,5,6,25,0,1,1,23.4,23.4,89.9%,2020,15
12,Baker Mayfield (CLE),27,32,84.4,297,9.3,2,0,1,4,11,0,0,1,21,21,1.4%,2020,15
13,Drew Brees (FA),15,34,44.1,234,6.9,3,1,1,0,0,0,0,1,20.4,20.4,35.7%,2020,15
14,Kirk Cousins (MIN),24,35,68.6,271,7.7,2,1,3,3,25,0,0,1,20.3,20.3,78.4%,2020,15
15,Tua Tagovailoa (MIA),20,26,76.9,145,5.6,0,1,2,3,9,2,0,1,19.7,19.7,63.1%,2020,15
16,Aaron Rodgers (GB),20,29,69,143,4.9,1,0,5,5,26,1,0,1,18.3,18.3,94.9%,2020,15
17,Ryan Finley (FA),7,13,53.8,89,6.8,1,0,2,10,47,1,0,1,18.3,18.3,0.0%,2020,15
18,Andy Dalton (NO),19,33,57.6,209,6.3,2,0,2,2,8,0,0,1,17.2,17.2,0.4%,2020,15
19,Philip Rivers (FA),22,28,78.6,228,8.1,2,0,1,1,-1,0,0,1,17,17,20.6%,2020,15
20,Teddy Bridgewater (MIA),21,35,60,258,7.4,0,0,3,4,26,1,1,1,16.9,16.9,1.0%,2020,15
21,Dwayne Haskins (FA),38,55,69.1,295,5.4,1,2,4,3,28,0,0,1,16.6,16.6,0.1%,2020,15
22,Jared Goff (DET),22,34,64.7,209,6.1,2,1,3,1,9,0,0,1,16.3,16.3,6.8%,2020,15
23,Gardner Minshew II (PHI),22,29,75.9,226,7.8,2,0,5,2,9,0,1,1,15.9,15.9,0.7%,2020,15
24,Matthew Stafford (LAR),22,32,68.8,252,7.9,1,0,0,2,12,0,0,1,15.3,15.3,93.8%,2020,15
25,Mitchell Trubisky (PIT),15,21,71.4,202,9.6,1,1,1,8,34,0,0,1,14.5,14.5,4.5%,2020,15
26,Sam Darnold (CAR),22,31,71,207,6.7,1,0,2,5,18,0,0,1,14.1,14.1,1.2%,2020,15
27,Nick Mullens (LV),21,36,58.3,219,6.1,2,2,2,1,7,0,1,1,13.5,13.5,0.1%,2020,15
28,Russell Wilson (DEN),18,27,66.7,121,4.5,1,1,0,6,52,0,0,1,13,13,93.5%,2020,15
29,Cam Newton (FA),17,27,63,209,7.7,0,0,3,9,38,0,0,1,12.2,12.2,9.4%,2020,15
30,Drew Lock (SEA),20,32,62.5,132,4.1,1,0,3,5,37,0,1,1,11,11,1.8%,2020,15
31,Colt McCoy (ARI),19,31,61.3,221,7.1,0,0,1,2,3,0,0,1,9.1,9.1,0.2%,2020,15
32,C.J. Beathard (JAC),5,7,71.4,100,14.3,1,0,0,0,0,0,0,1,8,8,0.1%,2020,15
33,Ben Roethlisberger (FA),20,38,52.6,170,4.5,1,1,1,2,-1,0,1,1,7.7,7.7,23.8%,2020,15
34,Taysom Hill (NO),0,0,0,0,0,0,0,0,2,3,1,0,1,6.3,6.3,2.7%,2020,15
35,Chase Daniel (LAC),5,6,83.3,55,9.2,0,1,0,1,11,0,0,1,2.3,2.3,0.1%,2020,15
36,Derek Carr (LV),3,5,60,53,10.6,0,0,1,0,0,0,0,1,2.1,2.1,89.5%,2020,15
37,Tyler Huntley (BAL),2,4,50,7,1.8,0,0,0,4,18,0,0,1,2.1,2.1,8.9%,2020,15
38,Jacoby Brissett (CLE),0,1,0,0,0,0,0,0,1,2,0,0,1,0.2,0.2,0.7%,2020,15
106,Joe Webb III (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,15
128,Matt Barkley (BUF),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2020,15
136,Logan Woodside (TEN),0,0,0,0,0,0,0,0,3,-3,0,0,1,-0.3,-0.3,0.1%,2020,15
