Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Mike Evans (TB),11,12,198,18,46,7,2,0,0,0,0,1,37.3,37.3,98.6%,2019,8
2,Cooper Kupp (LAR),7,10,220,31.4,65,12,1,0,0,0,0,1,31.5,31.5,77.5%,2019,8
3,Kenny Golladay (NYG),6,8,123,20.5,41,4,2,0,0,0,1,1,25.3,25.3,6.8%,2019,8
4,Julian Edelman (FA),8,11,78,9.8,23,1,2,1,-3,0,0,1,23.5,23.5,12.1%,2019,8
5,Michael Thomas (NO),11,11,112,10.2,28,1,1,1,-9,0,0,1,21.8,21.8,25.9%,2019,8
6,Julio Jones (TB),10,12,152,15.2,25,2,0,0,0,0,0,1,20.2,20.2,17.4%,2019,8
7,JuJu Smith-Schuster (KC),5,9,103,20.6,34,3,1,0,0,0,0,1,18.8,18.8,94.1%,2019,8
8,Chris Conley (TEN),4,7,103,25.8,70,4,1,0,0,0,0,1,18.3,18.3,0.1%,2019,8
9,Darius Slayton (NYG),2,5,50,25,28,2,2,0,0,0,0,1,18,18,52.5%,2019,8
10,Diontae Johnson (PIT),5,7,84,16.8,45,3,1,0,0,0,0,1,16.9,16.9,86.8%,2019,8
11,DJ Chark Jr. (DET),6,12,79,13.2,29,1,1,1,0,0,0,1,16.9,16.9,44.4%,2019,8
12,Hunter Renfrow (LV),4,4,88,22,65,4,1,0,0,0,0,1,16.8,16.8,25.7%,2019,8
13,Tyrell Williams (FA),3,6,91,30.3,46,5,1,0,0,0,0,1,16.6,16.6,0.0%,2019,8
14,DeAndre Hopkins (ARI),11,13,109,9.9,21,1,0,0,0,0,0,1,16.4,16.4,93.7%,2019,8
15,Stefon Diggs (BUF),7,7,143,20.4,39,7,0,0,0,0,1,1,15.8,15.8,100.0%,2019,8
16,DK Metcalf (SEA),3,5,13,4.3,7,0,2,0,0,0,0,1,14.8,14.8,98.6%,2019,8
17,Josh Reynolds (DET),3,8,73,24.3,31,4,1,1,-1,0,0,1,14.7,14.7,6.1%,2019,8
18,Christian Kirk (JAC),8,11,79,9.9,16,0,0,1,19,0,0,1,13.8,13.8,95.2%,2019,8
19,Danny Amendola (FA),8,8,95,11.9,25,1,0,0,0,0,0,1,13.5,13.5,0.0%,2019,8
20,Tyler Lockett (SEA),6,6,100,16.7,20,2,0,0,0,0,0,1,13,13,91.8%,2019,8
21,Alex Erickson (WAS),6,7,97,16.2,52,4,0,0,0,0,0,1,12.7,12.7,0.0%,2019,8
22,Golden Tate (FA),8,10,85,10.6,18,0,0,0,0,0,0,1,12.5,12.5,0.0%,2019,8
23,Mecole Hardman (KC),2,2,55,27.5,30,3,1,0,0,0,0,1,12.5,12.5,26.3%,2019,8
24,Deebo Samuel (SF),3,3,19,6.3,9,0,0,2,29,1,0,1,12.3,12.3,93.9%,2019,8
25,Cole Beasley (BUF),3,7,41,13.7,21,1,1,0,0,0,0,1,11.6,11.6,0.9%,2019,8
26,Marvin Hall (FA),1,1,49,49,49,3,1,0,0,0,0,1,11.4,11.4,0.0%,2019,8
27,Tyreek Hill (MIA),6,9,76,12.7,21,1,0,1,5,0,0,1,11.1,11.1,100.0%,2019,8
28,Calvin Ridley (JAC),4,7,70,17.5,30,2,0,0,0,0,0,1,11,11,2.4%,2019,8
29,Emmanuel Sanders (FA),4,5,25,6.3,13,0,1,0,0,0,0,1,10.5,10.5,0.0%,2019,8
30,Tyler Boyd (CIN),6,9,65,10.8,22,1,0,1,3,0,0,1,9.8,9.8,71.8%,2019,8
31,Tajae Sharpe (FA),3,3,18,6,7,0,1,0,0,0,0,1,9.3,9.3,0.0%,2019,8
32,Russell Gage (TB),7,9,58,8.3,17,0,0,0,0,0,0,1,9.3,9.3,19.1%,2019,8
33,Jarvis Landry (NO),5,10,65,13,21,1,0,0,0,0,0,1,9,9,19.0%,2019,8
34,Auden Tate (ARI),5,13,65,13,27,1,0,0,0,0,0,1,9,9,0.0%,2019,8
35,DeVante Parker (NE),6,8,59,9.8,15,0,0,0,0,0,0,1,8.9,8.9,12.1%,2019,8
36,Keenan Allen (LAC),7,10,53,7.6,17,0,0,0,0,0,0,1,8.8,8.8,98.9%,2019,8
37,Demaryius Thomas (FA),5,5,63,12.6,23,1,0,0,0,0,0,1,8.8,8.8,0.1%,2019,8
38,Courtland Sutton (DEN),3,5,72,24,33,3,0,0,0,0,0,1,8.7,8.7,78.2%,2019,8
39,Allen Robinson II (LAR),5,7,62,12.4,31,2,0,0,0,0,0,1,8.7,8.7,33.8%,2019,8
40,Mike Williams (LAC),3,6,69,23,43,3,0,0,0,0,0,1,8.4,8.4,96.0%,2019,8
41,Alshon Jeffery (FA),4,6,64,16,38,2,0,0,0,0,0,1,8.4,8.4,0.0%,2019,8
42,Chris Godwin (TB),4,8,43,10.8,12,0,0,0,0,0,0,1,8.3,8.3,96.3%,2019,8
43,Keelan Cole Sr. (LV),2,2,12,6,6,0,1,0,0,0,0,1,8.2,8.2,0.1%,2019,8
44,Anthony Miller (PIT),3,3,67,22.3,35,3,0,0,0,0,0,1,8.2,8.2,0.0%,2019,8
45,A.J. Brown (PHI),2,3,11,5.5,8,0,1,0,0,0,0,1,8.1,8.1,99.9%,2019,8
46,John Brown (BUF),5,8,54,10.8,19,0,0,0,0,0,0,1,7.9,7.9,0.0%,2019,8
47,Odell Beckham Jr. (FA),5,7,52,10.4,31,2,0,0,0,0,0,1,7.7,7.7,14.7%,2019,8
48,Allen Hurns (FA),1,1,12,12,12,0,1,0,0,0,0,1,7.7,7.7,0.0%,2019,8
49,Taylor Gabriel (FA),4,6,53,13.3,22,1,0,0,0,0,0,1,7.3,7.3,0.1%,2019,8
50,Albert Wilson (LV),1,2,5,5,5,0,1,0,0,0,0,1,7,7,0.0%,2019,8
51,Sammy Watkins (BAL),5,8,45,9,25,1,0,0,0,0,0,1,7,7,2.3%,2019,8
52,Allen Lazard (GB),5,5,42,8.4,14,0,0,0,0,0,0,1,6.7,6.7,85.5%,2019,8
53,Curtis Samuel (WAS),4,11,46,11.5,20,1,0,0,0,0,0,1,6.6,6.6,58.3%,2019,8
54,T.Y. Hilton (DAL),2,6,54,27,35,2,0,0,0,0,0,1,6.4,6.4,2.7%,2019,8
55,DJ Moore (CAR),5,9,38,7.6,10,0,0,0,0,0,0,1,6.3,6.3,94.0%,2019,8
56,Robbie Anderson (ARI),4,6,43,10.8,13,0,0,0,0,0,0,1,6.3,6.3,6.6%,2019,8
57,Preston Williams (CAR),4,7,42,10.5,14,0,0,0,0,0,0,1,6.2,6.2,0.0%,2019,8
58,Terry McLaurin (WAS),4,6,39,9.8,17,0,0,0,0,0,0,1,5.9,5.9,97.6%,2019,8
59,Phillip Dorsett II (HOU),3,6,43,14.3,33,2,0,0,0,0,0,1,5.8,5.8,0.7%,2019,8
60,Jake Kumerow (BUF),2,4,48,24,34,2,0,0,0,0,0,1,5.8,5.8,0.0%,2019,8
61,Ted Ginn Jr. (FA),2,3,42,21,28,1,0,0,0,0,0,1,5.2,5.2,0.0%,2019,8
62,Robert Woods (TEN),2,2,36,18,31,2,0,4,6,0,0,1,5.2,5.2,41.8%,2019,8
63,DeAndre Carter (LAC),1,3,46,46,46,3,0,0,0,0,0,1,5.1,5.1,12.3%,2019,8
64,Paul Richardson Jr. (FA),3,4,34,11.3,18,0,0,0,0,0,0,1,4.9,4.9,0.0%,2019,8
65,Marvin Jones Jr. (JAC),4,5,22,5.5,6,0,0,0,0,0,0,1,4.2,4.2,12.8%,2019,8
66,Jakeem Grant Sr. (CLE),2,3,32,16,17,0,0,0,0,0,0,1,4.2,4.2,0.0%,2019,8
67,Jamison Crowder (BUF),3,5,24,8,16,0,0,0,0,0,0,1,3.9,3.9,1.3%,2019,8
68,Adam Humphries (FA),3,6,24,8,13,0,0,0,0,0,0,1,3.9,3.9,1.0%,2019,8
69,Cody Latimer (FA),2,3,28,14,18,0,0,0,0,0,0,1,3.8,3.8,0.0%,2019,8
70,Zay Jones (JAC),2,2,27,13.5,15,0,0,0,0,0,0,1,3.7,3.7,71.5%,2019,8
71,Bisi Johnson (MIN),2,2,27,13.5,16,0,0,0,0,0,0,1,3.7,3.7,0.0%,2019,8
72,Kenny Stills (FA),3,5,22,7.3,13,0,0,0,0,0,0,1,3.7,3.7,0.0%,2019,8
73,Nelson Agholor (NE),4,4,7,1.8,7,0,0,2,7,0,0,1,3.4,3.4,3.3%,2019,8
74,Diontae Spencer (NYJ),2,2,18,9,20,1,0,1,5,0,0,1,3.3,3.3,0.0%,2019,8
75,Justin Hardy (FA),2,4,23,11.5,15,0,0,0,0,0,0,1,3.3,3.3,0.0%,2019,8
76,Mohamed Sanu Sr. (FA),2,5,23,11.5,19,0,0,0,0,0,0,1,3.3,3.3,0.0%,2019,8
77,Vyncint Smith (IND),2,4,10,5,6,0,0,1,13,0,0,1,3.3,3.3,0.0%,2019,8
78,Bennie Fowler III (FA),2,2,21,10.5,12,0,0,0,0,0,0,1,3.1,3.1,0.0%,2019,8
79,David Moore (FA),1,4,23,23,23,1,0,1,2,0,0,1,3,3,0.0%,2019,8
80,Damiere Byrd (ATL),2,5,18,9,9,0,0,0,0,0,0,1,2.8,2.8,0.1%,2019,8
81,Deonte Harty (NO),2,2,17,8.5,9,0,0,0,0,0,0,1,2.7,2.7,0.0%,2019,8
82,James Washington (FA),1,6,21,21,21,1,0,0,0,0,0,1,2.6,2.6,0.3%,2019,8
