Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,A.J. Brown (PHI),5,7,153,30.6,91,5,2,1,13,0,0,1,31.1,31.1,99.9%,2019,14
4,A.J. Brown (PHI),3,3,94,31.3,55,5,2,0,0,0,0,1,22.9,22.9,99.9%,2019,4
6,A.J. Brown (PHI),4,5,135,33.8,65,6,1,0,0,0,0,1,21.5,21.5,99.9%,2019,12
8,A.J. Brown (PHI),8,13,114,14.3,60,4,1,0,0,0,0,1,21.4,21.4,99.9%,2019,15
4,A.J. Brown (PHI),4,8,124,31,51,8,1,0,0,0,0,1,20.4,20.4,99.9%,2019,17
14,A.J. Brown (PHI),1,2,34,34,34,2,0,1,49,1,0,1,14.8,14.8,99.9%,2019,16
35,A.J. Brown (PHI),3,4,100,33.3,51,7,0,0,0,0,0,1,11.5,11.5,99.9%,2019,1
29,A.J. Brown (PHI),4,7,81,20.3,35,3,0,0,0,0,0,1,10.1,10.1,99.9%,2019,9
31,A.J. Brown (PHI),6,8,64,10.7,16,0,0,1,-2,0,0,1,9.2,9.2,99.9%,2019,7
45,A.J. Brown (PHI),2,3,11,5.5,8,0,1,0,0,0,0,1,8.1,8.1,99.9%,2019,8
59,A.J. Brown (PHI),3,4,45,15,16,0,0,0,0,0,0,1,6,6,99.9%,2019,13
75,A.J. Brown (PHI),3,5,25,8.3,11,0,0,0,0,0,0,1,4,4,99.9%,2019,2
65,A.J. Brown (PHI),2,2,27,13.5,14,0,0,0,0,0,0,1,3.7,3.7,99.9%,2019,5
67,A.J. Brown (PHI),2,4,23,11.5,13,0,0,0,0,0,0,1,3.3,3.3,99.9%,2019,6
73,A.J. Brown (PHI),1,4,17,17,17,0,0,0,0,0,0,1,2.2,2.2,99.9%,2019,10
113,A.J. Brown (PHI),1,5,4,4,4,0,0,0,0,0,0,1,0.9,0.9,99.9%,2019,3
162,A.J. Green (ARI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.7%,2019,1
27,Adam Humphries (FA),6,9,93,15.5,30,3,0,0,0,0,0,1,12.3,12.3,1.0%,2019,3
35,Adam Humphries (FA),1,1,23,23,23,1,1,0,0,0,0,1,8.8,8.8,1.0%,2019,10
36,Adam Humphries (FA),4,4,65,16.3,25,1,0,0,0,0,0,1,8.5,8.5,1.0%,2019,9
46,Adam Humphries (FA),1,2,13,13,13,0,1,0,0,0,0,1,7.8,7.8,1.0%,2019,13
32,Adam Humphries (FA),6,6,47,7.8,16,0,0,0,0,0,0,1,7.7,7.7,1.0%,2019,6
53,Adam Humphries (FA),4,4,40,10,14,0,0,0,0,0,0,1,6,6,1.0%,2019,7
56,Adam Humphries (FA),4,6,30,7.5,10,0,0,0,0,0,0,1,5,5,1.0%,2019,5
68,Adam Humphries (FA),3,6,24,8,13,0,0,0,0,0,0,1,3.9,3.9,1.0%,2019,8
68,Adam Humphries (FA),3,3,20,6.7,8,0,0,0,0,0,0,1,3.5,3.5,1.0%,2019,12
76,Adam Humphries (FA),2,3,15,7.5,9,0,0,0,0,0,0,1,2.5,2.5,1.0%,2019,4
109,Adam Humphries (FA),1,1,5,5,5,0,0,0,0,0,0,1,1,1,1.0%,2019,1
103,Adam Humphries (FA),2,2,-1,-0.5,0,0,0,1,1,0,0,1,1,1,1.0%,2019,2
5,Adam Thielen (MIN),7,8,130,18.6,44,4,2,0,0,0,0,1,28.5,28.5,89.3%,2019,5
9,Adam Thielen (MIN),3,5,55,18.3,35,2,1,1,1,1,0,1,19.1,19.1,89.3%,2019,3
13,Adam Thielen (MIN),6,8,57,9.5,20,1,1,1,0,0,0,1,14.7,14.7,89.3%,2019,6
33,Adam Thielen (MIN),3,3,43,14.3,23,1,1,0,0,0,0,1,11.8,11.8,89.3%,2019,1
39,Adam Thielen (MIN),5,8,75,15,30,3,0,0,0,0,0,1,10,10,89.3%,2019,2
33,Adam Thielen (MIN),1,2,25,25,25,1,1,0,0,0,0,1,9,9,89.3%,2019,7
63,Adam Thielen (MIN),3,3,27,9,13,0,0,1,3,0,0,1,4.5,4.5,89.3%,2019,15
91,Adam Thielen (MIN),2,6,6,3,6,0,0,0,0,0,0,1,1.6,1.6,89.3%,2019,4
112,Adam Thielen (MIN),0,4,0,0,0,0,0,1,2,0,0,1,0.2,0.2,89.3%,2019,16
132,Adam Thielen (MIN),0,1,0,0,0,0,0,0,0,0,0,1,0,0,89.3%,2019,9
26,Albert Wilson (LV),7,7,79,11.3,35,2,0,1,9,0,0,1,12.3,12.3,0.0%,2019,16
35,Albert Wilson (LV),5,8,59,11.8,24,1,0,0,0,0,0,1,9.2,9.2,0.0%,2019,17
36,Albert Wilson (LV),5,5,32,6.4,13,0,0,2,31,0,0,1,8.8,8.8,0.0%,2019,13
46,Albert Wilson (LV),5,8,59,11.8,21,1,0,0,0,0,0,1,8.4,8.4,0.0%,2019,15
50,Albert Wilson (LV),1,2,5,5,5,0,1,0,0,0,0,1,7,7,0.0%,2019,8
44,Albert Wilson (LV),6,7,33,5.5,16,0,0,1,4,0,0,1,6.7,6.7,0.0%,2019,12
63,Albert Wilson (LV),3,6,26,8.7,13,0,0,0,0,0,0,1,4.1,4.1,0.0%,2019,11
61,Albert Wilson (LV),5,6,15,3,8,0,0,0,0,0,0,1,4,4,0.0%,2019,6
79,Albert Wilson (LV),1,2,22,22,22,1,0,0,0,0,0,1,2.7,2.7,0.0%,2019,7
90,Albert Wilson (LV),2,4,13,6.5,12,0,0,1,1,0,0,1,2.4,2.4,0.0%,2019,1
111,Albert Wilson (LV),1,2,5,5,5,0,0,0,0,0,0,1,1,1,0.0%,2019,14
92,Albert Wilson (LV),1,2,3,3,3,0,0,0,0,0,0,1,0.8,0.8,0.0%,2019,9
87,Albert Wilson (LV),1,3,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.0%,2019,10
8,Alex Erickson (WAS),8,14,137,17.1,48,4,0,2,-2,0,0,1,17.5,17.5,0.0%,2019,7
21,Alex Erickson (WAS),6,7,97,16.2,52,4,0,0,0,0,0,1,12.7,12.7,0.0%,2019,8
42,Alex Erickson (WAS),6,9,55,9.2,19,0,0,0,0,0,0,1,8.5,8.5,0.0%,2019,16
30,Alex Erickson (WAS),4,6,47,11.8,21,1,0,1,17,0,0,1,8.4,8.4,0.0%,2019,6
45,Alex Erickson (WAS),5,7,45,9,12,0,0,0,0,0,0,1,8,8,0.0%,2019,14
53,Alex Erickson (WAS),2,8,43,21.5,30,2,0,0,0,0,0,1,5.3,5.3,0.0%,2019,12
80,Alex Erickson (WAS),2,2,21,10.5,15,0,0,0,0,0,0,1,3.1,3.1,0.0%,2019,13
86,Alex Erickson (WAS),4,4,28,7,13,0,0,0,0,0,1,1,2.8,2.8,0.0%,2019,1
83,Alex Erickson (WAS),1,4,16,16,16,0,0,1,5,0,0,1,2.6,2.6,0.0%,2019,17
92,Alex Erickson (WAS),1,3,14,14,14,0,0,0,0,0,0,1,1.9,1.9,0.0%,2019,2
99,Alex Erickson (WAS),1,1,13,13,13,0,0,0,0,0,0,1,1.8,1.8,0.0%,2019,3
82,Alex Erickson (WAS),0,2,0,0,0,0,0,1,13,0,0,1,1.3,1.3,0.0%,2019,10
92,Alex Erickson (WAS),1,1,7,7,7,0,0,0,0,0,0,1,1.2,1.2,0.0%,2019,5
95,Alex Erickson (WAS),1,5,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.0%,2019,11
127,Alex Erickson (WAS),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,4
164,Alex Erickson (WAS),1,5,6,6,6,0,0,0,0,0,1,1,-0.9,-0.9,0.0%,2019,15
54,Alexander Hollins (FA),2,3,46,23,35,2,0,0,0,0,0,1,5.6,5.6,0.0%,2019,17
113,Alexander Hollins (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,13
114,Alexander Hollins (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,14
116,Alexander Hollins (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,15
114,Alexander Hollins (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,16
