Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Michael Thomas (NO),16,17,180,11.3,35,2,1,0,0,0,1,1,38,38,93.7%,2018,1
2,Tyreek Hill (MIA),7,8,169,24.1,58,5,2,2,4,0,0,1,36.3,36.3,99.9%,2018,1
3,DeSean Jackson (FA),5,5,146,29.2,58,3,2,0,0,0,0,1,31.6,31.6,2.8%,2018,1
4,Emmanuel Sanders (BUF),10,11,135,13.5,43,2,1,0,0,0,0,1,29.5,29.5,1.9%,2018,1
5,Randall Cobb (GB),9,10,142,15.8,75,2,1,0,0,0,0,1,29.2,29.2,5.8%,2018,1
6,Julio Jones (FA),10,19,169,16.9,36,3,0,1,11,0,0,1,28,28,14.2%,2018,1
7,Mike Evans (TB),7,7,147,21,50,3,1,0,0,0,0,1,27.7,27.7,99.1%,2018,1
8,Kenny Stills (FA),4,5,106,26.5,75,1,2,0,0,0,0,1,26.6,26.6,0.0%,2018,1
9,Keenan Allen (LAC),8,11,108,13.5,23,3,1,0,0,0,0,1,24.8,24.8,99.4%,2018,1
10,Antonio Brown (FA),9,16,93,10.3,22,1,1,0,0,0,0,1,24.3,24.3,4.8%,2018,1
11,Odell Beckham Jr. (FA),11,15,111,10.1,24,2,0,1,-1,0,0,1,22,22,45.0%,2018,1
12,Golden Tate (FA),7,15,79,11.3,26,2,1,0,0,0,0,1,20.9,20.9,0.0%,2018,1
13,Ted Ginn Jr. (FA),5,6,68,13.6,28,1,1,1,5,0,0,1,20.3,20.3,0.0%,2018,1
14,Davante Adams (LV),5,8,88,17.6,51,1,1,0,0,0,0,1,19.8,19.8,99.9%,2018,1
15,Phillip Dorsett II (HOU),7,7,66,9.4,14,0,1,0,0,0,0,1,19.6,19.6,0.2%,2018,1
16,A.J. Green (ARI),6,8,92,15.3,38,1,1,0,0,0,1,1,19.2,19.2,5.5%,2018,1
17,Kenny Golladay (NYG),7,12,114,16.3,26,2,0,0,0,0,0,1,18.4,18.4,58.2%,2018,1
18,Demaryius Thomas (FA),6,10,63,10.5,23,1,1,0,0,0,0,1,18.3,18.3,0.1%,2018,1
19,Quincy Enunwa (FA),6,9,63,10.5,21,1,1,0,0,0,0,1,18.3,18.3,0.0%,2018,1
20,Geronimo Allison (FA),5,8,69,13.8,39,1,1,0,0,0,0,1,17.9,17.9,0.0%,2018,1
21,Cooper Kupp (LAR),5,9,52,10.4,12,0,1,2,16,0,0,1,17.8,17.8,99.9%,2018,1
22,Jarvis Landry (FA),7,15,106,15.1,39,2,0,0,0,0,0,1,17.6,17.6,66.0%,2018,1
23,JuJu Smith-Schuster (KC),5,8,119,23.8,67,2,0,0,0,0,0,1,16.9,16.9,93.9%,2018,1
24,Adam Thielen (MIN),6,12,102,17,34,1,0,0,0,0,0,1,16.2,16.2,90.9%,2018,1
25,T.Y. Hilton (FA),5,11,46,9.2,13,0,1,0,0,0,0,1,15.6,15.6,0.9%,2018,1
26,DeAndre Hopkins (ARI),8,11,78,9.8,17,0,0,1,-7,0,0,1,15.1,15.1,96.4%,2018,1
27,Tyler Lockett (SEA),3,4,59,19.7,51,1,1,0,0,0,0,1,14.9,14.9,92.2%,2018,1
28,Willie Snead IV (FA),4,6,49,12.3,20,1,1,0,0,0,0,1,14.9,14.9,0.0%,2018,1
29,Larry Fitzgerald (FA),7,10,76,10.9,27,2,0,0,0,0,0,1,14.6,14.6,0.2%,2018,1
30,Brandin Cooks (HOU),5,8,87,17.4,30,2,0,1,6,0,0,1,14.3,14.3,94.7%,2018,1
31,Cole Beasley (FA),7,8,73,10.4,17,0,0,0,0,0,0,1,14.3,14.3,1.5%,2018,1
32,Dante Pettis (NYG),2,5,61,30.5,39,2,1,0,0,0,0,1,14.1,14.1,0.0%,2018,1
33,Stefon Diggs (BUF),3,6,43,14.3,22,1,1,1,8,0,0,1,14.1,14.1,99.9%,2018,1
34,Ryan Grant (FA),8,9,59,7.4,13,0,0,0,0,0,0,1,13.9,13.9,0.0%,2018,1
35,Bruce Ellington (FA),4,8,37,9.3,14,0,1,0,0,0,0,1,13.7,13.7,0.0%,2018,1
