Rank,Player,CMP,PassATT,PCT,PassYDS,PassY/A,PassTD,INT,SACKS,RushATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Aaron Rodgers (GB),32,52,61.5,442,8.5,3,0,4,3,10,0,2,1,28.7,28.7,87.4%,2018,5
2,Drew Brees (FA),26,29,89.7,363,12.5,3,0,2,2,1,0,0,1,27.7,27.7,35.7%,2018,5
3,Tom Brady (TB),34,44,77.3,341,7.8,3,2,0,3,-1,1,0,1,27.5,27.5,94.6%,2018,5
4,Andrew Luck (FA),38,59,64.4,365,6.2,3,2,1,0,0,0,0,1,22.6,22.6,2.2%,2018,5
5,Ben Roethlisberger (FA),19,29,65.5,250,8.6,3,1,0,2,16,0,0,1,21.6,21.6,13.6%,2018,5
6,Philip Rivers (FA),22,27,81.5,339,12.6,2,0,1,3,-2,0,0,1,21.4,21.4,20.6%,2018,5
7,Case Keenum (BUF),35,51,68.6,377,7.4,2,1,4,0,0,0,0,1,21.1,21.1,0.1%,2018,5
8,Deshaun Watson (CLE),33,44,75,375,8.5,1,1,1,10,40,0,0,1,21,21,18.0%,2018,5
9,Carson Wentz (WAS),24,35,68.6,311,8.9,2,0,3,5,26,0,1,1,21,21,15.8%,2018,5
10,C.J. Beathard (JAC),34,54,63,349,6.5,2,2,4,2,7,1,2,1,20.7,20.7,0.0%,2018,5
11,Blake Bortles (FA),33,61,54.1,430,7,1,4,5,4,34,1,1,1,20.6,20.6,0.0%,2018,5
12,Russell Wilson (DEN),13,21,61.9,198,9.4,3,0,2,0,0,0,0,1,19.9,19.9,62.7%,2018,5
13,Eli Manning (FA),22,36,61.1,326,9.1,2,2,1,1,2,0,0,1,19.2,19.2,2.3%,2018,5
14,Sam Darnold (CAR),10,22,45.5,198,9,3,1,1,3,5,0,0,1,18.4,18.4,0.7%,2018,5
15,Baker Mayfield (CAR),25,43,58.1,342,8,1,1,5,2,23,0,0,1,18,18,4.3%,2018,5
16,Cam Newton (FA),21,35,60,237,6.8,2,2,1,8,29,0,0,1,16.4,16.4,9.1%,2018,5
17,Patrick Mahomes II (KC),22,38,57.9,313,8.2,0,2,1,4,13,1,0,1,15.8,15.8,100.0%,2018,5
18,Matthew Stafford (LAR),14,26,53.8,183,7,2,0,3,1,-1,0,0,1,15.2,15.2,68.0%,2018,5
19,Matt Ryan (IND),26,38,68.4,285,7.5,1,0,6,1,10,0,1,1,14.4,14.4,21.0%,2018,5
20,Jared Goff (DET),23,32,71.9,321,10,1,2,1,5,15,0,0,1,14.3,14.3,47.3%,2018,5
21,Kirk Cousins (MIN),30,37,81.1,301,8.1,1,0,1,5,1,0,1,1,14.1,14.1,81.8%,2018,5
22,Alex Smith (FA),23,39,59,275,7.1,0,1,3,2,7,1,1,1,13.7,13.7,5.0%,2018,5
23,Derek Carr (LV),24,33,72.7,268,8.1,1,1,3,1,5,0,0,1,13.2,13.2,80.4%,2018,5
24,Andy Dalton (NO),20,30,66.7,248,8.3,1,1,2,4,10,0,0,1,12.9,12.9,10.6%,2018,5
25,Dak Prescott (DAL),18,29,62.1,208,7.2,1,2,2,6,34,0,0,1,11.7,11.7,90.6%,2018,5
26,Joe Flacco (NYJ),29,56,51.8,298,5.3,0,1,2,2,13,0,0,1,11.2,11.2,0.8%,2018,5
27,Josh Rosen (FA),10,25,40,170,6.8,1,0,1,3,-3,0,0,1,10.5,10.5,0.0%,2018,5
28,Josh Allen (BUF),10,19,52.6,82,4.3,0,1,1,4,19,1,0,1,9.2,9.2,100.0%,2018,5
29,Taysom Hill (NO),0,0,0,0,0,0,0,0,5,23,1,0,1,8.3,8.3,66.2%,2018,5
30,Ryan Tannehill (TEN),20,35,57.1,185,5.3,1,2,3,3,17,0,1,1,7.1,7.1,13.5%,2018,5
31,Marcus Mariota (ATL),14,26,53.8,129,5,0,1,2,2,10,0,0,1,4.2,4.2,24.8%,2018,5
32,Matt Schaub (FA),5,7,71.4,20,2.9,0,0,0,0,0,0,0,1,1.1,1.1,0.0%,2018,5
33,Lamar Jackson (BAL),0,1,0,0,0,0,0,0,3,10,0,0,1,1,1,99.9%,2018,5
34,Joe Webb III (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,5
35,Teddy Bridgewater (MIA),0,0,0,0,0,0,0,0,3,-3,0,0,1,-0.3,-0.3,1.5%,2018,5
36,Joshua Dobbs (CLE),0,0,0,0,0,0,0,0,1,-3,0,0,1,-0.3,-0.3,0.0%,2018,5
