Rank,Player,CMP,PassATT,PCT,PassYDS,PassY/A,PassTD,INT,SACKS,RushATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Patrick Mahomes II (KC),23,38,60.5,295,7.8,4,0,0,9,52,0,0,1,33,33,100.0%,2018,13
2,Josh Allen (BUF),18,33,54.5,231,7,2,2,2,9,135,0,0,1,28.7,28.7,100.0%,2018,13
3,Russell Wilson (DEN),11,17,64.7,185,10.9,4,0,3,4,14,0,0,1,24.8,24.8,62.7%,2018,13
4,Derek Carr (LV),29,38,76.3,285,7.5,3,0,3,1,8,0,0,1,24.2,24.2,80.4%,2018,13
5,Philip Rivers (FA),26,36,72.2,299,8.3,2,0,2,0,0,0,0,1,24,24,20.6%,2018,13
6,Jameis Winston (NO),20,30,66.7,249,8.3,2,0,4,5,48,0,0,1,22.8,22.8,19.2%,2018,13
7,Nick Mullens (MIN),30,48,62.5,414,8.6,2,1,3,2,1,0,0,1,22.7,22.7,0.0%,2018,13
8,Marcus Mariota (ATL),20,35,57.1,282,8.1,2,1,3,4,43,0,0,1,21.6,21.6,24.8%,2018,13
9,Carson Wentz (WAS),27,39,69.2,306,7.8,2,1,0,4,-4,0,0,1,19.8,19.8,15.8%,2018,13
10,Ben Roethlisberger (FA),29,45,64.4,281,6.2,2,1,1,0,0,0,0,1,17.2,17.2,13.6%,2018,13
11,Lamar Jackson (BAL),12,21,57.1,125,6,0,0,2,17,75,1,1,1,16.5,16.5,99.9%,2018,13
12,Deshaun Watson (CLE),22,31,71,224,7.2,1,0,4,7,30,0,0,1,16,16,18.0%,2018,13
13,Aaron Rodgers (GB),31,50,62,233,4.7,1,0,1,3,20,0,0,1,15.3,15.3,87.4%,2018,13
14,Cam Newton (FA),28,41,68.3,300,7.3,2,4,4,6,33,0,0,1,15.3,15.3,9.1%,2018,13
15,Ryan Tannehill (TEN),16,24,66.7,137,5.7,3,1,3,3,-5,0,0,1,15,15,13.5%,2018,13
16,Tom Brady (TB),24,32,75,311,9.7,1,1,0,2,5,0,0,1,14.9,14.9,94.6%,2018,13
17,Dak Prescott (DAL),24,28,85.7,249,8.9,1,0,7,5,22,0,1,1,14.2,14.2,90.6%,2018,13
18,Baker Mayfield (CAR),29,43,67.4,397,9.2,1,3,0,0,0,0,0,1,13.9,13.9,4.3%,2018,13
19,Chase Daniel (LAC),26,39,66.7,285,7.3,1,2,5,4,4,0,0,1,11.8,11.8,0.1%,2018,13
20,Case Keenum (BUF),12,21,57.1,151,7.2,1,0,2,2,9,0,0,1,10.9,10.9,0.1%,2018,13
21,Matthew Stafford (LAR),20,33,60.6,245,7.4,1,1,4,1,2,0,1,1,10,10,68.0%,2018,13
22,Jeff Driskel (HOU),25,37,67.6,236,6.4,1,1,4,3,3,0,1,1,9.7,9.7,0.0%,2018,13
23,Andrew Luck (FA),33,52,63.5,248,4.8,0,1,3,2,16,0,0,1,9.5,9.5,2.2%,2018,13
24,Josh Rosen (FA),11,26,42.3,149,5.7,0,0,2,2,32,0,0,1,9.2,9.2,0.0%,2018,13
25,Cody Kessler (FA),18,24,75,150,6.3,0,0,3,5,28,0,0,1,8.8,8.8,0.1%,2018,13
26,Eli Manning (FA),19,35,54.3,170,4.9,1,1,3,0,0,0,0,1,8.8,8.8,2.3%,2018,13
27,Jared Goff (DET),17,33,51.5,207,6.3,1,1,2,2,-2,0,1,1,8.1,8.1,47.3%,2018,13
28,Kirk Cousins (MIN),32,44,72.7,201,4.6,1,2,2,0,0,0,0,1,8,8,81.8%,2018,13
29,Matt Ryan (IND),16,26,61.5,131,5,1,0,3,2,4,0,1,1,7.6,7.6,21.0%,2018,13
30,Drew Brees (FA),18,28,64.3,127,4.5,1,1,2,1,2,0,0,1,7.3,7.3,35.7%,2018,13
31,Josh McCown (FA),17,30,56.7,128,4.3,0,1,2,1,3,0,0,1,3.4,3.4,0.0%,2018,13
32,Mark Sanchez (FA),13,21,61.9,100,4.8,0,1,2,1,8,0,0,1,2.8,2.8,0.1%,2018,13
33,Colt McCoy (ARI),4,4,100,50,12.5,0,0,1,0,0,0,0,1,2,2,0.0%,2018,13
34,Robert Griffin III (FA),2,4,50,21,5.3,0,0,0,0,0,0,0,1,0.8,0.8,1.0%,2018,13
35,Tyler Bray (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,13
36,Joe Webb III (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,13
37,Taysom Hill (NO),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66.2%,2018,13
38,Geno Smith (SEA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,79.6%,2018,13
39,Taylor Heinicke (WAS),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.8%,2018,13
40,Blaine Gabbert (TB),0,0,0,0,0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%,2018,13
