Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Tyler Lockett (SEA),15,20,200,13.3,47,0,3,0,0,0,0,1,53,53,92.2%,2020,7
2,Davante Adams (LV),13,16,196,15.1,45,0,2,0,0,0,0,1,44.6,44.6,99.9%,2020,7
3,Diontae Johnson (PIT),9,15,80,8.9,14,0,2,0,0,0,0,1,29,29,98.1%,2020,7
4,Tyler Boyd (CIN),11,13,101,9.2,16,0,1,0,0,0,0,1,27.7,27.7,66.3%,2020,7
5,A.J. Brown (PHI),6,8,153,25.5,73,0,1,0,0,0,0,1,27.3,27.3,99.4%,2020,7
6,DJ Moore (CAR),4,5,93,23.3,74,0,2,0,0,0,0,1,25.3,25.3,97.6%,2020,7
7,DeAndre Hopkins (ARI),10,12,103,10.3,35,0,1,0,0,0,1,1,24.3,24.3,96.4%,2020,7
8,Chris Godwin (TB),9,9,88,9.8,23,0,1,0,0,0,0,1,23.8,23.8,94.4%,2020,7
9,Scotty Miller (TB),6,9,109,18.2,35,0,1,0,0,0,0,1,22.9,22.9,0.6%,2020,7
10,Keenan Allen (LAC),10,13,125,12.5,27,0,0,0,0,0,0,1,22.5,22.5,99.4%,2020,7
11,Cole Beasley (FA),11,12,112,10.2,23,0,0,0,0,0,0,1,22.2,22.2,1.5%,2020,7
12,Terry McLaurin (WAS),7,11,90,12.9,52,0,1,0,0,0,0,1,22,22,97.4%,2020,7
13,Nelson Agholor (NE),5,9,107,21.4,44,0,1,0,0,0,0,1,21.7,21.7,1.4%,2020,7
14,Christian Kirk (JAC),5,8,37,7.4,16,0,2,0,0,0,0,1,20.7,20.7,87.4%,2020,7
15,Calvin Ridley (ATL),5,7,69,13.8,27,0,1,0,0,0,0,1,19.9,19.9,2.0%,2020,7
16,Tee Higgins (CIN),5,5,71,14.2,27,0,1,1,7,0,0,1,18.8,18.8,98.4%,2020,7
17,Sterling Shepard (NYG),6,8,59,9.8,29,0,1,0,0,0,0,1,17.9,17.9,25.6%,2020,7
18,Julio Jones (FA),8,9,97,12.1,28,0,0,0,0,0,0,1,17.7,17.7,14.2%,2020,7
19,Tyreek Hill (MIA),6,10,55,9.2,15,0,1,0,0,0,0,1,17.5,17.5,99.9%,2020,7
20,Brandon Aiyuk (SF),6,7,115,19.2,35,0,0,0,0,0,0,1,17.5,17.5,86.5%,2020,7
21,JuJu Smith-Schuster (KC),9,14,85,9.4,28,0,0,0,0,0,0,1,17.5,17.5,93.9%,2020,7
22,Randall Cobb (GB),8,10,95,11.9,28,0,0,0,0,0,0,1,17.5,17.5,5.8%,2020,7
23,Kenny Golladay (NYG),6,7,114,19,29,0,0,0,0,0,0,1,17.4,17.4,58.2%,2020,7
24,Curtis Samuel (WAS),6,6,48,8,22,0,0,1,5,1,0,1,17.3,17.3,6.5%,2020,7
25,Rashard Higgins (CAR),6,6,110,18.3,30,0,0,0,0,0,0,1,17,17,0.7%,2020,7
26,Jalen Guyton (LAC),2,3,84,42,70,0,1,0,0,0,0,1,16.4,16.4,0.8%,2020,7
27,Amari Cooper (CLE),7,7,80,11.4,32,0,0,1,5,0,0,1,15.5,15.5,95.6%,2020,7
28,Marquez Callaway (NO),8,10,75,9.4,15,0,0,0,0,0,0,1,15.5,15.5,2.5%,2020,7
