Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Darren Waller (LV),9,12,150,16.7,35,0,1,0,0,0,0,1,30,30,98.4%,2020,15
2,Logan Thomas (WAS),13,16,101,7.8,20,0,0,0,0,0,0,1,23.1,23.1,63.2%,2020,15
3,Travis Kelce (KC),8,12,68,8.5,13,0,1,0,0,0,0,1,22.8,22.8,99.9%,2020,15
4,Noah Fant (SEA),8,11,68,8.5,16,0,1,0,0,0,0,1,20.8,20.8,86.3%,2020,15
5,Mark Andrews (BAL),5,5,66,13.2,27,0,1,0,0,0,0,1,17.6,17.6,99.8%,2020,15
6,Hunter Henry (NE),5,7,65,13,19,0,1,0,0,0,0,1,17.5,17.5,88.6%,2020,15
7,Tyler Higbee (LAR),4,5,67,16.8,44,0,1,0,0,0,0,1,16.7,16.7,61.6%,2020,15
8,Austin Hooper (TEN),5,6,41,8.2,17,0,1,0,0,0,0,1,15.1,15.1,11.1%,2020,15
9,Tyler Conklin (NYJ),3,4,57,19,30,0,1,0,0,0,0,1,14.7,14.7,2.1%,2020,15
10,Hayden Hurst (CIN),4,5,21,5.3,12,0,1,0,0,0,0,1,12.1,12.1,6.9%,2020,15
11,Dawson Knox (BUF),2,4,36,18,27,0,1,0,0,0,0,1,11.6,11.6,88.8%,2020,15
12,Robert Tonyan (GB),3,3,18,6,10,0,1,0,0,0,0,1,10.8,10.8,46.6%,2020,15
13,Jonnu Smith (NE),5,5,52,10.4,19,0,0,0,0,0,0,1,10.2,10.2,1.7%,2020,15
14,Jordan Akins (NYG),5,6,50,10,20,0,0,0,0,0,0,1,10,10,0.3%,2020,15
15,Jordan Reed (FA),2,5,18,9,13,0,1,0,0,0,0,1,9.8,9.8,19.0%,2020,15
16,Jacob Hollister (LV),2,2,17,8.5,10,0,1,0,0,0,0,1,9.7,9.7,0.0%,2020,15
17,Cameron Brate (TB),4,4,54,13.5,18,0,0,0,0,0,0,1,9.4,9.4,1.9%,2020,15
18,Dalton Schultz (DAL),2,2,14,7,12,0,1,0,0,0,0,1,9.4,9.4,96.2%,2020,15
19,Durham Smythe (MIA),5,5,40,8,15,0,0,0,0,0,0,1,9,9,0.1%,2020,15
20,Zach Ertz (ARI),2,7,69,34.5,42,0,0,0,0,0,0,1,8.9,8.9,92.6%,2020,15
21,Evan Engram (JAC),4,7,46,11.5,24,0,0,0,0,0,0,1,8.6,8.6,27.1%,2020,15
22,Dan Arnold (JAC),3,5,54,18,23,0,0,0,0,0,0,1,8.4,8.4,3.4%,2020,15
23,Tyler Eifert (FA),3,4,51,17,28,0,0,0,0,0,0,1,8.1,8.1,0.0%,2020,15
24,Dallas Goedert (PHI),4,8,39,9.8,16,0,0,0,0,0,0,1,7.9,7.9,92.9%,2020,15
25,Chris Herndon IV (FA),3,4,48,16,22,0,0,0,0,0,0,1,7.8,7.8,0.0%,2020,15
26,Irv Smith Jr. (MIN),3,4,37,12.3,21,0,0,0,0,0,0,1,6.7,6.7,62.0%,2020,15
27,Ian Thomas (CAR),3,4,29,9.7,15,0,0,0,0,0,0,1,5.9,5.9,0.2%,2020,15
28,Rob Gronkowski (FA),3,7,29,9.7,17,0,0,0,0,0,0,1,5.9,5.9,88.1%,2020,15
29,Hunter Bryant (FA),1,2,44,44,44,0,0,0,0,0,0,1,5.4,5.4,0.0%,2020,15
30,Kahale Warring (JAC),2,2,32,16,23,0,0,0,0,0,0,1,5.2,5.2,0.0%,2020,15
31,Maxx Williams (ARI),1,1,42,42,42,0,0,0,0,0,0,1,5.2,5.2,0.7%,2020,15
32,Jared Cook (FA),2,5,29,14.5,21,0,0,0,0,0,0,1,4.9,4.9,0.9%,2020,15
33,Gerald Everett (LAC),2,5,28,14,15,0,0,0,0,0,0,1,4.8,4.8,21.9%,2020,15
34,Ross Dwelley (SF),2,2,28,14,19,0,0,0,0,0,0,1,4.8,4.8,0.1%,2020,15
35,Jimmy Graham (FA),2,3,25,12.5,16,0,0,0,0,0,0,1,4.5,4.5,0.6%,2020,15
36,Luke Stocker (FA),2,3,21,10.5,25,0,0,0,0,0,0,1,4.1,4.1,0.0%,2020,15
37,Harrison Bryant (CLE),2,2,19,9.5,10,0,0,0,0,0,0,1,3.9,3.9,0.9%,2020,15
38,Mo Alie-Cox (IND),2,2,14,7,10,0,0,0,0,0,0,1,3.4,3.4,1.8%,2020,15
39,Jack Doyle (FA),2,2,14,7,7,0,0,0,0,0,0,1,3.4,3.4,2.2%,2020,15
40,Cole Kmet (CHI),2,2,12,6,7,0,0,0,0,0,0,1,3.2,3.2,53.8%,2020,15
41,Foster Moreau (LV),1,1,22,22,22,0,0,0,0,0,0,1,3.2,3.2,0.9%,2020,15
42,David Njoku (CLE),1,1,22,22,22,0,0,0,0,0,0,1,3.2,3.2,52.7%,2020,15
43,Anthony Firkser (ATL),1,1,20,20,20,0,0,0,0,0,0,1,3,3,0.7%,2020,15
44,Adam Shaheen (MIA),1,2,15,15,15,0,0,0,0,0,0,1,2.5,2.5,0.1%,2020,15
45,Levine Toilolo (FA),1,1,14,14,14,0,0,0,0,0,0,1,2.4,2.4,0.0%,2020,15
46,Blake Bell (KC),1,1,10,10,10,0,0,1,2,0,0,1,2.2,2.2,0.3%,2020,15
