Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Darren Waller (LV),12,16,105,8.8,18,0,1,0,0,0,0,1,28.5,28.5,98.4%,2020,2
2,Tyler Higbee (LAR),5,5,54,10.8,28,0,3,0,0,0,0,1,28.4,28.4,61.6%,2020,2
3,Mike Gesicki (MIA),8,11,130,16.3,27,0,1,0,0,0,0,1,27,27,89.3%,2020,2
4,Jonnu Smith (NE),4,5,84,21,63,0,2,0,0,0,0,1,24.4,24.4,1.7%,2020,2
5,Jordan Reed (FA),7,8,50,7.1,18,0,2,0,0,0,0,1,24,24,19.0%,2020,2
6,Travis Kelce (KC),9,14,90,10,20,0,1,0,0,0,0,1,24,24,99.9%,2020,2
7,Dalton Schultz (DAL),9,10,88,9.8,18,0,1,0,0,0,1,1,21.8,21.8,96.2%,2020,2
8,Hayden Hurst (CIN),5,8,72,14.4,42,0,1,0,0,0,0,1,18.2,18.2,6.9%,2020,2
9,Noah Fant (SEA),4,5,57,14.3,22,0,1,0,0,0,0,1,17.7,17.7,86.3%,2020,2
10,Mo Alie-Cox (IND),5,6,111,22.2,33,0,0,0,0,0,0,1,16.1,16.1,1.8%,2020,2
11,Hunter Henry (NE),6,8,83,13.8,22,0,0,0,0,0,0,1,14.3,14.3,88.6%,2020,2
12,C.J. Uzomah (NYJ),4,6,42,10.5,23,0,1,0,0,0,0,1,14.2,14.2,5.1%,2020,2
13,Tyler Eifert (FA),3,6,36,12,19,0,1,0,0,0,0,1,12.6,12.6,0.0%,2020,2
14,Jordan Akins (NYG),7,7,55,7.9,12,0,0,0,0,0,0,1,12.5,12.5,0.3%,2020,2
15,Evan Engram (JAC),6,8,65,10.8,22,0,0,0,0,0,0,1,12.5,12.5,27.1%,2020,2
16,Drew Sample (CIN),7,9,45,6.4,10,0,0,0,0,0,0,1,11.5,11.5,0.2%,2020,2
17,Robert Tonyan (GB),2,3,25,12.5,14,0,1,0,0,0,0,1,10.5,10.5,46.6%,2020,2
18,Darren Fells (FA),2,4,23,11.5,13,0,1,0,0,0,0,1,10.3,10.3,0.0%,2020,2
