Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Jerick McKinnon (KC),10,52,5.2,26,1,1,8,8,70,8.8,1,0,1,30.2,30.2,86.0%,2022,15
2,Dalvin Cook (MIN),17,95,5.6,40,3,0,4,4,95,23.8,1,1,1,25,25,99.9%,2022,15
3,Derrick Henry (TEN),21,104,5,13,0,1,4,4,59,14.8,0,0,1,24.3,24.3,98.4%,2022,15
4,Rhamondre Stevenson (NE),19,172,9.1,34,4,1,2,3,-4,-2,0,0,1,23.8,23.8,97.5%,2022,15
5,Christian McCaffrey (SF),26,108,4.2,23,1,1,6,8,30,5,0,0,1,22.8,22.8,100.0%,2022,15
6,David Montgomery (CHI),12,53,4.4,9,0,1,3,3,38,12.7,1,0,1,22.6,22.6,95.9%,2022,15
7,Tyler Allgeier (ATL),17,139,8.2,43,3,1,1,1,-3,-3,0,0,1,22.1,22.1,68.0%,2022,15
8,Latavius Murray (DEN),24,130,5.4,35,3,1,1,1,12,12,0,0,1,20.7,20.7,76.1%,2022,15
9,AJ Dillon (GB),11,36,3.3,8,0,2,3,3,35,11.7,0,0,1,20.6,20.6,84.3%,2022,15
10,Saquon Barkley (NYG),18,87,4.8,15,0,1,5,8,33,6.6,0,0,1,20.5,20.5,99.7%,2022,15
11,Aaron Jones (GB),17,90,5.3,14,0,0,4,5,36,9,1,1,1,18.6,18.6,99.2%,2022,15
12,James Conner (ARI),16,63,3.9,14,0,1,3,5,28,9.3,0,0,1,16.6,16.6,97.1%,2022,15
13,Raheem Mostert (MIA),17,136,8,67,4,0,1,2,20,20,0,0,1,16.1,16.1,81.6%,2022,15
14,Najee Harris (PIT),24,86,3.6,10,0,1,0,0,0,0,0,0,1,14.6,14.6,97.8%,2022,15
15,Marlon Mack (DEN),5,37,7.4,17,0,1,4,4,26,6.5,0,0,1,14.3,14.3,5.7%,2022,15
16,Ezekiel Elliott (DAL),16,58,3.6,10,0,1,2,2,13,6.5,0,0,1,14.1,14.1,97.4%,2022,15
17,Austin Ekeler (LAC),12,58,4.8,12,0,1,2,3,12,6,0,0,1,14,14,100.0%,2022,15
