Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Joe Mixon (CIN),22,153,7,29,2,4,4,5,58,14.5,1,0,1,53.1,53.1,99.9%,2022,9
2,Kenneth Walker III (SEA),26,109,4.2,15,0,2,3,4,20,6.7,0,0,1,26.4,26.4,96.4%,2022,9
3,Travis Etienne Jr. (JAC),28,109,3.9,18,0,2,2,2,17,8.5,0,0,1,25.6,25.6,98.8%,2022,9
4,Kenyan Drake (BAL),24,93,3.9,18,0,2,2,2,16,8,0,0,1,23.9,23.9,22.0%,2022,9
5,Derrick Henry (TEN),17,115,6.8,56,5,2,0,0,0,0,0,0,1,23.5,23.5,98.4%,2022,9
6,Austin Ekeler (LAC),14,47,3.4,9,0,1,7,8,24,3.4,1,1,1,20.6,20.6,100.0%,2022,9
7,Cordarrelle Patterson (ATL),13,44,3.4,7,0,2,1,1,9,9,0,0,1,17.8,17.8,83.0%,2022,9
8,Miles Sanders (PHI),17,93,5.5,25,1,1,0,0,0,0,0,0,1,15.3,15.3,96.7%,2022,9
9,Michael Carter (NYJ),12,76,6.3,25,1,1,1,1,10,10,0,0,1,15.1,15.1,70.3%,2022,9
10,Jeff Wilson Jr. (MIA),9,51,5.7,28,1,0,3,3,21,7,1,0,1,14.7,14.7,70.1%,2022,9
11,Rhamondre Stevenson (NE),15,60,4,16,0,0,3,7,10,3.3,1,0,1,14.5,14.5,97.5%,2022,9
12,Dameon Pierce (HOU),27,139,5.1,36,2,0,0,0,0,0,0,0,1,13.9,13.9,65.5%,2022,9
13,Raheem Blackshear (CAR),5,13,2.6,5,0,1,4,4,40,10,0,0,1,13.3,13.3,0.6%,2022,9
14,Tyler Allgeier (ATL),10,99,9.9,44,3,0,1,1,24,24,0,0,1,12.8,12.8,68.0%,2022,9
15,Dalvin Cook (MIN),17,47,2.8,9,0,0,2,6,9,4.5,1,0,1,12.6,12.6,99.9%,2022,9
16,James Robinson (NYJ),13,48,3.7,16,0,0,2,2,5,2.5,1,0,1,12.3,12.3,35.9%,2022,9
17,Kenneth Gainwell (PHI),4,22,5.5,8,0,1,3,3,16,5.3,0,0,1,11.3,11.3,11.2%,2022,9
18,Josh Jacobs (LV),17,67,3.9,15,0,0,3,3,20,6.7,0,0,1,10.2,10.2,99.4%,2022,9
19,Jamaal Williams (DET),24,81,3.4,14,0,0,0,0,0,0,0,0,1,10.1,10.1,88.5%,2022,9
20,James Conner (ARI),7,45,6.4,14,0,0,5,5,19,3.8,0,0,1,8.9,8.9,97.1%,2022,9
21,Raheem Mostert (MIA),9,26,2.9,14,0,1,0,2,0,0,0,0,1,8.6,8.6,81.6%,2022,9
22,Leonard Fournette (TB),9,19,2.1,6,0,0,5,7,41,8.2,0,0,1,8.5,8.5,97.5%,2022,9
23,Alvin Kamara (NO),9,30,3.3,10,0,0,3,4,32,10.7,0,0,1,7.7,7.7,99.3%,2022,9
24,Jerick McKinnon (KC),3,4,1.3,3,0,0,6,8,40,6.7,0,0,1,7.4,7.4,86.0%,2022,9
25,Devin Singletary (BUF),8,24,3,5,0,0,4,5,24,6,0,0,1,6.8,6.8,91.5%,2022,9
26,D'Andre Swift (DET),2,10,5,7,0,0,3,4,40,13.3,0,0,1,6.5,6.5,97.7%,2022,9
27,Samaje Perine (CIN),6,51,8.5,29,1,0,1,2,3,3,0,0,1,5.9,5.9,46.7%,2022,9
