Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Josh Jacobs (LV),33,229,6.9,86,6,2,6,7,74,12.3,0,0,1,45.3,45.3,99.4%,2022,12
2,Miles Sanders (PHI),21,143,6.8,28,2,2,3,3,17,5.7,0,0,1,29.5,29.5,96.7%,2022,12
3,Nick Chubb (CLE),26,116,4.5,28,1,1,1,1,16,16,0,0,1,19.7,19.7,99.9%,2022,12
4,Brian Robinson Jr. (WAS),18,105,5.8,21,1,0,2,3,20,10,1,0,1,19.5,19.5,76.7%,2022,12
5,James Conner (ARI),25,120,4.8,20,1,0,3,3,20,6.7,1,1,1,19.5,19.5,97.1%,2022,12
6,Austin Ekeler (LAC),5,20,4,9,0,0,11,15,60,5.5,1,0,1,19.5,19.5,100.0%,2022,12
7,JaMycal Hasty (JAC),12,28,2.3,13,0,0,5,5,67,13.4,1,0,1,18,18,4.2%,2022,12
8,Aaron Jones (GB),12,43,3.6,10,0,0,3,4,56,18.7,1,0,1,17.4,17.4,99.2%,2022,12
9,Samaje Perine (CIN),17,58,3.4,9,0,1,4,7,35,8.8,0,0,1,17.3,17.3,46.7%,2022,12
10,Jonathan Taylor (IND),20,86,4.3,13,0,1,3,4,12,4,0,0,1,17.3,17.3,80.5%,2022,12
11,Kenneth Walker III (SEA),14,26,1.9,14,0,2,1,1,13,13,0,0,1,16.4,16.4,96.4%,2022,12
12,AJ Dillon (GB),8,64,8,20,1,1,3,4,24,8,0,0,1,16.3,16.3,84.3%,2022,12
13,Ezekiel Elliott (DAL),16,92,5.8,22,1,1,1,1,3,3,0,0,1,16,16,97.4%,2022,12
14,Rhamondre Stevenson (NE),7,36,5.1,14,0,0,9,10,76,8.4,0,0,1,15.7,15.7,97.5%,2022,12
15,Rachaad White (TB),14,64,4.6,35,2,0,9,9,45,5,0,0,1,15.4,15.4,73.2%,2022,12
16,Isiah Pacheco (KC),22,69,3.1,9,0,1,1,1,17,17,0,0,1,15.1,15.1,86.3%,2022,12
17,Ty Johnson (NYJ),5,62,12.4,32,2,1,1,2,16,16,0,0,1,14.3,14.3,2.7%,2022,12
18,Benny Snell Jr. (PIT),12,62,5.2,16,0,1,1,1,6,6,0,0,1,13.3,13.3,1.3%,2022,12
19,Saquon Barkley (NYG),11,39,3.5,10,0,1,4,6,13,3.3,0,0,1,13.2,13.2,99.7%,2022,12
20,Derrick Henry (TEN),17,38,2.2,9,0,0,3,3,79,26.3,0,0,1,13.2,13.2,98.4%,2022,12
21,Ameer Abdullah (LV),3,16,5.3,7,0,0,3,3,39,13,1,0,1,13,13,2.7%,2022,12
22,David Montgomery (CHI),14,79,5.6,14,0,0,3,4,34,11.3,0,0,1,12.8,12.8,95.9%,2022,12
23,Travis Homer (SEA),2,8,4,4,0,0,2,3,45,22.5,1,0,1,12.3,12.3,15.5%,2022,12
24,Zonovan Knight (NYJ),14,69,4.9,19,0,0,3,3,34,11.3,0,0,1,11.8,11.8,64.7%,2022,12
25,Jeff Wilson Jr. (MIA),13,39,3,9,0,1,1,3,13,13,0,0,1,11.7,11.7,70.1%,2022,12
26,D'Onta Foreman (CAR),24,113,4.7,18,0,0,0,0,0,0,0,0,1,11.3,11.3,80.2%,2022,12
27,Kenneth Gainwell (PHI),8,39,4.9,10,0,1,1,1,7,7,0,0,1,11.1,11.1,11.2%,2022,12
28,Jamaal Williams (DET),18,66,3.7,27,1,1,0,0,0,0,0,1,1,10.6,10.6,88.5%,2022,12
29,Najee Harris (PIT),10,35,3.5,8,0,1,1,1,4,4,0,0,1,10.4,10.4,97.8%,2022,12
30,Latavius Murray (DEN),13,92,7.1,52,4,0,1,1,6,6,0,0,1,10.3,10.3,76.1%,2022,12
31,Gus Edwards (BAL),16,52,3.3,16,0,1,0,1,0,0,0,1,1,9.2,9.2,34.8%,2022,12
32,Cordarrelle Patterson (ATL),11,52,4.7,21,1,0,3,5,19,6.3,0,0,1,8.6,8.6,83.0%,2022,12
33,Devin Singletary (BUF),14,72,5.1,19,0,0,1,1,8,8,0,0,1,8.5,8.5,91.5%,2022,12
34,Dare Ogunbowale (HOU),4,14,3.5,9,0,1,1,2,6,6,0,0,1,8.5,8.5,2.7%,2022,12
35,D'Andre Swift (DET),5,19,3.8,7,0,0,4,8,24,6,0,0,1,8.3,8.3,97.7%,2022,12
