Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
2,Aaron Jones (GB),15,132,8.8,36,2,1,3,3,38,12.7,1,0,1,30.5,30.5,99.2%,2022,2
4,Aaron Jones (GB),8,23,2.9,8,0,0,9,10,53,5.9,2,0,1,24.1,24.1,99.2%,2022,7
2,Aaron Jones (GB),24,138,5.8,30,2,1,2,2,18,9,0,0,1,22.6,22.6,99.2%,2022,10
11,Aaron Jones (GB),17,90,5.3,14,0,0,4,5,36,9,1,1,1,18.6,18.6,99.2%,2022,15
11,Aaron Jones (GB),20,143,7.2,32,2,0,4,5,14,3.5,0,0,1,17.7,17.7,99.2%,2022,8
8,Aaron Jones (GB),12,43,3.6,10,0,0,3,4,56,18.7,1,0,1,17.4,17.4,99.2%,2022,12
18,Aaron Jones (GB),16,110,6.9,20,1,0,3,4,5,1.7,0,0,1,13,13,99.2%,2022,4
16,Aaron Jones (GB),14,111,7.9,31,2,0,2,3,2,1,0,0,1,12.3,12.3,99.2%,2022,17
16,Aaron Jones (GB),14,111,7.9,31,2,0,2,3,2,1,0,0,1,12.3,12.3,99.2%,2022,18
17,Aaron Jones (GB),12,40,3.3,14,0,0,6,7,20,3.3,0,0,1,11,11,99.2%,2022,11
29,Aaron Jones (GB),5,49,9.8,29,1,0,3,5,27,9,0,0,1,9.1,9.1,99.2%,2022,1
32,Aaron Jones (GB),13,63,4.8,11,0,0,2,3,17,8.5,0,0,1,9,9,99.2%,2022,5
33,Aaron Jones (GB),9,26,2.9,11,0,0,5,5,24,4.8,0,0,1,7.5,7.5,99.2%,2022,13
31,Aaron Jones (GB),9,19,2.1,7,0,0,3,4,25,8.3,0,0,1,5.9,5.9,99.2%,2022,6
30,Aaron Jones (GB),9,25,2.8,9,0,0,2,2,20,10,0,0,1,5.5,5.5,99.2%,2022,9
42,Aaron Jones (GB),6,25,4.2,18,0,0,2,2,9,4.5,0,0,1,4.4,4.4,99.2%,2022,16
52,Aaron Jones (GB),12,36,3,10,0,0,3,4,11,3.7,0,1,1,4.2,4.2,99.2%,2022,3
69,Adam Prentice (NO),1,2,2,2,0,0,1,1,4,4,0,0,1,1.1,1.1,0.0%,2022,17
69,Adam Prentice (NO),1,2,2,2,0,0,1,1,4,4,0,0,1,1.1,1.1,0.0%,2022,18
72,Adam Prentice (NO),0,0,0,0,0,0,1,1,3,3,0,0,1,0.8,0.8,0.0%,2022,15
78,Adam Prentice (NO),0,0,0,0,0,0,1,1,2,2,0,0,1,0.7,0.7,0.0%,2022,2
78,Adam Prentice (NO),2,5,2.5,3,0,0,0,0,0,0,0,0,1,0.5,0.5,0.0%,2022,16
80,Adam Prentice (NO),1,2,2,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,2022,13
