Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season
28,Antonio Gibson (WAS),149,546,3.7,20,1,3,46,58,353,7.7,2,0,15,142.9,9.5,77.4%,2022
29,Jeff Wilson Jr. (MIA),160,788,4.9,41,11,5,20,35,183,9.2,1,2,15,139.1,9.3,70.1%,2022
30,Tyler Allgeier (ATL),186,900,4.8,44,11,3,16,17,139,8.7,1,0,15,137.9,9.2,68.0%,2022
31,Cordarrelle Patterson (ATL),139,677,4.9,40,6,7,19,28,121,6.4,0,1,12,135.3,11.3,83.0%,2022
32,Jonathan Taylor (IND),192,861,4.5,66,8,4,28,40,143,5.1,0,3,11,132.4,12,80.5%,2022
33,Latavius Murray (DEN),156,657,4.2,52,7,5,26,34,117,4.5,0,0,13,122.4,9.4,76.1%,2022
34,D'Onta Foreman (CAR),191,846,4.4,60,11,5,5,9,26,5.2,0,0,15,121.7,8.1,80.2%,2022
35,Cam Akers (LAR),167,682,4.1,42,4,7,10,15,93,9.3,0,2,14,120.5,8.6,87.1%,2022
36,Samaje Perine (CIN),89,376,4.2,29,1,2,37,50,283,7.6,4,0,15,120.4,8,46.7%,2022
37,Isiah Pacheco (KC),162,766,4.7,28,2,4,13,14,130,10,0,2,16,116.1,7.3,86.3%,2022
38,Rachaad White (TB),125,466,3.7,35,3,1,50,58,290,5.8,2,3,16,112.6,7,73.2%,2022
39,Brian Robinson Jr. (WAS),205,797,3.9,24,2,2,9,12,60,6.7,1,0,12,108.2,9,76.7%,2022
40,Khalil Herbert (CHI),119,681,5.7,63,11,4,8,10,58,7.3,1,0,12,107.9,9,31.3%,2022
41,Breece Hall (NYJ),80,463,5.8,62,7,4,19,31,218,11.5,1,1,7,105.6,15.1,31.5%,2022
42,Kareem Hunt (CLE),119,455,3.8,24,2,3,32,40,195,6.1,1,0,16,105,6.6,71.2%,2022
43,Michael Carter (NYJ),111,398,3.6,25,3,3,39,51,287,7.4,0,1,15,104,6.9,70.3%,2022
44,James Cook (BUF),82,480,5.9,33,7,2,19,30,174,9.2,1,1,16,90.9,5.7,51.4%,2022
45,Clyde Edwards-Helaire (KC),71,302,4.3,52,5,3,17,23,151,8.9,3,0,10,89.8,9,38.1%,2022
46,James Robinson (NYJ),110,425,3.9,50,8,3,11,14,51,4.6,2,0,11,83.1,7.6,35.9%,2022
47,Kenyan Drake (BAL),93,422,4.5,40,9,3,15,21,70,4.7,1,0,11,80.7,7.3,22.0%,2022
48,J.K. Dobbins (BAL),92,520,5.7,44,7,2,7,8,42,6,1,0,8,77.7,9.7,83.2%,2022
49,Eno Benjamin (NO),75,310,4.1,45,3,2,25,34,193,7.7,0,0,12,76.8,6.4,10.5%,2022
50,Damien Harris (NE),93,414,4.5,30,3,3,16,19,93,5.8,0,0,10,76.7,7.7,50.3%,2022
51,Melvin Gordon III (KC),90,318,3.5,17,0,2,25,32,223,8.9,0,2,10,74.6,7.5,27.2%,2022
52,Chuba Hubbard (CAR),74,397,5.4,35,6,2,14,16,171,12.2,0,1,13,73.8,5.7,33.1%,2022
53,Jaylen Warren (PIT),71,343,4.8,31,3,1,25,29,207,8.3,0,0,15,73.5,4.9,10.6%,2022
54,Kenneth Gainwell (PHI),48,205,4.3,13,0,4,22,28,162,7.4,0,0,16,71.7,4.5,11.2%,2022
55,Dontrell Hilliard (TEN),22,145,6.6,30,3,0,21,26,177,8.4,4,0,12,66.7,5.6,6.3%,2022
56,Darrell Henderson Jr. (FA),70,283,4,23,1,3,17,22,102,6,0,0,10,65,6.5,22.3%,2022
57,Alexander Mattison (MIN),64,229,3.6,15,0,3,14,17,85,6.1,1,0,16,62.4,3.9,25.1%,2022
58,Chase Edmonds (DEN),59,200,3.4,28,2,2,16,24,157,9.8,1,0,12,61.7,5.1,24.1%,2022
59,JaMycal Hasty (JAC),43,189,4.4,61,4,2,21,26,121,5.8,1,0,13,59.5,4.6,4.2%,2022
60,Gus Edwards (BAL),83,417,5,37,4,3,0,2,0,0,0,1,8,57.7,7.2,34.8%,2022
61,Deon Jackson (IND),60,201,3.4,17,0,1,24,26,134,5.6,1,1,11,55.5,5,17.3%,2022
62,Joshua Kelley (LAC),64,269,4.2,22,1,2,13,21,95,7.3,0,0,11,54.9,5,6.7%,2022
63,Nyheim Hines (BUF),24,33,1.4,9,0,1,30,37,241,8,1,0,15,54.4,3.6,28.2%,2022
64,Rex Burkhead (HOU),26,80,3.1,9,0,0,36,49,203,5.6,1,0,14,52.3,3.7,9.1%,2022
65,Zonovan Knight (NYJ),73,278,3.8,48,3,1,13,14,100,7.7,0,0,6,50.3,8.4,64.7%,2022
66,Rashaad Penny (SEA),57,346,6.1,41,9,2,4,5,16,4,0,0,5,50.2,10,15.8%,2022
67,Caleb Huntley (ATL),76,366,4.8,30,3,1,2,2,3,1.5,0,0,12,43.9,3.7,4.3%,2022
68,Justin Jackson (DET),41,168,4.1,27,1,1,11,18,90,8.2,1,0,14,43.3,3.1,1.1%,2022
69,Matt Breida (NYG),50,192,3.8,18,0,1,13,17,106,8.2,0,0,16,42.3,2.6,3.3%,2022
70,J.D. McKissic (WAS),22,95,4.3,33,2,0,27,40,173,6.4,0,0,9,42.3,4.7,8.2%,2022
71,Mark Ingram II (NO),62,233,3.8,14,0,1,16,18,68,4.3,0,2,10,42.1,4.2,4.2%,2022
72,Kyle Juszczyk (SF),6,23,3.8,9,0,1,18,22,174,9.7,1,0,12,40.7,3.4,0.4%,2022
73,Ameer Abdullah (LV),4,20,5,7,0,0,24,30,201,8.4,1,0,15,40.1,2.7,2.7%,2022
74,Zack Moss (IND),75,342,4.6,43,3,0,8,10,32,4,0,1,12,39.4,3.3,46.2%,2022
75,Raheem Blackshear (CAR),22,76,3.5,16,0,3,10,12,93,9.3,0,1,12,37.9,3.2,0.6%,2022
76,DeeJay Dallas (SEA),33,157,4.8,17,0,0,16,18,129,8.1,0,0,14,35.6,2.5,4.0%,2022
77,Travis Homer (SEA),19,74,3.9,16,0,0,16,18,157,9.8,1,1,12,35.1,2.9,15.5%,2022
78,Marlon Mack (DEN),16,84,5.3,17,0,1,8,10,99,12.4,1,0,8,34.3,4.3,5.7%,2022
79,Javonte Williams (DEN),47,204,4.3,17,0,0,16,22,76,4.8,0,1,4,34,8.5,24.3%,2022
80,Ty Johnson (NYJ),25,148,5.9,32,3,1,10,21,75,7.5,0,0,11,33.3,3,2.7%,2022
81,Justice Hill (BAL),42,228,5.4,34,2,0,12,12,58,4.8,0,1,14,32.6,2.3,0.8%,2022
82,Dare Ogunbowale (HOU),31,90,2.9,9,0,1,15,20,99,6.6,0,0,14,32.4,2.3,2.7%,2022
83,Boston Scott (PHI),45,163,3.6,19,0,2,5,6,15,3,0,0,14,32.3,2.3,1.2%,2022
84,Alec Ingold (MIA),6,8,1.3,2,0,1,15,23,105,7,1,0,12,30.8,2.6,0.1%,2022
85,Malik Davis (DAL),33,142,4.3,23,2,1,6,7,63,10.5,0,0,5,29.5,5.9,1.4%,2022
86,Jordan Mason (SF),35,230,6.6,55,4,1,0,0,0,0,0,0,11,29,2.6,6.6%,2022
87,Craig Reynolds (DET),23,102,4.4,21,1,0,9,10,116,12.9,0,0,7,26.3,3.8,0.5%,2022
88,Kyren Williams (LAR),35,139,4,17,0,0,9,12,76,8.4,0,0,8,26,3.3,19.7%,2022
89,Elijah Mitchell (SF),40,224,5.6,19,0,0,3,4,7,2.3,0,0,4,24.6,6.2,29.5%,2022
90,Avery Williams (ATL),18,97,5.4,21,1,1,13,14,61,4.7,0,1,16,24.3,1.5,0.6%,2022
91,Mike Boone (DEN),24,102,4.3,18,0,0,9,15,96,10.7,0,0,8,24.3,3,4.0%,2022
92,Brandon Bolden (LV),17,66,3.9,12,0,0,10,10,62,6.2,1,0,11,23.8,2.2,0.2%,2022
93,Pierre Strong Jr. (NE),10,100,10,44,3,1,7,7,42,6,0,0,10,23.7,2.4,4.5%,2022
94,Tevin Coleman (SF),12,26,2.2,14,0,1,3,3,44,14.7,1,0,3,20.5,6.8,0.2%,2022
95,Sony Michel (FA),36,106,2.9,12,0,0,9,13,53,5.9,0,0,10,20.4,2,2.1%,2022
96,Malcolm Brown (LAR),18,81,4.5,23,1,1,5,6,37,7.4,0,0,7,20.3,2.9,0.1%,2022
97,Gary Brightwell (NYG),20,81,4.1,15,0,1,4,5,36,9,0,0,14,19.7,1.4,0.6%,2022
98,C.J. Ham (MIN),4,7,1.8,3,0,2,6,8,39,6.5,0,0,10,19.6,2,0.1%,2022
99,Darrel Williams (ARI),21,102,4.9,30,2,1,4,8,9,2.3,0,0,5,19.1,3.8,1.5%,2022
100,Reggie Gilliam (BUF),0,0,0,0,0,0,9,11,76,8.4,1,0,7,18.1,2.6,0.1%,2022
101,Hassan Haskins (TEN),23,90,3.9,12,0,0,9,10,44,4.9,0,0,13,17.9,1.4,14.3%,2022
102,Benny Snell Jr. (PIT),20,90,4.5,16,0,1,2,2,17,8.5,0,0,8,17.7,2.2,1.3%,2022
103,Jonathan Williams (WAS),23,120,5.2,23,1,0,5,8,31,6.2,0,0,8,17.6,2.2,5.0%,2022
104,Zander Horvath (LAC),4,8,2,3,0,0,5,8,8,1.6,2,0,8,16.1,2,0.0%,2022
105,Royce Freeman (HOU),34,102,3,11,0,0,5,7,31,6.2,0,0,4,15.8,4,1.5%,2022
106,Keaontay Ingram (ARI),24,55,2.3,13,0,1,2,2,23,11.5,0,0,10,14.8,1.5,1.2%,2022
107,Patrick Ricard (BAL),7,16,2.3,5,0,0,11,13,74,6.7,0,0,13,14.5,1.1,0.1%,2022
108,Salvon Ahmed (MIA),11,57,5.2,11,0,1,1,1,8,8,0,0,6,13,2.2,0.1%,2022
109,Phillip Lindsay (FA),15,49,3.3,15,0,0,6,8,19,3.2,0,0,3,11.8,3.9,0.3%,2022
110,Jordan Wilkins (FA),13,58,4.5,9,0,0,6,8,29,4.8,0,0,4,11.7,2.9,0.1%,2022
111,Derek Watt (PIT),8,20,2.5,4,0,0,5,5,11,2.2,1,0,11,11.6,1.1,0.1%,2022
112,Chris Evans (CIN),0,0,0,0,0,0,3,4,38,12.7,1,0,10,11.3,1.1,0.5%,2022
113,Kevin Harris (NE),18,52,2.9,14,0,1,0,0,0,0,0,0,5,11.2,2.2,1.0%,2022
114,Snoop Conner (JAC),12,42,3.5,8,0,1,0,0,0,0,0,0,5,10.2,2,0.1%,2022
115,Darrynton Evans (CHI),14,64,4.6,21,1,0,1,1,33,33,0,0,3,10.2,3.4,0.2%,2022
116,Ty Montgomery (NE),2,-2,-1,0,0,0,3,4,15,5,1,0,1,8.8,8.8,0.5%,2022
117,Tony Jones Jr. (SEA),10,24,2.4,7,0,0,5,8,30,6,0,0,3,7.9,2.6,6.4%,2022
118,Ronnie Rivers (LAR),9,21,2.3,5,0,0,5,5,29,5.8,0,0,2,7.5,3.8,0.4%,2022
119,Myles Gaskin (MIA),10,26,2.6,10,0,0,4,6,28,7,0,0,2,7.4,3.7,0.3%,2022
120,Tyrion Davis-Price (SF),26,72,2.8,20,1,0,0,2,0,0,0,0,4,7.2,1.8,0.9%,2022
121,Kene Nwangwu (MIN),4,1,0.3,4,0,0,1,1,5,5,0,0,13,7.1,0.5,0.2%,2022
122,Corey Clement (ARI),7,32,4.6,12,0,0,2,3,29,14.5,0,0,4,7.1,1.8,0.2%,2022
123,Trayveon Williams (CIN),6,30,5,16,0,0,2,3,30,15,0,0,8,7,0.9,0.1%,2022
124,Isaiah Spiller (LAC),18,41,2.3,11,0,0,3,3,13,4.3,0,0,5,6.9,1.4,2.5%,2022
125,Julius Chestnut (TEN),9,12,1.3,5,0,0,3,3,41,13.7,0,0,5,6.8,1.4,0.6%,2022
126,Zamir White (LV),16,66,4.1,22,1,0,0,0,0,0,0,0,10,6.6,0.7,2.5%,2022
127,Spencer Brown (CAR),9,43,4.8,7,0,0,2,4,10,5,0,0,2,6.3,3.2,0.0%,2022
128,Patrick Taylor Jr. (GB),10,31,3.1,6,0,0,1,1,17,17,0,0,7,5.3,0.8,0.0%,2022
129,Trestan Ebner (CHI),24,54,2.3,11,0,0,2,6,8,4,0,1,10,5.2,0.5,0.5%,2022
130,Ronald Jones II (KC),7,25,3.6,6,0,0,1,1,22,22,0,0,4,5.2,1.3,2.5%,2022
131,Anthony McFarland Jr. (PIT),6,30,5,14,0,0,2,2,11,5.5,0,0,1,5.1,5.1,0.0%,2022
132,Dwayne Washington (NO),11,38,3.5,8,0,0,1,1,7,7,0,0,7,5,0.7,0.1%,2022
133,Ke'Shawn Vaughn (TB),9,27,3,6,0,0,1,2,11,11,0,0,8,4.3,0.5,0.5%,2022
134,D'Ernest Johnson (CLE),4,17,4.3,7,0,0,3,3,7,2.3,0,0,10,3.9,0.4,0.7%,2022
135,Jonathan Ward (TEN),4,26,6.5,12,0,0,1,1,4,4,0,0,3,3.5,1.2,0.0%,2022
136,Larry Rountree III (LAC),10,15,1.5,5,0,0,1,1,13,13,0,0,2,3.3,1.7,0.0%,2022
137,David Johnson (NO),12,24,2,5,0,0,2,2,19,9.5,0,1,3,3.3,1.1,0.1%,2022
138,Adam Prentice (NO),4,9,2.3,3,0,0,3,3,9,3,0,0,6,3.3,0.6,0.0%,2022
139,Mike Davis (FA),8,18,2.3,10,0,0,2,2,4,2,0,0,5,3.2,0.6,1.0%,2022
140,Michael Burton (KC),5,7,1.4,6,0,0,2,3,11,5.5,0,0,12,2.8,0.2,0.0%,2022
141,Jakob Johnson (LV),0,0,0,0,0,0,4,5,7,1.8,0,0,10,2.7,0.3,0.0%,2022
142,J.J. Taylor (NE),10,9,0.9,5,0,0,1,1,8,8,0,0,1,2.2,2.2,0.1%,2022
143,Trey Sermon (PHI),2,19,9.5,14,0,0,0,0,0,0,0,0,1,1.9,1.9,0.1%,2022
144,Keith Smith (ATL),1,2,2,2,0,0,1,2,8,8,0,0,9,1.5,0.2,0.0%,2022
145,Demetric Felton Jr. (CLE),1,-4,-4,0,0,0,2,4,8,4,0,0,6,1.4,0.2,0.0%,2022
146,Godwin Igwebuike (SEA),3,4,1.3,4,0,0,1,1,3,3,0,0,4,1.2,0.3,0.0%,2022
147,Jerome Ford (CLE),8,12,1.5,9,0,0,0,0,0,0,0,0,12,1.2,0.1,0.1%,2022
148,Devine Ozigbo (FA),3,4,1.3,4,0,0,1,1,3,3,0,0,3,1.2,0.4,0.0%,2022
149,Kylin Hill (FA),1,7,7,7,0,0,0,0,0,0,0,0,1,0.7,0.7,0.0%,2022
150,Duke Johnson Jr. (BUF),2,4,2,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%,2022
151,Damien Williams (FA),2,2,1,2,0,0,0,0,0,0,0,0,1,0.2,0.2,1.0%,2022
152,Jordan Howard (FA),1,1,1,1,0,0,0,0,0,0,0,0,1,0.1,0.1,0.0%,2022
155,Jermar Jefferson (DET),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
157,Jaret Patterson (WAS),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
158,Sandro Platzgummer (NYG),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
159,Ty Chandler (MIN),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2022
162,Qadree Ollison (DAL),0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2022
167,Cullen Gillaspia (SEA),0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0%,2022
169,Rico Dowdle (DAL),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.1%,2022
170,Giovanni Ricci (CAR),0,0,0,0,0,0,8,9,100,12.5,0,0,10,0,0,0.0%,2022
172,Khari Blasingame (CHI),0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0.0%,2022
174,Andrew Beck (DEN),2,0,0,1,0,0,5,9,69,13.8,0,0,8,0,0,0.0%,2022
176,La'Mical Perine (MIA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
179,Jake Funk (IND),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2022
181,Ben Mason (BAL),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
183,Connor Heyward (PIT),1,21,21,21,1,0,9,13,106,11.8,1,0,14,0,0,0.1%,2022
184,Jake Tonges (CHI),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0%,2022
186,John Lovett (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
187,Brittain Brown (LV),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
190,Troy Hairston II (HOU),0,0,0,0,0,0,5,7,19,3.8,0,0,11,0,0,1.0%,2022
194,Bryant Koback (MIN),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
197,Jashaun Corbin (NYG),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
200,Taiwan Jones (BUF),0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0%,2022
201,Nick Bellore (SEA),0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.1%,2022
204,Giovani Bernard (TB),1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.2%,2022
212,J.P. Holtz (NO),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
213,Brandin Bryant (BUF),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
217,Trenton Cannon (TEN),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
218,Jason Cabinda (DET),1,4,4,4,0,0,1,4,5,5,0,0,7,0,0,0.0%,2022
224,Kenjon Barner (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
