Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Christian McCaffrey (SF),17,66,3.9,30,2,0,8,10,80,10,1,0,1,24.6,24.6,100.0%,2022,13
2,Tony Pollard (DAL),12,91,7.6,30,3,2,2,3,15,7.5,0,0,1,23.6,23.6,94.9%,2022,13
3,Josh Jacobs (LV),26,144,5.5,20,1,1,2,2,6,3,0,1,1,20,20,99.4%,2022,13
4,AJ Dillon (GB),18,93,5.2,21,1,1,3,3,26,8.7,0,0,1,19.4,19.4,84.3%,2022,13
5,D'Andre Swift (DET),14,62,4.4,10,0,1,4,6,49,12.3,0,0,1,19.1,19.1,97.7%,2022,13
6,Cam Akers (LAR),17,60,3.5,13,0,2,1,1,0,0,0,0,1,18.5,18.5,87.1%,2022,13
7,Samaje Perine (CIN),21,106,5,10,0,0,6,7,49,8.2,0,0,1,18.5,18.5,46.7%,2022,13
8,Ezekiel Elliott (DAL),17,77,4.5,22,1,1,3,3,14,4.7,0,0,1,16.6,16.6,97.4%,2022,13
9,Saquon Barkley (NYG),18,63,3.5,21,1,1,5,5,18,3.6,0,0,1,16.6,16.6,99.7%,2022,13
10,Dalvin Cook (MIN),20,86,4.3,21,1,1,2,3,-3,-1.5,0,0,1,15.3,15.3,99.9%,2022,13
11,Isiah Pacheco (KC),14,66,4.7,16,0,1,2,2,16,8,0,0,1,15.2,15.2,86.3%,2022,13
12,David Montgomery (CHI),14,61,4.4,9,0,1,4,5,6,1.5,0,0,1,14.7,14.7,95.9%,2022,13
13,Zonovan Knight (NYJ),15,90,6,48,3,0,5,5,28,5.6,0,0,1,14.3,14.3,64.7%,2022,13
14,Rachaad White (TB),9,28,3.1,6,0,0,6,8,41,6.8,1,1,1,13.9,13.9,73.2%,2022,13
15,James Cook (BUF),14,64,4.6,28,1,0,6,6,41,6.8,0,0,1,13.5,13.5,51.4%,2022,13
16,Jerick McKinnon (KC),8,51,6.4,14,0,0,2,2,9,4.5,1,0,1,13,13,86.0%,2022,13
17,Brian Robinson Jr. (WAS),21,96,4.6,16,0,0,2,2,15,7.5,0,0,1,12.1,12.1,76.7%,2022,13
18,Jonathan Taylor (IND),21,82,3.9,19,0,0,3,4,21,7,0,0,1,11.8,11.8,80.5%,2022,13
19,Leonard Fournette (TB),10,49,4.9,10,0,0,6,7,32,5.3,0,0,1,11.1,11.1,97.5%,2022,13
20,Devin Singletary (BUF),13,51,3.9,11,0,1,0,2,0,0,0,0,1,11.1,11.1,91.5%,2022,13
21,Dameon Pierce (HOU),18,73,4.1,11,0,0,3,3,22,7.3,0,0,1,11,11,65.5%,2022,13
22,Rhamondre Stevenson (NE),10,54,5.4,16,0,0,6,8,24,4,0,0,1,10.8,10.8,97.5%,2022,13
23,Miles Sanders (PHI),10,24,2.4,5,0,1,2,2,14,7,0,0,1,10.8,10.8,96.7%,2022,13
24,Austin Ekeler (LAC),10,35,3.5,8,0,0,5,6,67,13.4,0,1,1,10.7,10.7,100.0%,2022,13
25,Najee Harris (PIT),17,86,5.1,14,0,0,1,1,6,6,0,0,1,9.7,9.7,97.8%,2022,13
26,Jamaal Williams (DET),11,35,3.2,12,0,1,0,0,0,0,0,0,1,9.5,9.5,88.5%,2022,13
27,Malik Davis (DAL),3,29,9.7,23,1,1,0,0,0,0,0,0,1,8.9,8.9,1.4%,2022,13
28,Alexander Mattison (MIN),3,14,4.7,14,0,1,2,2,4,2,0,0,1,8.8,8.8,25.1%,2022,13
29,Kyle Juszczyk (SF),1,0,0,0,0,0,3,3,12,4,1,0,1,8.7,8.7,0.4%,2022,13
30,Kareem Hunt (CLE),9,56,6.2,15,0,0,2,3,18,9,0,0,1,8.4,8.4,71.2%,2022,13
31,Latavius Murray (DEN),17,47,2.8,7,0,0,4,4,14,3.5,0,0,1,8.1,8.1,76.1%,2022,13
32,Nick Chubb (CLE),17,80,4.7,21,1,0,0,1,0,0,0,0,1,8,8,99.9%,2022,13
33,Aaron Jones (GB),9,26,2.9,11,0,0,5,5,24,4.8,0,0,1,7.5,7.5,99.2%,2022,13
34,Mark Ingram II (NO),7,27,3.9,7,0,0,5,5,22,4.4,0,0,1,7.4,7.4,4.2%,2022,13
35,Chris Evans (CIN),0,0,0,0,0,0,1,1,8,8,1,0,1,7.3,7.3,0.5%,2022,13
36,Ty Johnson (NYJ),1,3,3,3,0,0,6,7,38,6.3,0,0,1,7.1,7.1,2.7%,2022,13
37,Antonio Gibson (WAS),9,39,4.3,7,0,0,2,4,20,10,0,0,1,6.9,6.9,77.4%,2022,13
38,Kenneth Gainwell (PHI),3,15,5,13,0,0,3,4,38,12.7,0,0,1,6.8,6.8,11.2%,2022,13
39,Travis Etienne Jr. (JAC),13,54,4.2,13,0,0,3,3,12,4,0,1,1,6.1,6.1,98.8%,2022,13
40,Cordarrelle Patterson (ATL),11,60,5.5,22,1,0,0,0,0,0,0,0,1,6,6,83.0%,2022,13
41,Kenyan Drake (BAL),7,29,4.1,12,0,0,2,3,17,8.5,0,0,1,5.6,5.6,22.0%,2022,13
42,Tyler Allgeier (ATL),10,52,5.2,20,1,0,0,0,0,0,0,0,1,5.2,5.2,68.0%,2022,13
43,Jordan Mason (SF),8,51,6.4,19,0,0,0,0,0,0,0,0,1,5.1,5.1,6.6%,2022,13
44,Derrick Henry (TEN),11,30,2.7,6,0,0,2,3,8,4,0,0,1,4.8,4.8,98.4%,2022,13
45,Alvin Kamara (NO),12,26,2.2,5,0,0,2,3,11,5.5,0,0,1,4.7,4.7,99.3%,2022,13
46,Tony Jones Jr. (SEA),7,14,2,7,0,0,2,4,18,9,0,0,1,4.2,4.2,6.4%,2022,13
47,Benny Snell Jr. (PIT),6,24,4,6,0,0,1,1,11,11,0,0,1,4,4,1.3%,2022,13
48,Justin Jackson (DET),1,4,4,4,0,0,3,5,19,6.3,0,0,1,3.8,3.8,1.1%,2022,13
49,DeeJay Dallas (SEA),10,37,3.7,7,0,0,0,1,0,0,0,0,1,3.7,3.7,4.0%,2022,13
50,Kenneth Walker III (SEA),3,36,12,30,2,0,0,1,0,0,0,0,1,3.6,3.6,96.4%,2022,13
51,Mike Boone (DEN),6,18,3,10,0,0,1,1,8,8,0,0,1,3.1,3.1,4.0%,2022,13
52,Dare Ogunbowale (HOU),2,8,4,6,0,0,2,3,13,6.5,0,0,1,3.1,3.1,2.7%,2022,13
53,Raheem Mostert (MIA),7,30,4.3,8,0,0,0,0,0,0,0,0,1,3,3,81.6%,2022,13
54,Alec Ingold (MIA),0,0,0,0,0,0,3,4,15,5,0,0,1,3,3,0.1%,2022,13
55,Joshua Kelley (LAC),7,30,4.3,7,0,0,0,1,0,0,0,0,1,3,3,6.7%,2022,13
56,Jaylen Warren (PIT),1,5,5,5,0,0,2,2,14,7,0,0,1,2.9,2.9,10.6%,2022,13
57,Dontrell Hilliard (TEN),1,2,2,2,0,0,2,2,14,7,0,0,1,2.6,2.6,6.3%,2022,13
58,Boston Scott (PHI),6,16,2.7,5,0,0,1,1,5,5,0,0,1,2.6,2.6,1.2%,2022,13
59,Nyheim Hines (BUF),2,-3,-1.5,0,0,0,1,2,21,21,0,0,1,2.3,2.3,28.2%,2022,13
60,Darrynton Evans (CHI),3,21,7,21,1,0,0,0,0,0,0,0,1,2.1,2.1,0.2%,2022,13
61,Zack Moss (IND),3,18,6,9,0,0,0,0,0,0,0,0,1,1.8,1.8,46.2%,2022,13
62,Caleb Huntley (ATL),4,17,4.3,6,0,0,0,0,0,0,0,0,1,1.7,1.7,4.3%,2022,13
63,Justice Hill (BAL),1,2,2,2,0,0,2,2,4,2,0,0,1,1.6,1.6,0.8%,2022,13
64,Marlon Mack (DEN),2,3,1.5,4,0,0,1,1,6,6,0,0,1,1.4,1.4,5.7%,2022,13
65,Julius Chestnut (TEN),5,13,2.6,5,0,0,0,0,0,0,0,0,1,1.3,1.3,0.6%,2022,13
66,Gus Edwards (BAL),6,12,2,4,0,0,0,0,0,0,0,0,1,1.2,1.2,34.8%,2022,13
67,Derek Watt (PIT),1,4,4,4,0,0,1,1,3,3,0,0,1,1.2,1.2,0.1%,2022,13
68,James Robinson (NYJ),4,10,2.5,4,0,0,0,0,0,0,0,0,1,1,1,35.9%,2022,13
69,Kyren Williams (LAR),3,9,3,4,0,0,0,1,0,0,0,0,1,0.9,0.9,19.7%,2022,13
70,Matt Breida (NYG),0,0,0,0,0,0,1,1,4,4,0,0,1,0.9,0.9,3.3%,2022,13
71,Patrick Taylor Jr. (GB),1,6,6,6,0,0,0,0,0,0,0,0,1,0.6,0.6,0.0%,2022,13
72,Deon Jackson (IND),2,6,3,5,0,0,0,1,0,0,0,0,1,0.6,0.6,17.3%,2022,13
73,Snoop Conner (JAC),1,6,6,6,0,0,0,0,0,0,0,0,1,0.6,0.6,0.1%,2022,13
74,Zamir White (LV),2,6,3,3,0,0,0,0,0,0,0,0,1,0.6,0.6,2.5%,2022,13
75,Patrick Ricard (BAL),0,0,0,0,0,0,1,1,0,0,0,0,1,0.5,0.5,0.1%,2022,13
76,Ameer Abdullah (LV),1,4,4,4,0,0,0,1,0,0,0,0,1,0.4,0.4,2.7%,2022,13
77,Jeff Wilson Jr. (MIA),1,3,3,3,0,0,0,2,0,0,0,0,1,0.3,0.3,70.1%,2022,13
78,Trayveon Williams (CIN),1,3,3,3,0,0,0,0,0,0,0,0,1,0.3,0.3,0.1%,2022,13
79,Jerome Ford (CLE),3,3,1,4,0,0,0,0,0,0,0,0,1,0.3,0.3,0.1%,2022,13
80,Adam Prentice (NO),1,2,2,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,2022,13
81,Jonathan Williams (WAS),1,1,1,1,0,0,0,0,0,0,0,0,1,0.1,0.1,5.0%,2022,13
84,Demetric Felton Jr. (CLE),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0%,2022,13
132,Gary Brightwell (NYG),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6%,2022,13
134,Avery Williams (ATL),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6%,2022,13
141,Connor Heyward (PIT),0,0,0,0,0,0,1,1,17,17,1,0,1,0,0,0.1%,2022,13
147,Troy Hairston II (HOU),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0%,2022,13
148,Trestan Ebner (CHI),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5%,2022,13
156,Bryant Koback (MIN),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,13
184,C.J. Ham (MIN),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2022,13
190,Jason Cabinda (DET),1,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,13
208,Michael Burton (KC),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,13
210,Keith Smith (ATL),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,13
214,Kevin Harris (NE),1,-1,-1,0,0,0,0,0,0,0,0,0,1,-0.1,-0.1,1.0%,2022,13
