Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Travis Kelce (KC),7,9,99,14.1,21,1,2,0,0,0,0,1,28.9,28.9,99.9%,2018,9
2,Jeff Heuerman (FA),10,11,83,8.3,14,0,1,0,0,0,0,1,24.3,24.3,0.0%,2018,9
3,O.J. Howard (BUF),4,6,53,13.3,31,1,2,0,0,0,0,1,21.3,21.3,3.6%,2018,9
4,George Kittle (SF),4,4,108,27,71,1,1,0,0,0,0,1,20.8,20.8,99.3%,2018,9
5,Greg Olsen (FA),6,6,76,12.7,23,2,1,0,0,0,0,1,19.6,19.6,7.0%,2018,9
6,Nick Vannett (NO),6,8,52,8.7,11,0,1,0,0,0,0,1,17.2,17.2,0.1%,2018,9
7,Jimmy Graham (FA),4,6,55,13.8,19,0,1,0,0,0,0,1,15.5,15.5,0.6%,2018,9
8,Benjamin Watson (FA),3,4,62,20.7,32,1,1,0,0,0,0,1,15.2,15.2,2.8%,2018,9
9,Jonnu Smith (NE),2,2,33,16.5,26,1,1,0,0,0,0,1,11.3,11.3,1.7%,2018,9
10,Vernon Davis (FA),5,7,62,12.4,20,1,0,0,0,0,0,1,11.2,11.2,1.6%,2018,9
11,Logan Thomas (WAS),7,8,40,5.7,9,0,0,0,0,0,0,1,11,11,63.2%,2018,9
12,Trey Burton (FA),2,3,28,14,26,1,1,0,0,0,0,1,10.8,10.8,0.0%,2018,9
13,Chris Herndon IV (FA),4,4,62,15.5,28,2,0,0,0,0,0,1,10.2,10.2,0.0%,2018,9
14,Gerald Everett (LAC),3,5,48,16,20,1,0,0,0,0,0,1,9.8,9.8,21.9%,2018,9
15,David Njoku (CLE),4,5,53,13.3,19,0,0,0,0,0,0,1,9.3,9.3,52.7%,2018,9
16,Mark Andrews (BAL),3,6,50,16.7,21,2,0,0,0,0,0,1,8,8,99.8%,2018,9
17,Jordan Thomas (DET),1,1,7,7,7,0,1,0,0,0,0,1,7.7,7.7,0.0%,2018,9
18,Jordan Reed (FA),4,6,34,8.5,12,0,0,0,0,0,0,1,7.4,7.4,19.0%,2018,9
19,Jesse James (FA),2,3,53,26.5,51,1,0,0,0,0,0,1,7.3,7.3,0.0%,2018,9
20,Austin Hooper (TEN),3,3,41,13.7,23,2,0,0,0,0,0,1,7.1,7.1,11.1%,2018,9
21,Tyler Higbee (LAR),2,4,40,20,33,1,0,0,0,0,0,1,6,6,61.6%,2018,9
22,Vance McDonald (FA),3,6,25,8.3,13,0,0,0,0,0,0,1,5.5,5.5,0.0%,2018,9
23,Matt LaCosse (FA),1,1,44,44,44,1,0,0,0,0,0,1,5.4,5.4,0.0%,2018,9
24,Virgil Green (FA),2,3,28,14,22,1,0,0,0,0,0,1,4.8,4.8,0.0%,2018,9
25,Kyle Rudolph (FA),2,2,28,14,24,1,0,0,0,0,0,1,4.8,4.8,0.1%,2018,9
26,Jason Croom (FA),3,5,36,12,26,1,0,0,0,0,1,1,4.6,4.6,0.0%,2018,9
27,Cameron Brate (TB),3,3,15,5,9,0,0,0,0,0,0,1,4.5,4.5,1.9%,2018,9
28,Jared Cook (FA),2,2,20,10,11,0,0,0,0,0,0,1,4,4,0.9%,2018,9
