Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
18,A.J. Derby (FA),1,2,19,19,19,0,1,0,0,0,0,1,8.9,8.9,0.0%,2018,2
42,A.J. Derby (FA),1,1,16,16,16,0,0,0,0,0,0,1,2.6,2.6,0.0%,2018,3
40,A.J. Derby (FA),1,2,13,13,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,2018,10
284,A.J. Derby (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,1
12,Adam Shaheen (MIA),2,2,5,2.5,3,0,1,0,0,0,0,1,8.5,8.5,0.1%,2018,13
20,Adam Shaheen (MIA),2,2,39,19.5,23,1,0,0,0,0,0,1,5.9,5.9,0.1%,2018,15
38,Adam Shaheen (MIA),0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.1%,2018,11
50,Adam Shaheen (MIA),1,2,4,4,4,0,0,0,0,0,0,1,1.4,1.4,0.1%,2018,16
249,Adam Shaheen (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,14
253,Adam Shaheen (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,17
41,Alan Cross (FA),1,2,6,6,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,2018,7
50,Alan Cross (FA),1,1,3,3,3,0,0,0,0,0,0,1,1.3,1.3,0.0%,2018,13
238,Alan Cross (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,1
239,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
239,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,3
236,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,4
234,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,6
241,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,8
247,Alan Cross (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,9
243,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,10
226,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,11
231,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,12
232,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,14
237,Alan Cross (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,15
234,Alex Ellis (ARI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,1
236,Alex Ellis (ARI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,2
245,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,1
27,Anthony Firkser (ATL),3,3,27,9,16,0,0,0,0,0,0,1,5.7,5.7,0.7%,2018,14
29,Anthony Firkser (ATL),2,3,16,8,12,0,0,0,0,0,0,1,3.6,3.6,0.7%,2018,16
41,Anthony Firkser (ATL),1,1,8,8,8,0,0,0,0,0,0,1,1.8,1.8,0.7%,2018,17
264,Anthony Firkser (ATL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2018,2
248,Anthony Firkser (ATL),2,2,25,12.5,18,0,0,0,0,0,0,1,0,0,0.7%,2018,6
246,Anthony Firkser (ATL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2018,7
242,Anthony Firkser (ATL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2018,9
250,Anthony Firkser (ATL),1,1,11,11,11,0,0,0,0,0,0,1,0,0,0.7%,2018,10
238,Anthony Firkser (ATL),3,3,44,14.7,28,1,0,0,0,0,0,1,0,0,0.7%,2018,11
244,Anthony Firkser (ATL),4,4,52,13,20,1,0,0,0,0,0,1,0,0,0.7%,2018,12
250,Anthony Firkser (ATL),3,3,42,14,25,1,1,0,0,0,0,1,0,0,0.7%,2018,13
252,Anthony Firkser (ATL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2018,15
4,Antonio Gates (FA),5,7,80,16,27,2,1,0,0,0,0,1,19,19,0.2%,2018,11
13,Antonio Gates (FA),2,4,27,13.5,22,1,1,0,0,0,0,1,10.7,10.7,0.2%,2018,4
8,Antonio Gates (FA),4,5,54,13.5,22,1,0,0,0,0,0,1,9.4,9.4,0.2%,2018,15
25,Antonio Gates (FA),3,5,45,15,27,1,0,0,0,0,0,1,7.5,7.5,0.2%,2018,3
20,Antonio Gates (FA),2,3,16,8,9,0,0,0,0,0,0,1,5.6,5.6,0.2%,2018,1
29,Antonio Gates (FA),2,2,19,9.5,16,0,0,0,0,0,0,1,3.9,3.9,0.2%,2018,5
33,Antonio Gates (FA),2,2,19,9.5,10,0,0,0,0,0,0,1,3.9,3.9,0.2%,2018,14
28,Antonio Gates (FA),2,3,11,5.5,7,0,0,0,0,0,0,1,3.1,3.1,0.2%,2018,7
33,Antonio Gates (FA),3,5,21,7,11,0,0,0,0,0,1,1,3.1,3.1,0.2%,2018,16
33,Antonio Gates (FA),1,2,18,18,18,0,0,0,0,0,0,1,2.8,2.8,0.2%,2018,10
41,Antonio Gates (FA),1,1,18,18,18,0,0,0,0,0,0,1,2.8,2.8,0.2%,2018,12
36,Antonio Gates (FA),0,1,0,0,0,0,0,0,0,0,0,1,2,2,0.2%,2018,13
47,Antonio Gates (FA),1,2,5,5,5,0,0,0,0,0,0,1,1.5,1.5,0.2%,2018,6
228,Antonio Gates (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.2%,2018,2
215,Antonio Gates (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2%,2018,9
218,Antonio Gates (FA),0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.2%,2018,17
23,Antony Auclair (HOU),3,3,15,5,6,0,0,0,0,0,0,1,4.5,4.5,0.1%,2018,7
41,Antony Auclair (HOU),1,1,12,12,12,0,0,0,0,0,0,1,2.2,2.2,0.1%,2018,14
46,Antony Auclair (HOU),1,1,8,8,8,0,0,0,0,0,0,1,1.8,1.8,0.1%,2018,4
45,Antony Auclair (HOU),1,1,8,8,8,0,0,0,0,0,0,1,1.8,1.8,0.1%,2018,12
46,Antony Auclair (HOU),1,1,5,5,5,0,0,0,0,0,0,1,1.5,1.5,0.1%,2018,6
259,Antony Auclair (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,1
263,Antony Auclair (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,2
262,Antony Auclair (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,3
257,Antony Auclair (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,8
253,Antony Auclair (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,9
256,Antony Auclair (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,10
248,Antony Auclair (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,11
259,Antony Auclair (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,13
261,Antony Auclair (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018,15
