Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Stephen Gostkowski (FA),6,6,100,55,0,0,3,0,3,1,1,1,25,25,0.1%,2020,3
2,Mason Crosby (GB),3,3,100,52,0,0,1,1,1,4,4,1,16,16,23.3%,2020,3
3,Joey Slye (WAS),5,5,100,31,0,3,2,0,0,0,1,1,15,15,0.6%,2020,3
4,Jake Elliott (PHI),3,3,100,54,0,1,0,1,1,2,2,1,14,14,14.1%,2020,3
5,Matt Prater (ARI),4,4,100,39,0,1,3,0,0,2,2,1,14,14,53.5%,2020,3
6,Robbie Gould (SF),3,4,75,52,0,1,1,0,1,3,3,1,14,14,32.9%,2020,3
7,Wil Lutz (NO),3,3,100,45,0,0,2,1,0,3,3,1,13,13,4.0%,2020,3
8,Graham Gano (NYG),3,3,100,52,0,0,0,2,1,0,0,1,13,13,34.0%,2020,3
9,Nick Folk (NE),3,3,100,33,0,1,2,0,0,3,4,1,12,12,66.2%,2020,3
10,Rodrigo Blankenship (IND),2,3,66.7,42,0,0,0,2,0,4,4,1,12,12,7.5%,2020,3
11,Randy Bullock (TEN),3,3,100,48,0,1,1,1,0,2,2,1,12,12,2.0%,2020,3
12,Cody Parkey (FA),2,2,100,42,0,0,1,1,0,4,4,1,11,11,0.1%,2020,3
13,Greg Zuerlein (NYJ),2,2,100,43,0,0,0,2,0,1,3,1,9,9,17.8%,2020,3
14,Ryan Succop (TB),2,2,100,43,0,0,1,1,0,2,3,1,9,9,16.1%,2020,3
15,Justin Tucker (BAL),2,2,100,42,0,1,0,1,0,2,2,1,9,9,99.5%,2020,3
16,Daniel Carlson (LV),2,3,66.7,29,0,2,0,0,0,2,2,1,8,8,89.9%,2020,3
17,Younghoe Koo (ATL),2,3,66.7,36,0,1,1,0,0,2,3,1,8,8,42.3%,2020,3
18,Chris Boswell (PIT),2,2,100,33,0,1,1,0,0,2,2,1,8,8,10.7%,2020,3
19,Dan Bailey (FA),1,2,50,41,0,0,0,1,0,3,3,1,7,7,0.0%,2020,3
20,Zane Gonzalez (CAR),1,1,100,54,0,0,0,0,1,2,3,1,7,7,0.5%,2020,3
21,Jason Sanders (MIA),1,1,100,30,0,0,1,0,0,4,4,1,7,7,9.0%,2020,3
22,Sam Sloman (PIT),1,2,50,30,0,0,1,0,0,3,3,1,6,6,0.0%,2020,3
23,Brandon McManus (DEN),1,1,100,56,0,0,0,0,1,1,1,1,6,6,49.4%,2020,3
24,Cairo Santos (CHI),1,2,50,35,0,0,1,0,0,3,3,1,6,6,0.7%,2020,3
25,Tyler Bass (BUF),0,0,0,0,0,0,0,0,0,5,5,1,5,5,83.0%,2020,3
26,Michael Badgley (FA),1,1,100,41,0,0,0,1,0,1,1,1,5,5,15.6%,2020,3
27,Harrison Butker (KC),0,1,0,0,0,0,0,0,0,4,5,1,4,4,81.3%,2020,3
28,Jason Myers (SEA),0,0,0,0,0,0,0,0,0,4,4,1,4,4,3.6%,2020,3
29,Ka'imi Fairbairn (HOU),0,0,0,0,0,0,0,0,0,3,3,1,3,3,0.3%,2020,3
30,Dustin Hopkins (LAC),0,0,0,0,0,0,0,0,0,2,3,1,2,2,3.2%,2020,3
31,Sam Ficken (FA),0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.1%,2020,3
32,Brandon Wright (FA),0,0,0,0,0,0,0,0,0,1,2,1,1,1,0.0%,2020,3
54,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,3
