Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Cairo Santos (CHI),4,4,100,48,0,0,1,3,0,3,3,1,18,18,0.7%,2020,15
2,Nick Folk (NE),4,4,100,45,0,0,1,3,0,0,0,1,15,15,66.2%,2020,15
3,Greg Zuerlein (NYJ),2,3,66.7,48,0,0,0,2,0,5,5,1,13,13,17.8%,2020,15
4,Tyler Bass (BUF),2,2,100,27,0,2,0,0,0,6,6,1,12,12,83.0%,2020,15
5,Sam Ficken (FA),3,3,100,39,0,2,1,0,0,2,2,1,11,11,0.1%,2020,15
6,Rodrigo Blankenship (IND),2,2,100,53,0,0,1,0,1,3,3,1,11,11,7.5%,2020,15
7,Younghoe Koo (ATL),2,2,100,52,0,0,1,0,1,3,3,1,11,11,42.3%,2020,15
8,Jason Myers (SEA),2,2,100,43,0,0,0,2,0,2,2,1,10,10,3.6%,2020,15
9,Joey Slye (WAS),3,3,100,36,0,1,2,0,0,1,1,1,10,10,0.6%,2020,15
10,Matt Gay (LAR),2,2,100,45,0,0,0,2,0,2,2,1,10,10,78.3%,2020,15
11,Robbie Gould (SF),2,2,100,41,0,0,1,1,0,3,3,1,10,10,32.9%,2020,15
12,Austin Seibert (DET),2,3,66.7,34,0,0,2,0,0,3,3,1,9,9,0.1%,2020,15
13,Dan Bailey (FA),2,2,100,24,0,2,0,0,0,3,3,1,9,9,0.0%,2020,15
14,Justin Tucker (BAL),1,2,50,46,0,0,0,1,0,5,5,1,9,9,99.5%,2020,15
15,Daniel Carlson (LV),2,2,100,23,0,2,0,0,0,3,3,1,9,9,89.9%,2020,15
16,Mike Nugent (FA),1,1,100,40,0,0,0,1,0,4,4,1,8,8,1.0%,2020,15
17,Ka'imi Fairbairn (HOU),2,2,100,31,0,1,1,0,0,2,2,1,8,8,0.3%,2020,15
18,Stephen Gostkowski (FA),1,1,100,38,0,0,1,0,0,5,5,1,8,8,0.1%,2020,15
19,Mason Crosby (GB),1,1,100,51,0,0,0,0,1,3,3,1,8,8,23.3%,2020,15
20,Ryan Succop (TB),1,1,100,27,0,1,0,0,0,4,4,1,7,7,16.1%,2020,15
21,Matt Prater (ARI),1,1,100,53,0,0,0,0,1,2,3,1,7,7,53.5%,2020,15
22,Harrison Butker (KC),1,1,100,22,0,1,0,0,0,3,3,1,6,6,81.3%,2020,15
23,Michael Badgley (FA),1,3,33.3,22,0,1,0,0,0,3,3,1,6,6,15.6%,2020,15
24,Graham Gano (NYG),2,2,100,39,0,0,2,0,0,0,0,1,6,6,34.0%,2020,15
25,Chris Boswell (PIT),1,1,100,25,0,1,0,0,0,2,2,1,5,5,10.7%,2020,15
26,Dustin Hopkins (LAC),1,1,100,48,0,0,0,1,0,0,1,1,4,4,3.2%,2020,15
27,Wil Lutz (NO),0,0,0,0,0,0,0,0,0,3,3,1,3,3,4.0%,2020,15
28,Jake Elliott (PHI),0,0,0,0,0,0,0,0,0,2,2,1,2,2,14.1%,2020,15
29,Jason Sanders (MIA),0,1,0,0,0,0,0,0,0,2,2,1,2,2,9.0%,2020,15
30,Cody Parkey (FA),0,0,0,0,0,0,0,0,0,2,3,1,2,2,0.1%,2020,15
31,Aldrick Rosas (DET),0,0,0,0,0,0,0,0,0,2,2,1,2,2,0.1%,2020,15
32,Taylor Russolino (FA),0,1,0,0,0,0,0,0,0,1,3,1,1,1,0.0%,2020,15
53,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,15
