Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Ryan Succop (TB),4,4,100,43,0,0,2,2,0,1,1,1,15,15,16.1%,2020,8
2,Michael Badgley (FA),3,3,100,52,0,0,1,1,1,3,3,1,15,15,15.6%,2020,8
3,Cairo Santos (CHI),3,3,100,51,0,1,0,1,1,2,2,1,14,14,0.7%,2020,8
4,Wil Lutz (NO),4,5,80,39,0,1,3,0,0,2,2,1,14,14,4.0%,2020,8
5,Younghoe Koo (ATL),4,4,100,37,0,2,2,0,0,1,2,1,13,13,42.3%,2020,8
6,Greg Zuerlein (NYJ),3,4,75,59,0,0,0,2,1,0,0,1,13,13,17.8%,2020,8
7,Sergio Castillo (NYJ),3,4,75,55,0,0,1,1,1,0,0,1,12,12,0.0%,2020,8
8,Daniel Carlson (LV),3,4,75,33,0,2,1,0,0,1,1,1,10,10,89.9%,2020,8
9,Nick Folk (NE),2,2,100,43,0,0,1,1,0,1,1,1,8,8,66.2%,2020,8
10,Jason Myers (SEA),1,1,100,48,0,0,0,1,0,4,5,1,8,8,3.6%,2020,8
11,Justin Tucker (BAL),1,1,100,51,0,0,0,0,1,3,3,1,8,8,99.5%,2020,8
12,Cody Parkey (FA),2,3,66.7,41,0,0,1,1,0,0,0,1,7,7,0.1%,2020,8
13,Randy Bullock (TEN),1,1,100,33,0,0,1,0,0,4,4,1,7,7,2.0%,2020,8
14,Brandon McManus (DEN),1,1,100,35,0,0,1,0,0,4,4,1,7,7,49.4%,2020,8
15,Tyler Bass (BUF),1,1,100,28,0,1,0,0,0,3,3,1,6,6,83.0%,2020,8
16,Harrison Butker (KC),0,0,0,0,0,0,0,0,0,5,5,1,5,5,81.3%,2020,8
17,Kai Forbath (LAR),1,2,50,23,0,1,0,0,0,2,2,1,5,5,3.0%,2020,8
18,Joey Slye (WAS),1,1,100,39,0,0,1,0,0,2,2,1,5,5,0.6%,2020,8
19,Graham Gano (NYG),1,1,100,33,0,0,1,0,0,2,2,1,5,5,34.0%,2020,8
20,Jason Sanders (MIA),0,0,0,0,0,0,0,0,0,4,4,1,4,4,9.0%,2020,8
21,Chris Boswell (PIT),0,0,0,0,0,0,0,0,0,4,4,1,4,4,10.7%,2020,8
22,Dan Bailey (FA),0,0,0,0,0,0,0,0,0,4,4,1,4,4,0.0%,2020,8
23,Robbie Gould (SF),0,0,0,0,0,0,0,0,0,3,3,1,3,3,32.9%,2020,8
24,Matt Prater (ARI),0,1,0,0,0,0,0,0,0,3,3,1,3,3,53.5%,2020,8
25,Rodrigo Blankenship (IND),0,0,0,0,0,0,0,0,0,3,5,1,3,3,7.5%,2020,8
26,Mason Crosby (GB),0,0,0,0,0,0,0,0,0,2,2,1,2,2,23.3%,2020,8
27,Stephen Gostkowski (FA),0,1,0,0,0,0,0,0,0,2,2,1,2,2,0.1%,2020,8
28,Jake Elliott (PHI),0,0,0,0,0,0,0,0,0,1,1,1,1,1,14.1%,2020,8
52,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,8
