Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Jason Sanders (MIA),5,5,100,45,0,2,0,3,0,0,0,1,18,18,9.0%,2020,4
2,Sam Ficken (FA),5,5,100,54,0,1,3,0,1,1,1,1,18,18,0.1%,2020,4
3,Brandon McManus (DEN),3,3,100,54,0,0,0,1,2,4,4,1,18,18,49.4%,2020,4
4,Randy Bullock (TEN),4,4,100,46,0,0,2,2,0,3,3,1,17,17,2.0%,2020,4
5,Aldrick Rosas (DET),4,5,80,50,0,1,2,0,1,1,1,1,15,15,0.1%,2020,4
6,Rodrigo Blankenship (IND),4,4,100,44,0,1,2,1,0,1,1,1,14,14,7.5%,2020,4
7,Daniel Carlson (LV),3,3,100,54,0,1,1,0,1,2,2,1,13,13,89.9%,2020,4
8,Ka'imi Fairbairn (HOU),3,3,100,50,0,2,0,0,1,2,2,1,13,13,0.3%,2020,4
9,Cody Parkey (FA),2,2,100,44,0,0,1,1,0,5,5,1,12,12,0.1%,2020,4
10,Michael Badgley (FA),1,2,50,53,0,0,0,0,1,4,4,1,9,9,15.6%,2020,4
11,Jason Myers (SEA),1,1,100,55,0,0,0,0,1,4,4,1,9,9,3.6%,2020,4
12,Graham Gano (NYG),3,3,100,37,0,1,2,0,0,0,0,1,9,9,34.0%,2020,4
13,Harrison Butker (KC),2,2,100,39,0,1,1,0,0,2,3,1,8,8,81.3%,2020,4
14,Ryan Succop (TB),1,2,50,26,0,1,0,0,0,5,5,1,8,8,16.1%,2020,4
15,Justin Tucker (BAL),1,1,100,46,0,0,0,1,0,4,4,1,8,8,99.5%,2020,4
16,Mason Crosby (GB),1,1,100,48,0,0,0,1,0,3,4,1,7,7,23.3%,2020,4
17,Dan Bailey (FA),1,2,50,31,0,0,1,0,0,4,4,1,7,7,0.0%,2020,4
18,Joey Slye (WAS),1,2,50,27,0,1,0,0,0,4,4,1,7,7,0.6%,2020,4
19,Dustin Hopkins (LAC),1,2,50,43,0,0,0,1,0,2,2,1,6,6,3.2%,2020,4
20,Tyler Bass (BUF),1,1,100,34,0,0,1,0,0,3,4,1,6,6,83.0%,2020,4
21,Wil Lutz (NO),0,0,0,0,0,0,0,0,0,5,5,1,5,5,4.0%,2020,4
22,Jake Elliott (PHI),1,1,100,35,0,0,1,0,0,2,2,1,5,5,14.1%,2020,4
23,Sam Sloman (PIT),1,1,100,32,0,0,1,0,0,2,2,1,5,5,0.0%,2020,4
24,Nick Folk (NE),1,1,100,43,0,0,0,1,0,1,1,1,5,5,66.2%,2020,4
25,Elliott Fry (FA),1,1,100,23,0,1,0,0,0,1,2,1,4,4,4.0%,2020,4
26,Zane Gonzalez (CAR),0,0,0,0,0,0,0,0,0,3,3,1,3,3,0.5%,2020,4
27,Matt Prater (ARI),0,0,0,0,0,0,0,0,0,3,3,1,3,3,53.5%,2020,4
28,Cairo Santos (CHI),1,1,100,27,0,1,0,0,0,0,0,1,3,3,0.7%,2020,4
29,Robbie Gould (SF),0,0,0,0,0,0,0,0,0,2,2,1,2,2,32.9%,2020,4
30,Greg Zuerlein (NYJ),0,0,0,0,0,0,0,0,0,2,2,1,2,2,17.8%,2020,4
52,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,4
