Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Greg Zuerlein (NYJ),4,4,100,45,0,0,2,2,0,1,1,1,15,15,17.8%,2020,9
2,Tyler Bass (BUF),3,4,75,44,0,1,1,1,0,5,5,1,15,15,83.0%,2020,9
3,Nick Folk (NE),3,3,100,51,0,1,0,1,1,3,3,1,15,15,66.2%,2020,9
4,Jason Sanders (MIA),2,2,100,56,0,0,0,0,2,4,4,1,14,14,9.0%,2020,9
5,Graham Gano (NYG),3,3,100,48,0,0,1,2,0,2,2,1,13,13,34.0%,2020,9
6,Younghoe Koo (ATL),2,2,100,52,0,0,1,0,1,4,4,1,12,12,42.3%,2020,9
7,Mason Crosby (GB),2,2,100,53,1,0,0,0,1,4,4,1,12,12,23.3%,2020,9
8,Jason Myers (SEA),2,2,100,45,0,0,0,2,0,4,4,1,12,12,3.6%,2020,9
9,Harrison Butker (KC),2,3,66.7,55,0,0,1,0,1,3,4,1,11,11,81.3%,2020,9
10,Sergio Castillo (NYJ),2,2,100,50,0,0,1,0,1,3,3,1,11,11,0.0%,2020,9
11,Brandon McManus (DEN),2,2,100,43,0,0,0,2,0,3,3,1,11,11,49.4%,2020,9
12,Ka'imi Fairbairn (HOU),2,2,100,54,0,0,1,0,1,3,3,1,11,11,0.3%,2020,9
13,Dustin Hopkins (LAC),2,2,100,48,0,0,0,2,0,2,2,1,10,10,3.2%,2020,9
14,Matt Prater (ARI),2,3,66.7,45,0,1,0,1,0,2,2,1,9,9,53.5%,2020,9
15,Josh Lambo (FA),2,2,100,59,0,0,1,0,1,1,2,1,9,9,0.1%,2020,9
16,Michael Badgley (FA),2,3,66.7,45,0,1,0,1,0,2,2,1,9,9,15.6%,2020,9
17,Chris Boswell (PIT),2,2,100,59,0,0,0,1,1,0,2,1,9,9,10.7%,2020,9
18,Wil Lutz (NO),1,1,100,36,0,0,1,0,0,5,5,1,8,8,4.0%,2020,9
19,Joey Slye (WAS),1,3,33.3,47,0,0,0,1,0,4,4,1,8,8,0.6%,2020,9
20,Zane Gonzalez (CAR),1,2,50,37,0,0,1,0,0,4,4,1,7,7,0.5%,2020,9
21,Daniel Carlson (LV),1,1,100,31,0,0,1,0,0,4,4,1,7,7,89.9%,2020,9
22,Justin Tucker (BAL),1,1,100,48,0,0,0,1,0,3,3,1,7,7,99.5%,2020,9
23,Stephen Gostkowski (FA),1,1,100,40,0,0,0,1,0,3,3,1,7,7,0.1%,2020,9
24,Robbie Gould (SF),1,1,100,22,0,1,0,0,0,2,2,1,5,5,32.9%,2020,9
25,Rodrigo Blankenship (IND),1,1,100,43,0,0,0,1,0,1,1,1,5,5,7.5%,2020,9
26,Cairo Santos (CHI),1,1,100,22,0,1,0,0,0,2,2,1,5,5,0.7%,2020,9
27,Dan Bailey (FA),0,0,0,0,0,0,0,0,0,4,5,1,4,4,0.0%,2020,9
28,Ryan Succop (TB),1,1,100,48,0,0,0,1,0,0,0,1,4,4,16.1%,2020,9
52,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,9
