Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Rodrigo Blankenship (IND),4,5,80,43,0,0,3,1,0,2,2,1,15,15,7.5%,2020,11
2,Younghoe Koo (ATL),3,3,100,52,0,1,0,0,2,0,0,1,13,13,42.3%,2020,11
3,Stephen Gostkowski (FA),3,3,100,40,0,1,0,2,0,1,1,1,12,12,0.1%,2020,11
4,Chris Boswell (PIT),2,3,66.7,47,0,0,0,2,0,3,3,1,11,11,10.7%,2020,11
5,Michael Badgley (FA),2,2,100,44,0,1,0,1,0,4,4,1,11,11,15.6%,2020,11
6,Joey Slye (WAS),2,2,100,56,0,0,1,0,1,2,2,1,10,10,0.6%,2020,11
7,Matt Gay (LAR),2,3,66.7,40,0,0,1,1,0,3,3,1,10,10,78.3%,2020,11
8,Jason Sanders (MIA),2,2,100,53,0,0,0,1,1,1,1,1,10,10,9.0%,2020,11
9,Dustin Hopkins (LAC),2,3,66.7,50,0,0,1,0,1,2,2,1,10,10,3.2%,2020,11
10,Ka'imi Fairbairn (HOU),2,2,100,46,0,0,1,1,0,3,3,1,10,10,0.3%,2020,11
11,Justin Tucker (BAL),3,3,100,30,0,2,1,0,0,1,1,1,10,10,99.5%,2020,11
12,Jason Myers (SEA),2,2,100,41,0,1,0,1,0,2,3,1,9,9,3.6%,2020,11
13,Brandon McManus (DEN),2,2,100,47,0,1,0,1,0,2,2,1,9,9,49.4%,2020,11
14,Cody Parkey (FA),2,3,66.7,46,0,1,0,1,0,2,2,1,9,9,0.1%,2020,11
15,Nick Folk (NE),2,2,100,45,0,0,1,1,0,2,2,1,9,9,66.2%,2020,11
16,Daniel Carlson (LV),1,1,100,35,0,0,1,0,0,4,4,1,7,7,89.9%,2020,11
17,Mason Crosby (GB),1,1,100,26,0,1,0,0,0,4,4,1,7,7,23.3%,2020,11
18,Wil Lutz (NO),1,2,50,22,0,1,0,0,0,3,3,1,6,6,4.0%,2020,11
19,Ryan Succop (TB),1,1,100,38,0,0,1,0,0,3,3,1,6,6,16.1%,2020,11
20,Jake Elliott (PHI),1,1,100,43,0,0,0,1,0,2,2,1,6,6,14.1%,2020,11
21,Greg Zuerlein (NYJ),1,1,100,19,1,0,0,0,0,2,3,1,5,5,17.8%,2020,11
22,Harrison Butker (KC),0,0,0,0,0,0,0,0,0,5,5,1,5,5,81.3%,2020,11
23,Randy Bullock (TEN),1,3,33.3,53,0,0,0,0,1,0,1,1,5,5,2.0%,2020,11
24,Chase McLaughlin (FA),1,1,100,41,0,0,0,1,0,0,0,1,4,4,0.2%,2020,11
25,Dan Bailey (FA),0,0,0,0,0,0,0,0,0,4,4,1,4,4,0.0%,2020,11
26,Zane Gonzalez (CAR),0,0,0,0,0,0,0,0,0,3,3,1,3,3,0.5%,2020,11
27,Sam Ficken (FA),0,0,0,0,0,0,0,0,0,2,4,1,2,2,0.1%,2020,11
61,Matt Prater (ARI),0,1,0,0,0,0,0,0,0,0,0,1,0,0,53.5%,2020,11
74,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,-2.8,-2.8,0.7%,2020,11
