Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Mason Crosby (GB),2,2,100,43,0,0,1,1,0,5,5,1,12,12,23.3%,2020,1
2,Matt Prater (ARI),3,4,75,44,0,1,1,1,0,2,2,1,12,12,53.5%,2020,1
3,Josh Lambo (FA),2,2,100,50,0,0,0,1,1,3,3,1,12,12,0.1%,2020,1
4,Joey Slye (WAS),3,3,100,47,0,0,1,2,0,1,2,1,12,12,0.6%,2020,1
5,Daniel Carlson (LV),2,2,100,54,0,1,0,0,1,4,4,1,12,12,89.9%,2020,1
6,Michael Badgley (FA),3,4,75,43,0,2,0,1,0,1,1,1,11,11,15.6%,2020,1
7,Dustin Hopkins (LAC),2,3,66.7,40,0,0,1,1,0,3,3,1,10,10,3.2%,2020,1
8,Harrison Butker (KC),2,2,100,29,1,1,0,0,0,4,4,1,10,10,81.3%,2020,1
9,Randy Bullock (TEN),2,3,66.7,50,0,0,0,1,1,1,1,1,10,10,2.0%,2020,1
10,Wil Lutz (NO),2,2,100,29,0,2,0,0,0,4,4,1,10,10,4.0%,2020,1
11,Robbie Gould (SF),2,2,100,52,0,1,0,0,1,2,2,1,10,10,32.9%,2020,1
12,Chris Boswell (PIT),2,2,100,41,0,0,1,1,0,2,3,1,9,9,10.7%,2020,1
13,Cairo Santos (CHI),2,2,100,35,0,1,1,0,0,3,3,1,9,9,0.7%,2020,1
14,Younghoe Koo (ATL),2,2,100,49,0,0,0,2,0,1,2,1,9,9,42.3%,2020,1
15,Jason Myers (SEA),1,1,100,42,0,0,0,1,0,5,5,1,9,9,3.6%,2020,1
16,Tyler Bass (BUF),2,4,50,22,1,1,0,0,0,3,3,1,9,9,83.0%,2020,1
17,Justin Tucker (BAL),1,1,100,41,0,0,0,1,0,5,5,1,9,9,99.5%,2020,1
18,Sam Sloman (PIT),2,3,66.7,35,0,0,2,0,0,2,2,1,8,8,0.0%,2020,1
19,Zane Gonzalez (CAR),1,3,33.3,56,0,0,0,0,1,3,3,1,8,8,0.5%,2020,1
20,Rodrigo Blankenship (IND),2,3,66.7,38,0,1,1,0,0,2,2,1,8,8,7.5%,2020,1
21,Sam Ficken (FA),1,1,100,31,0,0,1,0,0,2,2,1,5,5,0.1%,2020,1
22,Ryan Succop (TB),1,2,50,38,0,0,1,0,0,2,2,1,5,5,16.1%,2020,1
23,Greg Zuerlein (NYJ),1,2,50,33,0,0,1,0,0,2,2,1,5,5,17.8%,2020,1
24,Jake Elliott (PHI),1,2,50,38,0,0,1,0,0,2,2,1,5,5,14.1%,2020,1
25,Jason Sanders (MIA),1,1,100,46,0,0,0,1,0,0,0,1,4,4,9.0%,2020,1
26,Stephen Gostkowski (FA),1,4,25,25,0,1,0,0,0,1,2,1,4,4,0.1%,2020,1
27,Dan Bailey (FA),1,1,100,35,0,0,1,0,0,1,1,1,4,4,0.0%,2020,1
28,Graham Gano (NYG),1,1,100,21,0,1,0,0,0,1,1,1,4,4,34.0%,2020,1
29,Nick Folk (NE),0,1,0,0,0,0,0,0,0,3,3,1,3,3,66.2%,2020,1
30,Brandon McManus (DEN),0,0,0,0,0,0,0,0,0,2,2,1,2,2,49.4%,2020,1
31,Ka'imi Fairbairn (HOU),0,1,0,0,0,0,0,0,0,2,2,1,2,2,0.3%,2020,1
35,Austin Seibert (DET),0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.1%,2020,1
53,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,1
