Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Brandon McManus (DEN),6,6,100,54,0,2,0,2,2,0,0,1,24,24,49.4%,2020,6
2,Younghoe Koo (ATL),4,4,100,50,0,1,0,2,1,4,4,1,20,20,42.3%,2020,6
3,Justin Tucker (BAL),3,3,100,55,0,0,0,2,1,3,3,1,16,16,99.5%,2020,6
4,Cairo Santos (CHI),3,3,100,55,0,0,2,0,1,2,2,1,13,13,0.7%,2020,6
5,Randy Bullock (TEN),2,3,66.7,55,0,0,0,1,1,3,3,1,12,12,2.0%,2020,6
6,Matt Prater (ARI),2,3,66.7,41,0,0,1,1,0,4,4,1,11,11,53.5%,2020,6
7,Joey Slye (WAS),3,4,75,48,0,2,0,1,0,1,1,1,11,11,0.6%,2020,6
8,Ryan Succop (TB),1,1,100,50,0,0,0,0,1,5,5,1,10,10,16.1%,2020,6
9,Rodrigo Blankenship (IND),1,1,100,40,0,0,0,1,0,4,4,1,8,8,7.5%,2020,6
10,Zane Gonzalez (CAR),1,1,100,26,0,1,0,0,0,5,5,1,8,8,0.5%,2020,6
11,Chris Boswell (PIT),1,1,100,35,0,0,1,0,0,5,5,1,8,8,10.7%,2020,6
12,Harrison Butker (KC),2,2,100,37,0,0,2,0,0,2,3,1,8,8,81.3%,2020,6
13,Graham Gano (NYG),2,2,100,33,0,1,1,0,0,2,2,1,8,8,34.0%,2020,6
14,Nick Folk (NE),2,2,100,41,0,0,1,1,0,0,0,1,7,7,66.2%,2020,6
15,Dustin Hopkins (LAC),2,3,66.7,35,0,1,1,0,0,1,1,1,7,7,3.2%,2020,6
16,Robbie Gould (SF),1,1,100,49,0,0,0,1,0,3,3,1,7,7,32.9%,2020,6
17,Jason Sanders (MIA),1,1,100,24,0,1,0,0,0,3,3,1,6,6,9.0%,2020,6
18,Tyler Bass (BUF),1,2,50,48,0,0,0,1,0,2,2,1,6,6,83.0%,2020,6
19,Ka'imi Fairbairn (HOU),1,1,100,38,0,0,1,0,0,3,4,1,6,6,0.3%,2020,6
20,Sam Sloman (PIT),1,1,100,42,0,0,0,1,0,1,2,1,5,5,0.0%,2020,6
21,Jonathan Brown (FA),1,2,50,31,0,0,1,0,0,1,1,1,4,4,0.1%,2020,6
22,Greg Zuerlein (NYJ),1,2,50,34,0,0,1,0,0,1,1,1,4,4,17.8%,2020,6
23,Stephen Gostkowski (FA),0,2,0,0,0,0,0,0,0,4,4,1,4,4,0.1%,2020,6
24,Mason Crosby (GB),1,1,100,39,0,0,1,0,0,1,1,1,4,4,23.3%,2020,6
25,Dan Bailey (FA),0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0%,2020,6
26,Cody Parkey (FA),0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.1%,2020,6
33,Sam Ficken (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2020,6
34,Jake Elliott (PHI),0,1,0,0,0,0,0,0,0,0,0,1,0,0,14.1%,2020,6
