Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Greg Zuerlein (NYJ),3,3,100,55,0,1,1,0,1,3,3,1,14,14,17.8%,2020,14
2,Rodrigo Blankenship (IND),3,3,100,35,0,2,1,0,0,5,5,1,14,14,7.5%,2020,14
3,Mike Nugent (FA),4,4,100,37,0,0,4,0,0,2,2,1,14,14,1.0%,2020,14
4,Dustin Hopkins (LAC),3,4,75,51,0,1,1,0,1,2,2,1,13,13,3.2%,2020,14
5,Jason Myers (SEA),2,2,100,41,0,1,0,1,0,4,5,1,11,11,3.6%,2020,14
6,Jason Sanders (MIA),2,3,66.7,44,0,0,1,1,0,3,3,1,10,10,9.0%,2020,14
7,Cairo Santos (CHI),2,2,100,39,0,0,2,0,0,4,4,1,10,10,0.7%,2020,14
8,Mason Crosby (GB),1,1,100,57,0,0,0,0,1,4,4,1,9,9,23.3%,2020,14
9,Joey Slye (WAS),2,2,100,35,0,1,1,0,0,3,3,1,9,9,0.6%,2020,14
10,Stephen Gostkowski (FA),1,1,100,53,0,0,0,0,1,4,4,1,9,9,0.1%,2020,14
11,Ryan Succop (TB),2,2,100,48,1,0,0,1,0,2,3,1,9,9,16.1%,2020,14
12,Michael Badgley (FA),2,2,100,43,0,0,1,1,0,2,2,1,9,9,15.6%,2020,14
13,Justin Tucker (BAL),1,1,100,55,0,0,0,0,1,4,5,1,9,9,99.5%,2020,14
14,Daniel Carlson (LV),2,2,100,25,0,2,0,0,0,3,3,1,9,9,89.9%,2020,14
15,Harrison Butker (KC),1,1,100,46,0,0,0,1,0,4,4,1,8,8,81.3%,2020,14
16,Tyler Bass (BUF),2,2,100,34,0,1,1,0,0,2,3,1,8,8,83.0%,2020,14
17,Jake Elliott (PHI),1,2,50,44,0,0,0,1,0,3,3,1,7,7,14.1%,2020,14
18,Matt Gay (LAR),1,1,100,35,0,0,1,0,0,3,3,1,6,6,78.3%,2020,14
19,Aldrick Rosas (DET),1,2,50,53,0,0,0,0,1,1,1,1,6,6,0.1%,2020,14
20,Younghoe Koo (ATL),1,1,100,45,0,0,0,1,0,2,2,1,6,6,42.3%,2020,14
21,Matt Prater (ARI),1,1,100,32,0,0,1,0,0,3,3,1,6,6,53.5%,2020,14
22,Cody Parkey (FA),0,1,0,0,0,0,0,0,0,4,5,1,4,4,0.1%,2020,14
23,Sergio Castillo (NYJ),1,4,25,45,0,0,0,1,0,0,0,1,4,4,0.0%,2020,14
24,Wil Lutz (NO),0,2,0,0,0,0,0,0,0,3,3,1,3,3,4.0%,2020,14
25,Nick Folk (NE),1,1,100,29,0,1,0,0,0,0,0,1,3,3,66.2%,2020,14
26,Brandon McManus (DEN),0,0,0,0,0,0,0,0,0,2,4,1,2,2,49.4%,2020,14
27,Robbie Gould (SF),0,0,0,0,0,0,0,0,0,1,1,1,1,1,32.9%,2020,14
28,Chris Boswell (PIT),0,0,0,0,0,0,0,0,0,1,1,1,1,1,10.7%,2020,14
29,Graham Gano (NYG),0,0,0,0,0,0,0,0,0,1,1,1,1,1,34.0%,2020,14
30,Austin Seibert (DET),0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.1%,2020,14
31,Ka'imi Fairbairn (HOU),0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.3%,2020,14
52,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,14
71,Dan Bailey (FA),0,3,0,0,0,0,0,0,0,0,1,1,0,0,0.0%,2020,14
