Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Younghoe Koo (ATL),4,4,100,42,0,1,1,2,0,3,3,1,17,17,42.3%,2020,2
2,Justin Tucker (BAL),4,4,100,47,0,1,2,1,0,3,3,1,16,16,99.5%,2020,2
3,Rodrigo Blankenship (IND),4,4,100,44,0,1,2,1,0,2,2,1,15,15,7.5%,2020,2
4,Zane Gonzalez (CAR),3,3,100,49,0,1,1,1,0,3,3,1,13,13,0.5%,2020,2
5,Harrison Butker (KC),3,3,100,58,0,0,1,0,2,0,1,1,13,13,81.3%,2020,2
6,Randy Bullock (TEN),3,3,100,43,0,1,1,1,0,3,3,1,13,13,2.0%,2020,2
7,Ka'imi Fairbairn (HOU),3,3,100,45,0,0,1,2,0,1,1,1,12,12,0.3%,2020,2
8,Stephen Gostkowski (FA),2,2,100,51,0,0,0,1,1,3,4,1,12,12,0.1%,2020,2
9,Daniel Carlson (LV),2,2,100,54,0,1,0,0,1,4,4,1,12,12,89.9%,2020,2
10,Greg Zuerlein (NYJ),2,2,100,46,0,0,1,1,0,4,4,1,11,11,17.8%,2020,2
11,Jason Sanders (MIA),2,2,100,52,0,0,0,1,1,2,2,1,11,11,9.0%,2020,2
12,Mason Crosby (GB),2,2,100,43,0,0,1,1,0,4,4,1,11,11,23.3%,2020,2
13,Michael Badgley (FA),2,2,100,41,0,1,0,1,0,2,2,1,9,9,15.6%,2020,2
14,Sam Ficken (FA),2,2,100,41,0,1,0,1,0,1,1,1,8,8,0.1%,2020,2
15,Robbie Gould (SF),1,1,100,46,0,0,0,1,0,4,4,1,8,8,32.9%,2020,2
16,Brandon McManus (DEN),2,3,66.7,49,0,1,0,1,0,1,1,1,8,8,49.4%,2020,2
17,Sam Sloman (PIT),1,1,100,30,0,0,1,0,0,4,5,1,7,7,0.0%,2020,2
18,Graham Gano (NYG),2,3,66.7,39,0,0,2,0,0,1,1,1,7,7,34.0%,2020,2
19,Ryan Succop (TB),1,1,100,33,0,0,1,0,0,4,4,1,7,7,16.1%,2020,2
20,Tyler Bass (BUF),1,1,100,39,0,0,1,0,0,4,4,1,7,7,83.0%,2020,2
21,Jake Elliott (PHI),2,2,100,38,0,0,2,0,0,1,1,1,7,7,14.1%,2020,2
22,Chris Boswell (PIT),1,1,100,21,0,1,0,0,0,3,3,1,6,6,10.7%,2020,2
23,Nick Folk (NE),1,2,50,25,0,1,0,0,0,3,3,1,6,6,66.2%,2020,2
24,Wil Lutz (NO),1,1,100,31,0,0,1,0,0,3,3,1,6,6,4.0%,2020,2
25,Josh Lambo (FA),1,1,100,35,0,0,1,0,0,3,4,1,6,6,0.1%,2020,2
26,Cairo Santos (CHI),1,2,50,34,0,0,1,0,0,2,2,1,5,5,0.7%,2020,2
27,Cody Parkey (FA),0,0,0,0,0,0,0,0,0,5,5,1,5,5,0.1%,2020,2
28,Joey Slye (WAS),1,1,100,23,0,1,0,0,0,2,2,1,5,5,0.6%,2020,2
29,Jason Myers (SEA),0,0,0,0,0,0,0,0,0,5,5,1,5,5,3.6%,2020,2
30,Dan Bailey (FA),1,1,100,21,0,1,0,0,0,0,0,1,3,3,0.0%,2020,2
31,Matt Prater (ARI),0,1,0,0,0,0,0,0,0,3,3,1,3,3,53.5%,2020,2
32,Dustin Hopkins (LAC),1,1,100,24,0,1,0,0,0,0,0,1,3,3,3.2%,2020,2
54,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,2
