Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Ka'imi Fairbairn (HOU),4,4,100,51,0,2,0,1,1,2,3,1,17,17,0.3%,2020,17
2,Greg Zuerlein (NYJ),4,4,100,57,0,0,2,1,1,1,1,1,16,16,17.8%,2020,17
3,Ryan Succop (TB),3,3,100,38,0,2,1,0,0,5,5,1,14,14,16.1%,2020,17
4,Sam Sloman (PIT),2,2,100,47,0,0,1,1,0,5,5,1,12,12,0.0%,2020,17
5,Matthew Wright (FA),3,3,100,46,0,1,0,2,0,1,1,1,12,12,1.3%,2020,17
6,Tristan Vizcaino (FA),3,3,100,47,0,0,2,1,0,2,2,1,12,12,0.0%,2020,17
7,Brandon McManus (DEN),3,6,50,37,0,2,1,0,0,2,2,1,11,11,49.4%,2020,17
8,Matt Gay (LAR),3,3,100,34,0,2,1,0,0,1,1,1,10,10,78.3%,2020,17
9,Cairo Santos (CHI),3,3,100,30,0,2,1,0,0,1,1,1,10,10,0.7%,2020,17
10,Dustin Hopkins (LAC),2,2,100,42,0,0,0,2,0,2,2,1,10,10,3.2%,2020,17
11,Wil Lutz (NO),2,2,100,48,0,0,1,1,0,3,4,1,10,10,4.0%,2020,17
12,Jason Sanders (MIA),2,2,100,49,0,0,1,1,0,2,2,1,9,9,9.0%,2020,17
13,Younghoe Koo (ATL),2,2,100,22,0,2,0,0,0,3,3,1,9,9,42.3%,2020,17
14,Rodrigo Blankenship (IND),2,4,50,24,0,2,0,0,0,2,2,1,8,8,7.5%,2020,17
15,Justin Tucker (BAL),1,1,100,34,0,0,1,0,0,5,5,1,8,8,99.5%,2020,17
16,Tyler Bass (BUF),0,0,0,0,0,0,0,0,0,8,8,1,8,8,83.0%,2020,17
17,Jason Myers (SEA),2,2,100,36,0,0,2,0,0,2,3,1,8,8,3.6%,2020,17
18,Dan Bailey (FA),1,2,50,23,0,1,0,0,0,4,5,1,7,7,0.0%,2020,17
19,Graham Gano (NYG),1,1,100,50,0,0,0,0,1,2,3,1,7,7,34.0%,2020,17
20,Matt Prater (ARI),1,1,100,54,0,0,0,0,1,2,3,1,7,7,53.5%,2020,17
21,Daniel Carlson (LV),1,1,100,33,0,0,1,0,0,3,3,1,6,6,89.9%,2020,17
22,Cody Parkey (FA),1,1,100,23,0,1,0,0,0,3,3,1,6,6,0.1%,2020,17
23,Mason Crosby (GB),0,0,0,0,0,0,0,0,0,5,5,1,5,5,23.3%,2020,17
24,Nick Folk (NE),0,0,0,0,0,0,0,0,0,4,4,1,4,4,66.2%,2020,17
25,Michael Badgley (FA),0,0,0,0,0,0,0,0,0,4,4,1,4,4,15.6%,2020,17
26,Harrison Butker (KC),0,0,0,0,0,0,0,0,0,3,3,1,3,3,81.3%,2020,17
27,Austin Seibert (DET),1,1,100,38,0,0,1,0,0,0,0,1,3,3,0.1%,2020,17
28,Jake Elliott (PHI),0,0,0,0,0,0,0,0,0,2,2,1,2,2,14.1%,2020,17
29,Chase McLaughlin (FA),0,0,0,0,0,0,0,0,0,2,2,1,2,2,0.2%,2020,17
30,Aldrick Rosas (DET),0,0,0,0,0,0,0,0,0,2,2,1,2,2,0.1%,2020,17
31,Mike Nugent (FA),0,1,0,0,0,0,0,0,0,1,1,1,1,1,1.0%,2020,17
32,Joey Slye (WAS),0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.6%,2020,17
33,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,17
