Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Harrison Butker (KC),5,5,100,48,0,2,2,1,0,1,1,1,17,17,81.3%,2020,13
2,Dustin Hopkins (LAC),3,3,100,49,0,0,0,3,0,2,2,1,14,14,3.2%,2020,13
3,Jason Sanders (MIA),4,4,100,48,1,2,0,1,0,1,1,1,14,14,9.0%,2020,13
4,Cody Parkey (FA),2,2,100,43,0,1,0,1,0,5,5,1,12,12,0.1%,2020,13
5,Younghoe Koo (ATL),3,3,100,53,0,1,1,0,1,1,1,1,12,12,42.3%,2020,13
6,Ka'imi Fairbairn (HOU),2,3,66.7,52,0,0,1,0,1,2,2,1,10,10,0.3%,2020,13
7,Tyler Bass (BUF),2,2,100,37,0,1,1,0,0,4,4,1,10,10,83.0%,2020,13
8,Justin Tucker (BAL),2,3,66.7,35,0,1,1,0,0,4,4,1,10,10,99.5%,2020,13
9,Nick Folk (NE),1,1,100,32,0,0,1,0,0,6,6,1,9,9,66.2%,2020,13
10,Matt Gay (LAR),1,2,50,39,0,0,1,0,0,5,5,1,8,8,78.3%,2020,13
11,Dan Bailey (FA),2,3,66.7,48,0,1,0,1,0,1,3,1,8,8,0.0%,2020,13
12,Daniel Carlson (LV),1,1,100,48,0,0,0,1,0,4,4,1,8,8,89.9%,2020,13
13,Robbie Gould (SF),1,1,100,45,0,0,0,1,0,3,3,1,7,7,32.9%,2020,13
14,Mason Crosby (GB),1,1,100,40,0,0,0,1,0,3,4,1,7,7,23.3%,2020,13
15,Rodrigo Blankenship (IND),1,1,100,42,0,0,0,1,0,3,3,1,7,7,7.5%,2020,13
16,Cairo Santos (CHI),1,1,100,45,0,0,0,1,0,3,4,1,7,7,0.7%,2020,13
17,Jake Elliott (PHI),1,1,100,52,0,0,0,0,1,1,2,1,6,6,14.1%,2020,13
18,Brandon McManus (DEN),1,2,50,53,0,0,0,0,1,1,1,1,6,6,49.4%,2020,13
19,Greg Zuerlein (NYJ),1,4,25,31,0,0,1,0,0,2,2,1,5,5,17.8%,2020,13
20,Matthew Wright (FA),1,1,100,37,0,0,1,0,0,2,2,1,5,5,1.3%,2020,13
21,Zane Gonzalez (CAR),0,1,0,0,0,0,0,0,0,4,4,1,4,4,0.5%,2020,13
22,Jason Myers (SEA),1,1,100,31,0,0,1,0,0,1,1,1,4,4,3.6%,2020,13
23,Chase McLaughlin (FA),1,2,50,22,0,1,0,0,0,1,2,1,4,4,0.2%,2020,13
24,Graham Gano (NYG),1,1,100,48,0,0,0,1,0,0,1,1,4,4,34.0%,2020,13
25,Matt Prater (ARI),0,0,0,0,0,0,0,0,0,4,5,1,4,4,53.5%,2020,13
26,Stephen Gostkowski (FA),0,0,0,0,0,0,0,0,0,3,3,1,3,3,0.1%,2020,13
27,Wil Lutz (NO),0,1,0,0,0,0,0,0,0,3,3,1,3,3,4.0%,2020,13
28,Sergio Castillo (NYJ),0,0,0,0,0,0,0,0,0,2,3,1,2,2,0.0%,2020,13
29,Randy Bullock (TEN),0,1,0,0,0,0,0,0,0,1,1,1,1,1,2.0%,2020,13
36,Michael Badgley (FA),0,2,0,0,0,0,0,0,0,0,0,1,0,0,15.6%,2020,13
53,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,13
