Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Derrick Henry (TEN),35,182,5.2,60,4,3,6,6,55,9.2,0,0,1,44.7,44.7,98.4%,2021,2
2,Aaron Jones (GB),17,67,3.9,9,0,1,6,6,48,8,3,0,1,38.5,38.5,99.2%,2021,2
3,Christian McCaffrey (SF),24,72,3,16,0,1,5,6,65,13,0,0,1,22.2,22.2,100.0%,2021,2
4,Tony Pollard (DAL),13,109,8.4,28,2,1,3,3,31,10.3,0,0,1,21.5,21.5,94.9%,2021,2
5,Cordarrelle Patterson (ATL),7,11,1.6,10,0,1,5,7,58,11.6,1,0,1,21.4,21.4,83.0%,2021,2
6,Austin Ekeler (LAC),9,54,6,20,1,0,9,9,61,6.8,0,0,1,18,18,100.0%,2021,2
7,J.D. McKissic (WAS),4,10,2.5,4,0,1,5,6,83,16.6,0,0,1,17.8,17.8,8.2%,2021,2
8,Ezekiel Elliott (DAL),16,71,4.4,19,0,1,2,2,26,13,0,0,1,16.7,16.7,97.4%,2021,2
9,Najee Harris (PIT),10,38,3.8,14,0,0,5,5,43,8.6,1,0,1,16.6,16.6,97.8%,2021,2
10,Nick Chubb (CLE),11,95,8.6,26,2,1,1,1,3,3,0,0,1,16.3,16.3,99.9%,2021,2
11,Devin Singletary (BUF),13,82,6.3,46,3,1,2,3,9,4.5,0,0,1,16.1,16.1,91.5%,2021,2
12,Dalvin Cook (MIN),22,131,6,16,0,0,2,3,17,8.5,0,0,1,15.8,15.8,99.9%,2021,2
13,Darrell Henderson Jr. (FA),13,53,4.1,13,0,1,3,5,29,9.7,0,0,1,15.7,15.7,22.3%,2021,2
14,James White (FA),5,20,4,7,0,1,6,6,45,7.5,0,0,1,15.5,15.5,0.1%,2021,2
15,Chris Carson (FA),13,31,2.4,8,0,2,0,0,0,0,0,0,1,15.1,15.1,0.3%,2021,2
16,Zack Moss (IND),8,26,3.3,10,0,2,2,2,8,4,0,1,1,14.4,14.4,46.2%,2021,2
17,Damien Harris (NE),16,62,3.9,26,1,1,1,1,2,2,0,0,1,12.9,12.9,50.3%,2021,2
18,Demetric Felton Jr. (CLE),0,0,0,0,0,0,2,2,51,25.5,1,0,1,12.1,12.1,0.0%,2021,2
19,Ty'Son Williams (ARI),13,77,5.9,20,1,0,2,2,16,8,0,0,1,10.3,10.3,0.0%,2021,2
20,Chase Edmonds (DEN),8,46,5.8,14,0,0,5,5,29,5.8,0,0,1,10,10,24.1%,2021,2
21,D'Andre Swift (DET),8,37,4.6,12,0,0,4,5,41,10.3,0,0,1,9.8,9.8,97.7%,2021,2
22,Mike Davis (FA),9,38,4.2,8,0,0,7,7,25,3.6,0,0,1,9.8,9.8,1.0%,2021,2
23,Michael Carter (NYJ),11,59,5.4,14,0,0,2,3,29,14.5,0,0,1,9.8,9.8,70.3%,2021,2
24,Latavius Murray (DEN),9,36,4,8,0,1,0,0,0,0,0,0,1,9.6,9.6,76.1%,2021,2
25,Leonard Fournette (TB),11,52,4.7,10,0,0,4,4,24,6,0,0,1,9.6,9.6,97.5%,2021,2
26,David Montgomery (CHI),20,61,3.1,11,0,0,3,4,18,6,0,0,1,9.4,9.4,95.9%,2021,2
27,Phillip Lindsay (FA),5,2,0.4,5,0,0,1,1,22,22,1,0,1,8.9,8.9,0.3%,2021,2
28,Antonio Gibson (WAS),13,69,5.3,14,0,0,2,2,4,2,0,0,1,8.3,8.3,77.4%,2021,2
