Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Jonathan Taylor (IND),32,185,5.8,40,3,4,3,3,19,6.3,1,0,1,51.9,51.9,80.5%,2021,11
2,Austin Ekeler (LAC),11,50,4.5,12,0,2,6,7,65,10.8,2,0,1,38.5,38.5,100.0%,2021,11
3,Joe Mixon (CIN),30,123,4.1,20,1,2,0,0,0,0,0,0,1,24.3,24.3,99.9%,2021,11
4,Nick Chubb (CLE),22,130,5.9,15,0,0,2,2,14,7,1,0,1,21.4,21.4,99.9%,2021,11
5,Christian McCaffrey (SF),10,59,5.9,15,0,0,7,8,60,8.6,1,0,1,21.4,21.4,100.0%,2021,11
6,D'Andre Swift (DET),14,136,9.7,57,4,1,3,4,0,0,0,0,1,21.1,21.1,97.7%,2021,11
7,Dalvin Cook (MIN),22,86,3.9,13,0,1,3,4,29,9.7,0,0,1,21,21,99.9%,2021,11
8,James Conner (ARI),21,62,3,8,0,1,5,6,37,7.4,0,0,1,18.4,18.4,97.1%,2021,11
9,Myles Gaskin (MIA),23,89,3.9,20,1,0,3,4,7,2.3,1,0,1,17.1,17.1,0.3%,2021,11
10,Devonta Freeman (FA),16,49,3.1,10,0,1,6,6,31,5.2,0,0,1,17,17,0.0%,2021,11
11,Clyde Edwards-Helaire (KC),12,63,5.3,14,0,1,2,2,13,6.5,0,0,1,14.6,14.6,38.1%,2021,11
12,Najee Harris (PIT),12,39,3.3,12,0,1,5,6,20,4,0,0,1,14.4,14.4,97.8%,2021,11
13,AJ Dillon (GB),11,53,4.8,11,0,0,6,6,44,7.3,0,0,1,12.7,12.7,84.3%,2021,11
14,Mark Ingram II (NO),16,88,5.5,28,1,0,6,8,25,4.2,0,1,1,12.3,12.3,4.2%,2021,11
15,Dontrell Hilliard (TEN),7,35,5,16,0,0,8,10,47,5.9,0,0,1,12.2,12.2,6.3%,2021,11
16,James Robinson (NYJ),12,29,2.4,7,0,1,2,3,9,4.5,0,0,1,10.8,10.8,35.9%,2021,11
17,Leonard Fournette (TB),10,35,3.5,7,0,0,6,6,39,6.5,0,0,1,10.4,10.4,97.5%,2021,11
18,Ezekiel Elliott (DAL),9,32,3.6,8,0,0,6,6,36,6,0,0,1,9.8,9.8,97.4%,2021,11
19,Ronald Jones II (KC),8,33,4.1,9,0,1,0,0,0,0,0,0,1,9.3,9.3,2.5%,2021,11
20,DeeJay Dallas (SEA),4,25,6.3,15,0,1,1,2,2,2,0,0,1,9.2,9.2,4.0%,2021,11
21,Josh Jacobs (LV),9,37,4.1,18,0,0,5,7,24,4.8,0,0,1,8.6,8.6,99.4%,2021,11
22,Saquon Barkley (NYG),6,25,4.2,12,0,0,6,6,31,5.2,0,0,1,8.6,8.6,99.7%,2021,11
23,Tony Pollard (DAL),7,50,7.1,31,2,0,2,2,20,10,0,0,1,8,8,94.9%,2021,11
24,Rhamondre Stevenson (NE),12,69,5.8,21,1,0,1,1,6,6,0,0,1,8,8,97.5%,2021,11
25,Antonio Gibson (WAS),19,95,5,20,1,0,0,0,0,0,0,1,1,7.5,7.5,77.4%,2021,11
26,Miles Sanders (PHI),16,94,5.9,25,1,0,0,1,0,0,0,1,1,7.4,7.4,96.7%,2021,11
27,David Montgomery (CHI),14,58,4.1,11,0,0,1,1,9,9,0,0,1,7.2,7.2,95.9%,2021,11
28,Matt Breida (NYG),5,51,10.2,28,1,0,1,2,16,16,0,0,1,7.2,7.2,3.3%,2021,11
29,Michael Carter (NYJ),9,63,7,39,2,0,1,1,2,2,0,0,1,7,7,70.3%,2021,11
30,Damien Harris (NE),10,56,5.6,17,0,0,1,1,9,9,0,0,1,7,7,50.3%,2021,11
31,Jordan Howard (FA),10,63,6.3,18,0,0,0,0,0,0,0,0,1,6.3,6.3,0.0%,2021,11
32,Jeff Wilson Jr. (MIA),19,50,2.6,11,0,0,1,2,8,8,0,0,1,6.3,6.3,70.1%,2021,11
