Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Cordarrelle Patterson (ATL),6,34,5.7,13,0,0,5,6,82,16.4,3,0,1,32.1,32.1,83.0%,2021,4
2,Austin Ekeler (LAC),15,117,7.8,20,1,1,3,5,28,9.3,1,0,1,28,28,100.0%,2021,4
3,Saquon Barkley (NYG),13,52,4,17,0,1,5,6,74,14.8,1,0,1,27.1,27.1,99.7%,2021,4
4,Derrick Henry (TEN),33,157,4.8,22,1,1,2,2,20,10,0,0,1,24.7,24.7,98.4%,2021,4
5,David Montgomery (CHI),23,106,4.6,24,1,2,0,0,0,0,0,0,1,22.6,22.6,95.9%,2021,4
6,Ezekiel Elliott (DAL),20,143,7.2,47,3,1,0,1,0,0,0,0,1,20.3,20.3,97.4%,2021,4
7,James Robinson (NYJ),18,78,4.3,20,1,2,1,2,-2,-2,0,0,1,20.1,20.1,35.9%,2021,4
8,James Conner (ARI),18,50,2.8,10,0,2,2,2,16,8,0,0,1,19.6,19.6,97.1%,2021,4
9,Jonathan Taylor (IND),16,103,6.4,38,3,1,3,3,11,3.7,0,0,1,18.9,18.9,80.5%,2021,4
10,Najee Harris (PIT),15,62,4.1,11,0,1,6,7,29,4.8,0,0,1,18.1,18.1,97.8%,2021,4
11,Kenneth Gainwell (PHI),3,31,10.3,13,0,1,6,8,58,9.7,0,0,1,17.9,17.9,11.2%,2021,4
12,Clyde Edwards-Helaire (KC),14,102,7.3,17,0,0,2,3,1,0.5,1,0,1,17.3,17.3,38.1%,2021,4
13,Chase Edmonds (DEN),12,120,10,54,4,0,4,5,19,4.8,0,0,1,15.9,15.9,24.1%,2021,4
14,Kareem Hunt (CLE),14,69,4.9,33,2,1,2,4,17,8.5,0,0,1,15.6,15.6,71.2%,2021,4
15,Leonard Fournette (TB),20,92,4.6,21,1,0,3,5,47,15.7,0,0,1,15.4,15.4,97.5%,2021,4
16,Alex Collins (FA),10,44,4.4,14,0,1,2,2,34,17,0,0,1,14.8,14.8,19.0%,2021,4
17,Antonio Gibson (WAS),14,63,4.5,8,0,1,2,2,12,6,0,0,1,14.5,14.5,77.4%,2021,4
18,J.D. McKissic (WAS),7,15,2.1,10,0,0,5,5,44,8.8,1,0,1,14.4,14.4,8.2%,2021,4
19,Darrell Henderson Jr. (FA),14,89,6.4,15,0,0,5,6,27,5.4,0,0,1,14.1,14.1,22.3%,2021,4
20,Damien Williams (FA),8,55,6.9,23,1,1,2,2,15,7.5,0,0,1,14,14,1.0%,2021,4
21,Joe Mixon (CIN),16,67,4.2,11,0,1,1,2,0,0,0,0,1,13.2,13.2,99.9%,2021,4
22,Darrel Williams (ARI),10,42,4.2,10,0,1,2,2,16,8,0,0,1,12.8,12.8,1.5%,2021,4
23,Jeremy McNichols (PIT),1,11,11,11,0,0,8,12,74,9.3,0,0,1,12.5,12.5,0.0%,2021,4
24,Zack Moss (IND),14,61,4.4,17,0,1,0,1,0,0,0,0,1,12.1,12.1,46.2%,2021,4
25,Alvin Kamara (NO),26,120,4.6,10,0,0,0,0,0,0,0,0,1,12,12,99.3%,2021,4
26,Latavius Murray (DEN),18,59,3.3,11,0,1,0,0,0,0,0,0,1,11.9,11.9,76.1%,2021,4
27,Nick Chubb (CLE),21,100,4.8,13,0,0,1,1,5,5,0,0,1,11,11,99.9%,2021,4
28,AJ Dillon (GB),15,81,5.4,25,1,0,1,1,16,16,0,0,1,10.2,10.2,84.3%,2021,4
29,Michael Carter (NYJ),13,38,2.9,13,0,1,1,3,-4,-4,0,0,1,9.9,9.9,70.3%,2021,4
30,Mike Davis (FA),13,14,1.1,8,0,0,2,2,12,6,1,0,1,9.6,9.6,1.0%,2021,4
31,Aaron Jones (GB),15,48,3.2,15,0,0,3,4,51,17,0,1,1,9.4,9.4,99.2%,2021,4
32,Devin Singletary (BUF),14,79,5.6,15,0,0,1,1,7,7,0,0,1,9.1,9.1,91.5%,2021,4
33,Trey Sermon (PHI),19,89,4.7,15,0,0,0,0,0,0,0,0,1,8.9,8.9,0.1%,2021,4
34,Ronald Jones II (KC),6,25,4.2,8,0,1,0,0,0,0,0,0,1,8.5,8.5,2.5%,2021,4
35,Josh Jacobs (LV),13,40,3.1,10,0,0,5,5,17,3.4,0,0,1,8.2,8.2,99.4%,2021,4
36,Chuba Hubbard (CAR),13,57,4.4,14,0,0,2,2,14,7,0,0,1,8.1,8.1,33.1%,2021,4
37,Brandon Bolden (LV),1,0,0,0,0,0,6,6,51,8.5,0,0,1,8.1,8.1,0.2%,2021,4
38,Melvin Gordon III (KC),9,56,6.2,14,0,0,2,4,11,5.5,0,0,1,7.7,7.7,27.2%,2021,4
39,Javonte Williams (DEN),7,48,6.9,31,2,0,3,3,11,3.7,0,0,1,7.4,7.4,24.3%,2021,4
40,Rodney Smith (FA),0,0,0,0,0,0,5,5,48,9.6,0,0,1,7.3,7.3,0.0%,2021,4
41,D'Andre Swift (DET),8,16,2,6,0,0,4,6,33,8.3,0,0,1,6.9,6.9,97.7%,2021,4
42,Tony Pollard (DAL),10,67,6.7,18,0,0,0,0,0,0,0,0,1,6.7,6.7,94.9%,2021,4
43,Jamaal Williams (DET),14,66,4.7,11,0,0,0,0,0,0,0,0,1,6.6,6.6,88.5%,2021,4
44,Ty Montgomery (NE),2,7,3.5,5,0,0,3,3,42,14,0,0,1,6.4,6.4,0.5%,2021,4
45,David Johnson (NO),5,21,4.2,10,0,0,3,4,27,9,0,0,1,6.3,6.3,0.1%,2021,4
46,Miles Sanders (PHI),7,13,1.9,5,0,0,3,3,34,11.3,0,0,1,6.2,6.2,96.7%,2021,4
47,Kyle Juszczyk (SF),0,0,0,0,0,0,4,4,41,10.3,0,0,1,6.1,6.1,0.4%,2021,4
48,Dalvin Cook (MIN),9,34,3.8,13,0,0,2,6,10,5,0,0,1,5.4,5.4,99.9%,2021,4
49,Tevin Coleman (SF),4,14,3.5,8,0,0,2,2,17,8.5,0,0,1,4.1,4.1,0.2%,2021,4
50,Damien Harris (NE),4,-4,-1,1,0,0,2,2,30,15,0,0,1,3.6,3.6,50.3%,2021,4
51,Chris Carson (FA),13,30,2.3,8,0,0,1,1,1,1,0,0,1,3.6,3.6,0.3%,2021,4
52,Justin Jackson (DET),3,-4,-1.3,0,0,0,4,4,17,4.3,0,0,1,3.3,3.3,1.1%,2021,4
53,Malcolm Brown (LAR),8,23,2.9,4,0,0,1,1,4,4,0,0,1,3.2,3.2,0.1%,2021,4
54,Larry Rountree III (LAC),11,31,2.8,9,0,0,0,0,0,0,0,0,1,3.1,3.1,0.0%,2021,4
55,Wayne Gallman Jr. (SEA),6,29,4.8,13,0,0,0,1,0,0,0,0,1,2.9,2.9,0.0%,2021,4
56,Marlon Mack (DEN),10,22,2.2,12,0,0,1,2,1,1,0,0,1,2.8,2.8,5.7%,2021,4
57,Samaje Perine (CIN),3,7,2.3,4,0,0,1,1,15,15,0,0,1,2.7,2.7,46.7%,2021,4
58,Mark Ingram II (NO),6,24,4,12,0,0,0,0,0,0,0,0,1,2.4,2.4,4.2%,2021,4
59,Ty Johnson (NYJ),3,1,0.3,2,0,0,2,2,12,6,0,0,1,2.3,2.3,2.7%,2021,4
60,Salvon Ahmed (MIA),3,1,0.3,4,0,0,2,2,12,6,0,0,1,2.3,2.3,0.1%,2021,4
61,Demetric Felton Jr. (CLE),0,0,0,0,0,0,2,2,12,6,0,0,1,2.2,2.2,0.0%,2021,4
62,Alexander Mattison (MIN),10,20,2,6,0,0,0,0,0,0,0,0,1,2,2,25.1%,2021,4
63,Andy Janovich (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.0%,2021,4
64,Jaret Patterson (WAS),2,1,0.5,3,0,0,1,1,11,11,0,0,1,1.7,1.7,0.0%,2021,4
65,Devontae Booker (FA),1,6,6,6,0,0,1,1,6,6,0,0,1,1.7,1.7,0.0%,2021,4
66,Dwayne Washington (NO),1,5,5,5,0,0,1,1,6,6,0,0,1,1.6,1.6,0.1%,2021,4
67,Reggie Gilliam (BUF),1,1,1,1,0,0,1,1,8,8,0,0,1,1.4,1.4,0.1%,2021,4
68,Jacques Patrick (FA),2,12,6,8,0,0,0,0,0,0,0,0,1,1.2,1.2,0.0%,2021,4
69,Royce Freeman (HOU),3,12,4,6,0,0,0,0,0,0,0,0,1,1.2,1.2,1.5%,2021,4
70,Le'Veon Bell (FA),4,11,2.8,4,0,0,0,1,0,0,0,0,1,1.1,1.1,0.1%,2021,4
71,Tony Jones Jr. (SEA),3,8,2.7,3,0,0,1,3,-3,-3,0,0,1,1,1,6.4%,2021,4
72,Patrick Ricard (BAL),0,0,0,0,0,0,1,1,4,4,0,0,1,0.9,0.9,0.1%,2021,4
73,Ameer Abdullah (LV),0,0,0,0,0,0,1,1,2,2,0,0,1,0.7,0.7,2.7%,2021,4
74,Khalil Herbert (CHI),3,7,2.3,4,0,0,0,0,0,0,0,0,1,0.7,0.7,31.3%,2021,4
