Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,AJ Dillon (GB),21,66,3.1,11,0,2,2,2,62,31,0,0,1,25.8,25.8,84.3%,2021,10
2,Rhamondre Stevenson (NE),20,100,5,18,0,2,4,5,14,3.5,0,0,1,25.4,25.4,97.5%,2021,10
3,Darrel Williams (ARI),11,43,3.9,21,1,0,9,9,101,11.2,1,0,1,24.9,24.9,1.5%,2021,10
4,Jonathan Taylor (IND),21,116,5.5,34,3,1,6,8,10,1.7,0,0,1,21.6,21.6,80.5%,2021,10
5,Christian McCaffrey (SF),13,95,7.3,15,0,0,10,10,66,6.6,0,0,1,21.1,21.1,100.0%,2021,10
6,Antonio Gibson (WAS),24,64,2.7,15,0,2,2,2,14,7,0,0,1,20.8,20.8,77.4%,2021,10
7,Ezekiel Elliott (DAL),14,41,2.9,9,0,2,3,3,15,5,0,1,1,19.3,19.3,97.4%,2021,10
8,Dalvin Cook (MIN),24,94,3.9,12,0,1,3,5,24,8,0,0,1,19.3,19.3,99.9%,2021,10
9,D'Ernest Johnson (CLE),19,99,5.2,24,1,0,7,8,58,8.3,0,0,1,19.2,19.2,0.7%,2021,10
10,Mark Ingram II (NO),14,47,3.4,13,0,1,4,7,61,15.3,0,0,1,18.8,18.8,4.2%,2021,10
11,Matt Breida (NYG),3,28,9.3,15,0,1,3,3,22,7.3,1,1,1,16.5,16.5,3.3%,2021,10
12,James Robinson (NYJ),12,57,4.8,18,0,1,4,5,27,6.8,0,0,1,16.4,16.4,35.9%,2021,10
13,Michael Carter (NYJ),16,39,2.4,8,0,1,4,6,43,10.8,0,0,1,16.2,16.2,70.3%,2021,10
14,Najee Harris (PIT),26,105,4,12,0,0,4,4,28,7,0,0,1,15.3,15.3,97.8%,2021,10
15,D'Andre Swift (DET),33,130,3.9,21,1,0,3,6,5,1.7,0,0,1,15,15,97.7%,2021,10
16,James Conner (ARI),10,39,3.9,11,0,1,3,4,25,8.3,0,0,1,13.9,13.9,97.1%,2021,10
17,Austin Ekeler (LAC),11,44,4,9,0,0,3,6,15,5,1,0,1,13.4,13.4,100.0%,2021,10
18,Leonard Fournette (TB),11,47,4.3,8,0,0,8,9,45,5.6,0,0,1,13.2,13.2,97.5%,2021,10
19,Tony Pollard (DAL),11,42,3.8,15,0,0,6,7,56,9.3,0,0,1,12.8,12.8,94.9%,2021,10
20,Godwin Igwebuike (SEA),2,56,28,42,3,1,0,0,0,0,0,0,1,11.6,11.6,0.0%,2021,10
21,Boston Scott (PHI),11,81,7.4,23,2,0,2,2,24,12,0,0,1,11.5,11.5,1.2%,2021,10
22,Devin Singletary (BUF),7,43,6.1,15,0,1,1,1,6,6,0,0,1,11.4,11.4,91.5%,2021,10
23,Aaron Jones (GB),7,25,3.6,6,0,0,4,6,61,15.3,0,0,1,10.6,10.6,99.2%,2021,10
24,Jermar Jefferson (DET),3,41,13.7,28,1,1,0,0,0,0,0,0,1,10.1,10.1,0.0%,2021,10
25,Elijah Mitchell (SF),27,91,3.4,17,0,0,0,0,0,0,0,0,1,9.1,9.1,29.5%,2021,10
26,D'Onta Foreman (CAR),11,30,2.7,6,0,0,2,2,48,24,0,0,1,8.8,8.8,80.2%,2021,10
27,Melvin Gordon III (KC),9,45,5,15,0,1,1,4,-2,-2,0,1,1,8.8,8.8,27.2%,2021,10
28,Zack Moss (IND),7,27,3.9,11,0,1,0,0,0,0,0,0,1,8.7,8.7,46.2%,2021,10
29,Chuba Hubbard (CAR),9,27,3,16,0,1,0,0,0,0,0,0,1,8.7,8.7,33.1%,2021,10
30,Brandon Bolden (LV),3,32,10.7,22,1,0,3,3,38,12.7,0,0,1,8.5,8.5,0.2%,2021,10
31,Jordan Howard (FA),12,83,6.9,25,1,0,0,0,0,0,0,0,1,8.3,8.3,0.0%,2021,10
32,Wayne Gallman Jr. (SEA),15,55,3.7,17,0,0,1,2,21,21,0,0,1,8.1,8.1,0.0%,2021,10
33,Devonta Freeman (FA),10,35,3.5,12,0,0,3,4,23,7.7,0,0,1,7.3,7.3,0.0%,2021,10
34,Ameer Abdullah (LV),9,24,2.7,15,0,0,4,4,27,6.8,0,0,1,7.1,7.1,2.7%,2021,10
35,Larry Rountree III (LAC),5,10,2,5,0,1,0,0,0,0,0,0,1,7,7,0.0%,2021,10
36,Ty Johnson (NYJ),2,2,1,2,0,0,5,8,36,7.2,0,0,1,6.3,6.3,2.7%,2021,10
37,Josh Jacobs (LV),7,16,2.3,5,0,0,5,5,20,4,0,0,1,6.1,6.1,99.4%,2021,10
38,Darrell Henderson Jr. (FA),5,31,6.2,11,0,0,4,6,10,2.5,0,0,1,6.1,6.1,22.3%,2021,10
39,Javonte Williams (DEN),8,48,6,20,1,0,2,3,1,0.5,0,0,1,5.9,5.9,24.3%,2021,10
40,J.D. McKissic (WAS),2,4,2,2,0,0,4,4,35,8.8,0,0,1,5.9,5.9,8.2%,2021,10
41,Alex Collins (FA),10,41,4.1,10,0,0,1,1,8,8,0,0,1,5.4,5.4,19.0%,2021,10
42,Myles Gaskin (MIA),14,31,2.2,11,0,0,1,2,14,14,0,0,1,5,5,0.3%,2021,10
43,Alexander Mattison (MIN),4,16,4,7,0,0,1,1,24,24,0,0,1,4.5,4.5,25.1%,2021,10
44,Cordarrelle Patterson (ATL),4,25,6.3,14,0,0,1,2,14,14,0,0,1,4.4,4.4,83.0%,2021,10
45,Tevin Coleman (SF),4,29,7.3,15,0,0,2,3,4,2,0,0,1,4.3,4.3,0.2%,2021,10
46,Kenyan Drake (BAL),4,16,4,12,0,0,2,3,15,7.5,0,0,1,4.1,4.1,22.0%,2021,10
47,Sony Michel (FA),4,20,5,7,0,0,2,2,11,5.5,0,0,1,4.1,4.1,2.1%,2021,10
48,Travis Homer (SEA),1,2,2,2,0,0,3,4,23,7.7,0,0,1,4,4,15.5%,2021,10
49,Nyheim Hines (BUF),2,12,6,9,0,0,2,4,17,8.5,0,0,1,3.9,3.9,28.2%,2021,10
50,Jerick McKinnon (KC),3,26,8.7,18,0,0,1,3,6,6,0,0,1,3.7,3.7,86.0%,2021,10
51,Corey Clement (ARI),6,20,3.3,6,0,0,1,1,5,5,0,0,1,3,3,0.2%,2021,10
52,Jeff Wilson Jr. (MIA),10,28,2.8,6,0,0,0,0,0,0,0,0,1,2.8,2.8,70.1%,2021,10
53,C.J. Ham (MIN),0,0,0,0,0,0,3,3,13,4.3,0,0,1,2.8,2.8,0.1%,2021,10
54,Adrian Peterson (FA),8,21,2.6,6,0,0,1,1,-1,-1,0,0,1,2.5,2.5,2.1%,2021,10
55,Eno Benjamin (NO),6,22,3.7,9,0,0,0,1,0,0,0,0,1,2.2,2.2,10.5%,2021,10
56,Salvon Ahmed (MIA),2,6,3,4,0,0,1,1,9,9,0,0,1,2,2,0.1%,2021,10
57,Kenneth Gainwell (PHI),2,5,2.5,5,0,0,1,1,9,9,0,0,1,1.9,1.9,11.2%,2021,10
58,Derrick Gore (NO),6,19,3.2,5,0,0,0,0,0,0,0,0,1,1.9,1.9,0.0%,2021,10
59,Mike Davis (FA),4,18,4.5,7,0,0,0,1,0,0,0,0,1,1.8,1.8,1.0%,2021,10
60,Derek Watt (PIT),0,0,0,0,0,0,1,1,9,9,0,0,1,1.4,1.4,0.1%,2021,10
61,Jeremy McNichols (PIT),4,7,1.8,4,0,0,1,3,1,1,0,0,1,1.3,1.3,0.0%,2021,10
62,Giovani Bernard (TB),1,4,4,4,0,0,1,3,4,4,0,0,1,1.3,1.3,0.2%,2021,10
63,J.J. Taylor (NE),6,11,1.8,3,0,0,0,0,0,0,0,0,1,1.1,1.1,0.1%,2021,10
64,Kyle Juszczyk (SF),0,0,0,0,0,0,1,1,6,6,0,0,1,1.1,1.1,0.4%,2021,10
65,Alec Ingold (MIA),0,0,0,0,0,0,1,1,5,5,0,0,1,1,1,0.1%,2021,10
66,Carlos Hyde (FA),2,4,2,5,0,0,1,2,0,0,0,0,1,0.9,0.9,0.0%,2021,10
67,Jalen Richard (FA),0,0,0,0,0,0,1,1,3,3,0,0,1,0.8,0.8,1.0%,2021,10
68,Dwayne Washington (NO),2,8,4,4,0,0,0,0,0,0,0,0,1,0.8,0.8,0.1%,2021,10
69,Patrick Laird (TB),0,0,0,0,0,0,1,1,2,2,0,0,1,0.7,0.7,0.0%,2021,10
70,Jaret Patterson (WAS),4,7,1.8,5,0,0,0,0,0,0,0,0,1,0.7,0.7,0.0%,2021,10
71,Patrick Taylor Jr. (GB),2,7,3.5,5,0,0,0,0,0,0,0,0,1,0.7,0.7,0.0%,2021,10
72,Joshua Kelley (LAC),1,6,6,6,0,0,0,0,0,0,0,0,1,0.6,0.6,6.7%,2021,10
73,Keith Smith (ATL),1,5,5,5,0,0,0,0,0,0,0,0,1,0.5,0.5,0.0%,2021,10
74,Benny Snell Jr. (PIT),1,4,4,4,0,0,0,0,0,0,0,0,1,0.4,0.4,1.3%,2021,10
75,Ty Montgomery (NE),1,2,2,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.5%,2021,10
76,Le'Veon Bell (FA),3,1,0.3,1,0,0,0,0,0,0,0,0,1,0.1,0.1,0.1%,2021,10
