Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Justin Jackson (DET),11,64,5.8,17,0,2,8,9,98,12.3,0,1,1,30.2,30.2,1.1%,2021,16
2,Joe Mixon (CIN),18,65,3.6,19,0,1,6,6,70,11.7,1,0,1,28.5,28.5,99.9%,2021,16
3,Damien Harris (NE),18,103,5.7,31,2,3,0,0,0,0,0,0,1,28.3,28.3,50.3%,2021,16
4,Rex Burkhead (HOU),22,149,6.8,36,3,2,2,2,0,0,0,0,1,27.9,27.9,9.1%,2021,16
5,Nick Chubb (CLE),17,126,7.4,27,1,1,3,4,58,19.3,0,0,1,25.9,25.9,99.9%,2021,16
6,Chase Edmonds (DEN),16,56,3.5,11,0,1,8,9,71,8.9,0,0,1,22.7,22.7,24.1%,2021,16
7,David Montgomery (CHI),21,45,2.1,11,0,1,7,9,61,8.7,0,0,1,20.1,20.1,95.9%,2021,16
8,Sony Michel (FA),27,131,4.9,16,0,1,1,4,4,4,0,0,1,20,20,2.1%,2021,16
9,Rashaad Penny (SEA),17,135,7.9,32,5,1,0,1,0,0,0,0,1,19.5,19.5,15.8%,2021,16
10,Ezekiel Elliott (DAL),9,37,4.1,11,0,1,1,1,5,5,1,0,1,16.7,16.7,97.4%,2021,16
11,Devin Singletary (BUF),12,39,3.3,7,0,1,5,6,39,7.8,0,0,1,16.3,16.3,91.5%,2021,16
12,Ronald Jones II (KC),20,65,3.3,16,0,1,2,3,16,8,0,0,1,15.1,15.1,2.5%,2021,16
13,Alexander Mattison (MIN),13,41,3.2,18,0,1,3,4,29,9.7,0,0,1,14.5,14.5,25.1%,2021,16
14,Dare Ogunbowale (HOU),17,57,3.4,9,0,1,2,4,15,7.5,0,0,1,14.2,14.2,2.7%,2021,16
15,Najee Harris (PIT),19,93,4.9,21,1,0,5,7,17,3.4,0,0,1,13.5,13.5,97.8%,2021,16
16,Michael Carter (NYJ),16,118,7.4,38,2,0,2,3,6,3,0,0,1,13.4,13.4,70.3%,2021,16
17,Jeff Wilson Jr. (MIA),14,45,3.2,9,0,1,3,3,12,4,0,0,1,13.2,13.2,70.1%,2021,16
18,Ke'Shawn Vaughn (TB),7,70,10,55,4,1,0,1,0,0,0,0,1,13,13,0.5%,2021,16
19,Antonio Gibson (WAS),6,29,4.8,15,0,0,2,4,29,14.5,1,0,1,12.8,12.8,77.4%,2021,16
