Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Dallas Cowboys (DAL),5,1,2,2,1,0,0,1,23,23,90.0%,2022,5
2,New England Patriots (NE),2,1,1,1,1,0,0,1,22,22,52.5%,2022,5
3,San Francisco 49ers (SF),6,1,0,0,1,0,0,1,15,15,96.0%,2022,5
4,Buffalo Bills (BUF),3,1,1,0,0,0,0,1,14,14,96.0%,2022,5
5,Denver Broncos (DEN),6,2,0,3,0,0,0,1,14,14,32.3%,2022,5
6,Indianapolis Colts (IND),4,2,0,1,0,0,0,1,14,14,52.9%,2022,5
7,Houston Texans (HOU),0,2,0,0,0,0,0,1,11,11,0.8%,2022,5
8,New York Jets (NYJ),2,1,1,1,0,1,0,1,9,9,19.1%,2022,5
9,Tampa Bay Buccaneers (TB),5,0,0,1,0,0,0,1,6,6,84.2%,2022,5
10,Baltimore Ravens (BAL),3,1,0,0,0,0,0,1,6,6,90.6%,2022,5
11,Tennessee Titans (TEN),3,1,0,0,0,0,0,1,6,6,26.8%,2022,5
12,Jacksonville Jaguars (JAC),1,0,0,0,0,0,0,1,5,5,22.8%,2022,5
13,Washington Commanders (WAS),5,0,0,0,0,0,0,1,5,5,51.3%,2022,5
14,Carolina Panthers (CAR),2,0,1,1,0,0,0,1,5,5,7.6%,2022,5
15,Los Angeles Rams (LAR),3,0,0,2,0,0,0,1,4,4,34.8%,2022,5
16,Cincinnati Bengals (CIN),1,1,0,0,0,0,0,1,4,4,33.1%,2022,5
17,Chicago Bears (CHI),1,1,0,0,0,0,0,1,4,4,2.2%,2022,5
18,Philadelphia Eagles (PHI),1,1,0,0,0,0,0,1,4,4,57.2%,2022,5
19,Minnesota Vikings (MIN),2,0,1,2,0,0,0,1,4,4,19.7%,2022,5
20,New Orleans Saints (NO),3,0,1,2,0,0,0,1,4,4,62.8%,2022,5
21,Arizona Cardinals (ARI),2,0,0,0,0,0,0,1,3,3,9.3%,2022,5
22,Green Bay Packers (GB),1,0,0,0,0,1,0,1,3,3,67.2%,2022,5
23,New York Giants (NYG),2,0,0,1,0,0,0,1,2,2,24.7%,2022,5
24,Las Vegas Raiders (LV),3,0,0,0,0,0,0,1,2,2,11.2%,2022,5
25,Pittsburgh Steelers (PIT),0,1,1,1,0,0,0,1,2,2,50.2%,2022,5
26,Detroit Lions (DET),0,1,0,0,0,0,0,1,2,2,4.0%,2022,5
27,Los Angeles Chargers (LAC),0,1,0,0,0,0,0,1,1,1,42.7%,2022,5
28,Seattle Seahawks (SEA),1,1,1,1,0,0,0,1,1,1,15.0%,2022,5
29,Kansas City Chiefs (KC),2,0,0,1,0,0,0,1,1,1,46.4%,2022,5
30,Atlanta Falcons (ATL),0,0,0,0,0,0,0,1,0,0,2.7%,2022,5
31,Cleveland Browns (CLE),1,0,0,0,0,0,0,1,0,0,42.7%,2022,5
32,Miami Dolphins (MIA),2,0,0,0,0,0,0,1,-2,-2,24.9%,2022,5
