Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Washington Commanders (WAS),5,2,0,0,1,0,0,1,19,19,51.3%,2022,11
2,Baltimore Ravens (BAL),4,2,1,1,0,0,0,1,17,17,90.6%,2022,11
3,New England Patriots (NE),4,0,0,0,0,0,1,1,17,17,52.5%,2022,11
4,Dallas Cowboys (DAL),7,0,1,1,0,0,0,1,16,16,90.0%,2022,11
5,Atlanta Falcons (ATL),4,1,0,0,0,0,1,1,12,12,2.7%,2022,11
6,Detroit Lions (DET),2,2,1,1,0,0,0,1,11,11,4.0%,2022,11
7,San Francisco 49ers (SF),3,2,0,1,0,0,0,1,11,11,96.0%,2022,11
8,New York Jets (NYJ),6,0,0,0,0,0,0,1,10,10,19.1%,2022,11
9,Carolina Panthers (CAR),3,1,0,0,0,0,0,1,9,9,7.6%,2022,11
10,Kansas City Chiefs (KC),5,1,1,1,0,0,0,1,9,9,46.4%,2022,11
11,Indianapolis Colts (IND),3,0,2,3,0,0,0,1,8,8,52.9%,2022,11
12,Philadelphia Eagles (PHI),4,0,1,1,0,0,0,1,7,7,57.2%,2022,11
13,Las Vegas Raiders (LV),3,0,0,1,0,0,0,1,6,6,11.2%,2022,11
14,New Orleans Saints (NO),4,0,0,0,0,0,0,1,5,5,62.8%,2022,11
15,Green Bay Packers (GB),3,1,0,0,0,0,0,1,5,5,67.2%,2022,11
16,Buffalo Bills (BUF),1,0,1,0,0,0,0,1,5,5,96.0%,2022,11
17,Tennessee Titans (TEN),1,0,0,1,0,0,0,1,4,4,26.8%,2022,11
18,Chicago Bears (CHI),0,0,2,1,0,0,0,1,4,4,2.2%,2022,11
19,Los Angeles Rams (LAR),4,0,0,0,0,0,0,1,4,4,34.8%,2022,11
20,Pittsburgh Steelers (PIT),2,2,0,0,0,0,0,1,2,2,50.2%,2022,11
21,Los Angeles Chargers (LAC),1,0,1,2,0,0,0,1,2,2,42.7%,2022,11
22,Houston Texans (HOU),0,0,0,0,0,0,0,1,1,1,0.8%,2022,11
23,Denver Broncos (DEN),1,0,0,0,0,0,0,1,1,1,32.3%,2022,11
24,Cleveland Browns (CLE),2,0,0,0,0,0,0,1,1,1,42.7%,2022,11
25,Cincinnati Bengals (CIN),2,0,0,0,0,0,0,1,1,1,33.1%,2022,11
30,New York Giants (NYG),0,0,0,1,0,0,0,1,-1,-1,24.7%,2022,11
31,Minnesota Vikings (MIN),0,0,0,0,0,0,0,1,-4,-4,19.7%,2022,11
32,Arizona Cardinals (ARI),0,0,0,0,0,0,0,1,-4,-4,9.3%,2022,11
