Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New Orleans Saints (NO),4,1,0,0,0,0,0,1,16,16,62.8%,2022,8
2,Philadelphia Eagles (PHI),6,1,1,2,0,0,0,1,14,14,57.2%,2022,8
3,Seattle Seahawks (SEA),5,0,2,1,0,0,0,1,13,13,15.0%,2022,8
4,Cleveland Browns (CLE),5,1,1,1,0,0,0,1,13,13,42.7%,2022,8
5,Dallas Cowboys (DAL),4,0,1,1,1,0,0,1,11,11,90.0%,2022,8
6,Minnesota Vikings (MIN),4,2,1,0,0,0,0,1,10,10,19.7%,2022,8
7,Tennessee Titans (TEN),3,1,0,0,0,0,0,1,9,9,26.8%,2022,8
8,New England Patriots (NE),2,3,0,0,0,0,0,1,9,9,52.5%,2022,8
9,Atlanta Falcons (ATL),1,1,0,0,1,0,0,1,8,8,2.7%,2022,8
10,New York Jets (NYJ),6,1,0,1,0,0,0,1,8,8,19.1%,2022,8
11,Houston Texans (HOU),3,1,1,0,0,0,0,1,8,8,0.8%,2022,8
12,Washington Commanders (WAS),2,0,2,1,0,0,0,1,7,7,51.3%,2022,8
13,Cincinnati Bengals (CIN),2,1,1,1,0,0,0,1,7,7,33.1%,2022,8
14,Denver Broncos (DEN),2,2,0,1,0,0,0,1,7,7,32.3%,2022,8
15,Arizona Cardinals (ARI),3,0,1,1,0,0,0,1,6,6,9.3%,2022,8
16,Green Bay Packers (GB),2,2,0,1,0,0,0,1,6,6,67.2%,2022,8
17,Carolina Panthers (CAR),2,2,0,1,0,0,0,1,5,5,7.6%,2022,8
18,Buffalo Bills (BUF),2,1,0,0,0,0,0,1,5,5,96.0%,2022,8
19,Indianapolis Colts (IND),2,1,0,0,0,0,0,1,5,5,52.9%,2022,8
20,New York Giants (NYG),3,0,1,1,0,0,0,1,5,5,24.7%,2022,8
21,Baltimore Ravens (BAL),3,0,1,0,0,0,0,1,5,5,90.6%,2022,8
22,Tampa Bay Buccaneers (TB),3,0,0,0,0,0,0,1,5,5,84.2%,2022,8
23,Jacksonville Jaguars (JAC),3,1,0,0,0,0,0,1,5,5,22.8%,2022,8
24,Detroit Lions (DET),2,0,1,1,0,0,0,1,3,3,4.0%,2022,8
25,San Francisco 49ers (SF),2,0,0,0,0,0,0,1,3,3,96.0%,2022,8
26,Los Angeles Rams (LAR),3,0,0,1,0,0,0,1,2,2,34.8%,2022,8
27,Miami Dolphins (MIA),1,0,0,0,0,0,0,1,1,1,24.9%,2022,8
29,Las Vegas Raiders (LV),0,0,0,0,0,0,0,1,0,0,11.2%,2022,8
31,Pittsburgh Steelers (PIT),3,0,0,0,0,0,0,1,-1,-1,50.2%,2022,8
32,Chicago Bears (CHI),1,1,0,0,0,0,0,1,-1,-1,2.2%,2022,8
