Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Tampa Bay Buccaneers (TB),6,3,2,3,1,0,0,1,26,26,84.2%,2022,2
2,Jacksonville Jaguars (JAC),5,3,0,1,0,0,0,1,21,21,22.8%,2022,2
3,Buffalo Bills (BUF),2,2,2,0,1,0,0,1,20,20,96.0%,2022,2
4,Atlanta Falcons (ATL),1,2,1,1,0,1,1,1,16,16,2.7%,2022,2
5,San Francisco 49ers (SF),2,2,1,0,0,0,0,1,15,15,96.0%,2022,2
6,Philadelphia Eagles (PHI),2,3,0,1,0,0,0,1,12,12,57.2%,2022,2
7,Kansas City Chiefs (KC),2,1,0,0,1,0,0,1,10,10,46.4%,2022,2
8,Green Bay Packers (GB),3,1,0,0,0,0,0,1,9,9,67.2%,2022,2
9,Seattle Seahawks (SEA),1,0,0,1,0,0,1,1,9,9,15.0%,2022,2
10,Arizona Cardinals (ARI),1,0,1,2,1,0,0,1,9,9,9.3%,2022,2
11,Detroit Lions (DET),5,1,0,1,0,1,0,1,9,9,4.0%,2022,2
12,Los Angeles Rams (LAR),3,2,1,1,0,0,0,1,9,9,34.8%,2022,2
13,New England Patriots (NE),3,1,1,0,0,0,0,1,8,8,52.5%,2022,2
14,New York Giants (NYG),2,0,2,2,0,0,0,1,7,7,24.7%,2022,2
15,Dallas Cowboys (DAL),6,0,0,1,0,0,0,1,7,7,90.0%,2022,2
16,Baltimore Ravens (BAL),1,2,0,0,0,0,1,1,7,7,90.6%,2022,2
17,Denver Broncos (DEN),3,0,0,2,0,0,0,1,7,7,32.3%,2022,2
18,Minnesota Vikings (MIN),3,1,0,0,0,0,0,1,7,7,19.7%,2022,2
19,Houston Texans (HOU),3,1,0,0,0,0,0,1,6,6,0.8%,2022,2
20,Chicago Bears (CHI),3,0,1,0,0,0,0,1,5,5,2.2%,2022,2
21,Cincinnati Bengals (CIN),1,0,1,1,0,0,0,1,4,4,33.1%,2022,2
22,Carolina Panthers (CAR),3,0,0,0,0,0,0,1,4,4,7.6%,2022,2
23,New Orleans Saints (NO),1,0,1,0,0,0,0,1,4,4,62.8%,2022,2
24,Las Vegas Raiders (LV),1,1,0,0,0,0,0,1,3,3,11.2%,2022,2
25,Pittsburgh Steelers (PIT),0,1,0,0,0,0,0,1,3,3,50.2%,2022,2
26,Cleveland Browns (CLE),2,0,1,2,0,0,0,1,3,3,42.7%,2022,2
27,New York Jets (NYJ),1,1,0,0,0,0,0,1,2,2,19.1%,2022,2
28,Los Angeles Chargers (LAC),1,0,0,0,0,0,0,1,1,1,42.7%,2022,2
29,Indianapolis Colts (IND),0,0,0,0,0,0,0,1,0,0,52.9%,2022,2
30,Washington Commanders (WAS),3,0,0,0,0,0,0,1,-1,-1,51.3%,2022,2
31,Tennessee Titans (TEN),1,0,0,0,0,0,0,1,-3,-3,26.8%,2022,2
32,Miami Dolphins (MIA),0,0,0,0,0,0,0,1,-4,-4,24.9%,2022,2
