Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Denver Broncos (DEN),4,1,2,1,0,1,0,1,16,16,32.3%,2022,3
2,Carolina Panthers (CAR),1,2,1,1,1,0,0,1,16,16,7.6%,2022,3
3,Cincinnati Bengals (CIN),4,2,2,3,0,0,0,1,16,16,33.1%,2022,3
4,Philadelphia Eagles (PHI),9,0,1,2,0,0,0,1,15,15,57.2%,2022,3
5,Green Bay Packers (GB),3,0,2,2,0,0,0,1,11,11,67.2%,2022,3
6,Baltimore Ravens (BAL),3,3,1,2,0,0,0,1,11,11,90.6%,2022,3
7,Cleveland Browns (CLE),1,0,1,1,1,0,0,1,10,10,42.7%,2022,3
8,Dallas Cowboys (DAL),5,1,0,0,0,0,0,1,10,10,90.0%,2022,3
9,Jacksonville Jaguars (JAC),1,1,1,1,0,0,0,1,9,9,22.8%,2022,3
10,Houston Texans (HOU),5,2,0,0,0,0,0,1,9,9,0.8%,2022,3
11,Miami Dolphins (MIA),4,0,1,2,0,0,0,1,9,9,24.9%,2022,3
12,Kansas City Chiefs (KC),5,0,1,2,0,0,0,1,8,8,46.4%,2022,3
13,San Francisco 49ers (SF),4,0,0,2,0,0,0,1,8,8,96.0%,2022,3
14,Seattle Seahawks (SEA),3,1,1,1,0,0,0,1,7,7,15.0%,2022,3
15,Los Angeles Rams (LAR),2,0,0,0,0,0,0,1,6,6,34.8%,2022,3
16,Chicago Bears (CHI),1,2,0,2,0,0,0,1,6,6,2.2%,2022,3
17,Indianapolis Colts (IND),1,1,1,0,0,0,0,1,6,6,52.9%,2022,3
18,Tampa Bay Buccaneers (TB),1,1,1,2,0,0,0,1,6,6,84.2%,2022,3
19,Washington Commanders (WAS),3,0,0,0,0,1,0,1,5,5,51.3%,2022,3
20,New Orleans Saints (NO),3,0,0,0,0,0,0,1,4,4,62.8%,2022,3
21,New York Jets (NYJ),2,0,1,1,0,0,0,1,4,4,19.1%,2022,3
22,New England Patriots (NE),4,1,1,1,0,0,0,1,4,4,52.5%,2022,3
23,Atlanta Falcons (ATL),2,1,0,0,0,0,0,1,4,4,2.7%,2022,3
24,Buffalo Bills (BUF),2,0,0,0,0,1,0,1,4,4,96.0%,2022,3
25,Arizona Cardinals (ARI),1,0,1,1,0,0,0,1,4,4,9.3%,2022,3
26,Las Vegas Raiders (LV),1,1,0,1,0,0,0,1,3,3,11.2%,2022,3
27,Tennessee Titans (TEN),1,1,0,1,0,0,0,1,3,3,26.8%,2022,3
28,Pittsburgh Steelers (PIT),2,0,0,0,0,0,0,1,2,2,50.2%,2022,3
29,Minnesota Vikings (MIN),0,1,0,0,0,0,0,1,2,2,19.7%,2022,3
30,Detroit Lions (DET),1,0,1,0,0,0,0,1,2,2,4.0%,2022,3
31,New York Giants (NYG),0,0,0,0,0,0,0,1,0,0,24.7%,2022,3
32,Los Angeles Chargers (LAC),0,0,0,0,0,0,0,1,-4,-4,42.7%,2022,3
