Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Indianapolis Colts (IND),7,2,1,1,1,0,1,1,23,23,52.9%,2022,15
2,New York Giants (NYG),3,0,2,4,1,0,0,1,17,17,24.7%,2022,15
3,Cleveland Browns (CLE),3,1,1,1,0,0,0,1,16,16,42.7%,2022,15
4,Detroit Lions (DET),4,1,0,0,0,0,1,1,13,13,4.0%,2022,15
5,Jacksonville Jaguars (JAC),3,2,0,0,1,0,0,1,12,12,22.8%,2022,15
6,New England Patriots (NE),3,1,0,2,1,0,0,1,11,11,52.5%,2022,15
7,Las Vegas Raiders (LV),0,0,1,1,1,0,0,1,11,11,11.2%,2022,15
8,Green Bay Packers (GB),5,1,0,1,0,0,0,1,11,11,67.2%,2022,15
9,Arizona Cardinals (ARI),7,1,1,1,0,0,0,1,11,11,9.3%,2022,15
10,Denver Broncos (DEN),3,3,0,0,0,0,0,1,10,10,32.3%,2022,15
11,Cincinnati Bengals (CIN),1,2,2,1,0,0,0,1,9,9,33.1%,2022,15
12,Philadelphia Eagles (PHI),6,0,1,3,0,0,0,1,9,9,57.2%,2022,15
13,San Francisco 49ers (SF),3,0,1,2,0,0,0,1,9,9,96.0%,2022,15
14,Tennessee Titans (TEN),3,2,0,0,0,0,0,1,8,8,26.8%,2022,15
15,Los Angeles Chargers (LAC),4,1,0,1,0,0,0,1,7,7,42.7%,2022,15
16,Chicago Bears (CHI),1,2,1,1,0,0,0,1,7,7,2.2%,2022,15
17,Los Angeles Rams (LAR),3,1,1,1,0,0,0,1,7,7,34.8%,2022,15
18,Baltimore Ravens (BAL),3,0,0,0,0,0,0,1,7,7,90.6%,2022,15
19,New Orleans Saints (NO),4,0,1,1,0,0,0,1,7,7,62.8%,2022,15
20,Dallas Cowboys (DAL),1,1,2,2,0,0,0,1,6,6,90.0%,2022,15
21,Houston Texans (HOU),2,0,2,2,0,0,0,1,5,5,0.8%,2022,15
22,Minnesota Vikings (MIN),3,0,1,2,0,0,0,1,5,5,19.7%,2022,15
23,Pittsburgh Steelers (PIT),4,0,0,1,0,0,0,1,5,5,50.2%,2022,15
24,Atlanta Falcons (ATL),2,0,1,1,0,0,0,1,4,4,2.7%,2022,15
25,Tampa Bay Buccaneers (TB),2,1,0,1,0,0,0,1,3,3,84.2%,2022,15
26,Miami Dolphins (MIA),2,0,1,2,0,0,0,1,3,3,24.9%,2022,15
27,Kansas City Chiefs (KC),1,0,1,1,0,0,0,1,3,3,46.4%,2022,15
28,Seattle Seahawks (SEA),1,0,0,0,0,0,0,1,1,1,15.0%,2022,15
29,New York Jets (NYJ),0,0,0,0,0,0,0,1,1,1,19.1%,2022,15
30,Carolina Panthers (CAR),1,0,0,0,0,0,0,1,1,1,7.6%,2022,15
31,Buffalo Bills (BUF),2,0,0,1,0,0,0,1,1,1,96.0%,2022,15
32,Washington Commanders (WAS),0,0,0,1,0,0,0,1,1,1,51.3%,2022,15
