Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,San Francisco 49ers (SF),7,1,1,1,1,0,0,1,21,21,96.0%,2022,4
2,New York Giants (NYG),6,0,3,3,0,0,0,1,16,16,24.7%,2022,4
3,Philadelphia Eagles (PHI),4,1,4,3,0,0,0,1,15,15,57.2%,2022,4
4,Arizona Cardinals (ARI),2,2,1,0,0,0,0,1,12,12,9.3%,2022,4
5,New York Jets (NYJ),3,4,0,0,0,0,0,1,12,12,19.1%,2022,4
6,New England Patriots (NE),1,1,1,1,1,0,0,1,11,11,52.5%,2022,4
7,Las Vegas Raiders (LV),3,0,1,1,1,0,0,1,11,11,11.2%,2022,4
8,Tennessee Titans (TEN),3,1,2,3,0,0,0,1,10,10,26.8%,2022,4
9,Dallas Cowboys (DAL),2,2,0,1,0,0,0,1,10,10,90.0%,2022,4
10,Jacksonville Jaguars (JAC),2,1,0,0,1,0,0,1,9,9,22.8%,2022,4
11,Carolina Panthers (CAR),1,1,0,1,1,0,0,1,9,9,7.6%,2022,4
12,Cincinnati Bengals (CIN),1,2,0,0,0,0,0,1,8,8,33.1%,2022,4
13,Los Angeles Chargers (LAC),4,2,0,1,0,0,0,1,8,8,42.7%,2022,4
14,Seattle Seahawks (SEA),1,1,1,1,1,0,0,1,7,7,15.0%,2022,4
15,Buffalo Bills (BUF),2,2,0,0,0,0,0,1,7,7,96.0%,2022,4
16,Green Bay Packers (GB),4,0,1,1,0,0,0,1,7,7,67.2%,2022,4
17,Chicago Bears (CHI),1,1,1,1,0,0,0,1,6,6,2.2%,2022,4
18,Atlanta Falcons (ATL),1,1,1,1,0,0,0,1,6,6,2.7%,2022,4
19,Minnesota Vikings (MIN),2,0,2,1,0,0,0,1,6,6,19.7%,2022,4
20,Pittsburgh Steelers (PIT),1,2,0,0,0,0,0,1,5,5,50.2%,2022,4
21,Baltimore Ravens (BAL),1,1,1,1,0,0,0,1,5,5,90.6%,2022,4
22,Kansas City Chiefs (KC),1,0,2,1,0,0,0,1,4,4,46.4%,2022,4
23,New Orleans Saints (NO),3,1,0,0,0,0,0,1,4,4,62.8%,2022,4
24,Washington Commanders (WAS),1,0,0,0,0,0,0,1,3,3,51.3%,2022,4
25,Cleveland Browns (CLE),1,1,0,0,0,0,0,1,3,3,42.7%,2022,4
26,Indianapolis Colts (IND),3,0,0,0,0,0,0,1,3,3,52.9%,2022,4
27,Houston Texans (HOU),1,0,1,0,0,0,0,1,2,2,0.8%,2022,4
28,Denver Broncos (DEN),2,0,0,0,0,0,0,1,2,2,32.3%,2022,4
29,Los Angeles Rams (LAR),0,0,0,0,0,0,0,1,1,1,34.8%,2022,4
30,Tampa Bay Buccaneers (TB),3,1,0,0,0,0,0,1,1,1,84.2%,2022,4
31,Miami Dolphins (MIA),1,0,0,0,0,0,0,1,1,1,24.9%,2022,4
32,Detroit Lions (DET),0,0,1,0,0,0,0,1,-2,-2,4.0%,2022,4
