Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New England Patriots (NE),6,1,1,1,1,0,0,1,20,20,52.5%,2022,14
2,Kansas City Chiefs (KC),6,2,0,0,1,0,0,1,15,15,46.4%,2022,14
3,Buffalo Bills (BUF),4,0,2,3,0,0,0,1,12,12,96.0%,2022,14
4,Jacksonville Jaguars (JAC),4,1,3,2,0,0,0,1,12,12,22.8%,2022,14
5,Baltimore Ravens (BAL),2,3,0,0,0,0,0,1,11,11,90.6%,2022,14
6,Miami Dolphins (MIA),4,0,0,0,0,0,0,1,10,10,24.9%,2022,14
7,San Francisco 49ers (SF),0,2,1,1,0,0,0,1,10,10,96.0%,2022,14
8,Philadelphia Eagles (PHI),7,0,1,1,0,0,0,1,9,9,57.2%,2022,14
9,New York Jets (NYJ),3,0,0,0,0,1,0,1,8,8,19.1%,2022,14
10,Detroit Lions (DET),4,0,2,2,0,0,0,1,8,8,4.0%,2022,14
11,Cincinnati Bengals (CIN),2,1,0,0,0,0,0,1,8,8,33.1%,2022,14
12,Denver Broncos (DEN),2,3,0,0,0,0,0,1,7,7,32.3%,2022,14
13,Houston Texans (HOU),1,2,1,1,0,0,0,1,7,7,0.8%,2022,14
14,Carolina Panthers (CAR),3,2,0,0,0,0,0,1,7,7,7.6%,2022,14
15,Las Vegas Raiders (LV),4,0,1,1,0,0,0,1,7,7,11.2%,2022,14
16,Los Angeles Chargers (LAC),2,0,0,1,0,0,0,1,6,6,42.7%,2022,14
17,Los Angeles Rams (LAR),0,2,0,0,0,0,0,1,5,5,34.8%,2022,14
18,Dallas Cowboys (DAL),0,1,1,1,0,0,0,1,4,4,90.0%,2022,14
19,Cleveland Browns (CLE),2,1,0,0,0,0,0,1,4,4,42.7%,2022,14
20,Pittsburgh Steelers (PIT),2,0,0,1,0,0,0,1,3,3,50.2%,2022,14
21,Arizona Cardinals (ARI),1,1,0,0,0,0,0,1,3,3,9.3%,2022,14
22,New York Giants (NYG),4,0,0,0,0,0,0,1,2,2,24.7%,2022,14
23,Seattle Seahawks (SEA),2,0,0,0,0,0,0,1,1,1,15.0%,2022,14
30,Minnesota Vikings (MIN),0,0,0,0,0,0,0,1,-1,-1,19.7%,2022,14
31,Tampa Bay Buccaneers (TB),0,0,1,1,0,0,0,1,-2,-2,84.2%,2022,14
32,Tennessee Titans (TEN),0,0,0,0,0,0,0,1,-4,-4,26.8%,2022,14
