Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Dallas Cowboys (DAL),5,2,3,4,0,0,0,1,22,22,90.0%,2022,7
2,Tennessee Titans (TEN),3,2,1,1,1,0,0,1,19,19,26.8%,2022,7
3,Arizona Cardinals (ARI),0,3,0,0,2,0,0,1,17,17,9.3%,2022,7
4,Kansas City Chiefs (KC),5,2,1,1,0,1,0,1,13,13,46.4%,2022,7
5,Miami Dolphins (MIA),2,3,0,0,0,0,0,1,12,12,24.9%,2022,7
6,Baltimore Ravens (BAL),5,0,2,3,0,0,0,1,12,12,90.6%,2022,7
7,Chicago Bears (CHI),1,3,1,0,0,0,0,1,10,10,2.2%,2022,7
8,Las Vegas Raiders (LV),1,1,0,0,1,0,0,1,10,10,11.2%,2022,7
9,Green Bay Packers (GB),1,1,0,0,1,0,0,1,9,9,67.2%,2022,7
10,Carolina Panthers (CAR),1,0,0,0,0,0,0,1,8,8,7.6%,2022,7
11,Indianapolis Colts (IND),2,0,1,0,0,0,0,1,8,8,52.9%,2022,7
12,Seattle Seahawks (SEA),3,1,1,2,0,0,0,1,7,7,15.0%,2022,7
13,New York Jets (NYJ),1,1,0,0,0,0,0,1,7,7,19.1%,2022,7
14,New York Giants (NYG),0,0,1,1,0,0,0,1,5,5,24.7%,2022,7
15,New England Patriots (NE),4,1,0,2,0,0,0,1,5,5,52.5%,2022,7
16,Cleveland Browns (CLE),3,0,1,1,0,0,0,1,5,5,42.7%,2022,7
17,Cincinnati Bengals (CIN),3,0,0,0,0,0,0,1,4,4,33.1%,2022,7
18,Detroit Lions (DET),2,0,1,1,0,0,0,1,4,4,4.0%,2022,7
19,Los Angeles Chargers (LAC),2,1,1,0,0,1,0,1,4,4,42.7%,2022,7
20,Denver Broncos (DEN),3,0,0,0,0,0,0,1,4,4,32.3%,2022,7
21,Washington Commanders (WAS),0,0,1,0,0,0,0,1,3,3,51.3%,2022,7
22,San Francisco 49ers (SF),1,1,1,0,0,0,0,1,1,1,96.0%,2022,7
23,New Orleans Saints (NO),2,0,0,1,0,0,0,1,1,1,62.8%,2022,7
24,Jacksonville Jaguars (JAC),1,0,0,0,0,0,0,1,1,1,22.8%,2022,7
25,Tampa Bay Buccaneers (TB),1,0,0,0,0,0,0,1,1,1,84.2%,2022,7
26,Pittsburgh Steelers (PIT),0,0,0,0,0,0,0,1,1,1,50.2%,2022,7
30,Houston Texans (HOU),1,0,0,0,0,0,0,1,0,0,0.8%,2022,7
32,Atlanta Falcons (ATL),3,0,0,0,0,0,0,1,-1,-1,2.7%,2022,7
