Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Minnesota Vikings (MIN),2,2,2,1,1,0,0,1,15,15,19.7%,2022,10
2,Washington Commanders (WAS),1,1,3,2,1,0,0,1,15,15,51.3%,2022,10
3,Tennessee Titans (TEN),6,1,0,1,0,0,0,1,12,12,26.8%,2022,10
4,Detroit Lions (DET),3,1,0,1,1,0,0,1,10,10,4.0%,2022,10
5,Pittsburgh Steelers (PIT),2,2,0,1,0,0,0,1,10,10,50.2%,2022,10
6,Carolina Panthers (CAR),5,1,0,0,0,0,0,1,10,10,7.6%,2022,10
7,New York Giants (NYG),4,1,1,1,0,0,0,1,9,9,24.7%,2022,10
8,Arizona Cardinals (ARI),3,1,1,1,0,0,0,1,8,8,9.3%,2022,10
9,Buffalo Bills (BUF),4,2,0,1,0,0,0,1,8,8,96.0%,2022,10
10,New Orleans Saints (NO),6,0,0,1,0,0,0,1,7,7,62.8%,2022,10
11,Philadelphia Eagles (PHI),3,1,1,1,0,0,0,1,7,7,57.2%,2022,10
12,Miami Dolphins (MIA),3,0,1,1,0,0,0,1,6,6,24.9%,2022,10
13,Tampa Bay Buccaneers (TB),3,0,1,1,0,0,0,1,6,6,84.2%,2022,10
14,San Francisco 49ers (SF),3,1,0,1,0,0,0,1,6,6,96.0%,2022,10
15,Jacksonville Jaguars (JAC),0,1,2,1,0,0,0,1,6,6,22.8%,2022,10
16,Kansas City Chiefs (KC),5,0,0,0,0,0,0,1,6,6,46.4%,2022,10
17,Dallas Cowboys (DAL),2,0,2,2,0,0,0,1,5,5,90.0%,2022,10
18,Green Bay Packers (GB),2,2,0,0,0,0,0,1,5,5,67.2%,2022,10
19,Denver Broncos (DEN),1,0,1,1,0,0,0,1,4,4,32.3%,2022,10
20,Seattle Seahawks (SEA),0,2,0,0,0,0,0,1,4,4,15.0%,2022,10
21,Las Vegas Raiders (LV),1,0,1,2,0,0,0,1,3,3,11.2%,2022,10
22,Indianapolis Colts (IND),2,0,0,0,0,0,0,1,3,3,52.9%,2022,10
23,Houston Texans (HOU),3,0,0,0,0,0,0,1,3,3,0.8%,2022,10
24,Los Angeles Chargers (LAC),1,0,1,1,0,0,0,1,3,3,42.7%,2022,10
25,Los Angeles Rams (LAR),2,0,0,1,0,0,0,1,2,2,34.8%,2022,10
26,Chicago Bears (CHI),2,0,0,0,0,0,0,1,2,2,2.2%,2022,10
27,Atlanta Falcons (ATL),1,0,0,0,0,0,0,1,1,1,2.7%,2022,10
32,Cleveland Browns (CLE),1,0,0,0,0,0,0,1,-3,-3,42.7%,2022,10
