Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Green Bay Packers (GB),2,3,1,1,1,0,1,1,23,23,67.2%,2022,18
2,New Orleans Saints (NO),6,1,0,2,1,0,0,1,18,18,62.8%,2022,18
3,Seattle Seahawks (SEA),4,2,1,1,0,0,0,1,17,17,15.0%,2022,18
4,Jacksonville Jaguars (JAC),2,0,1,1,1,0,0,1,17,17,22.8%,2022,18
5,Detroit Lions (DET),7,1,1,1,0,0,0,1,15,15,4.0%,2022,18
6,New York Giants (NYG),2,1,0,0,1,0,0,1,14,14,24.7%,2022,18
7,Cleveland Browns (CLE),3,3,0,0,0,0,0,1,13,13,42.7%,2022,18
8,New England Patriots (NE),2,2,0,0,1,0,0,1,12,12,52.5%,2022,18
9,Dallas Cowboys (DAL),2,1,1,2,0,0,0,1,10,10,90.0%,2022,18
10,Philadelphia Eagles (PHI),7,1,0,0,0,0,0,1,10,10,57.2%,2022,18
11,Los Angeles Chargers (LAC),3,0,1,1,0,0,0,1,9,9,42.7%,2022,18
12,Tampa Bay Buccaneers (TB),2,1,2,4,0,0,0,1,8,8,84.2%,2022,18
13,Kansas City Chiefs (KC),4,1,1,1,0,0,0,1,8,8,46.4%,2022,18
14,Cincinnati Bengals (CIN),0,0,0,0,0,0,0,1,7,7,33.1%,2022,18
15,Pittsburgh Steelers (PIT),1,1,0,0,0,0,0,1,7,7,50.2%,2022,18
16,Tennessee Titans (TEN),1,2,1,0,0,0,0,1,7,7,26.8%,2022,18
17,Denver Broncos (DEN),0,1,1,0,0,0,0,1,6,6,32.3%,2022,18
18,Carolina Panthers (CAR),3,0,1,1,0,0,0,1,6,6,7.6%,2022,18
19,Houston Texans (HOU),2,2,0,0,0,0,0,1,6,6,0.8%,2022,18
20,Atlanta Falcons (ATL),2,0,0,0,0,0,0,1,5,5,2.7%,2022,18
21,Washington Commanders (WAS),5,0,0,0,0,0,0,1,5,5,51.3%,2022,18
22,Arizona Cardinals (ARI),1,0,1,0,0,0,0,1,4,4,9.3%,2022,18
23,New York Jets (NYJ),4,0,0,0,0,0,0,1,4,4,19.1%,2022,18
24,Buffalo Bills (BUF),0,0,0,0,0,0,0,1,4,4,96.0%,2022,18
25,Miami Dolphins (MIA),3,0,0,0,0,0,0,1,4,4,24.9%,2022,18
26,San Francisco 49ers (SF),0,2,0,0,0,0,0,1,3,3,96.0%,2022,18
27,Baltimore Ravens (BAL),2,0,0,0,0,0,0,1,3,3,90.6%,2022,18
28,Indianapolis Colts (IND),0,0,1,1,0,0,0,1,1,1,52.9%,2022,18
29,Minnesota Vikings (MIN),1,0,0,0,0,0,0,1,-1,-1,19.7%,2022,18
30,Los Angeles Rams (LAR),0,0,0,0,0,0,0,1,-1,-1,34.8%,2022,18
31,Las Vegas Raiders (LV),0,1,0,0,0,0,0,1,-2,-2,11.2%,2022,18
32,Chicago Bears (CHI),2,0,0,0,0,0,0,1,-2,-2,2.2%,2022,18
