Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Miami Dolphins (MIA),5,2,1,3,1,0,0,1,18,18,24.9%,2022,12
2,San Francisco 49ers (SF),1,0,2,2,0,0,0,1,15,15,96.0%,2022,12
3,Carolina Panthers (CAR),3,0,2,1,0,0,0,1,11,11,7.6%,2022,12
4,Kansas City Chiefs (KC),3,2,0,0,0,0,0,1,11,11,46.4%,2022,12
5,Pittsburgh Steelers (PIT),3,1,1,2,0,0,0,1,10,10,50.2%,2022,12
6,Minnesota Vikings (MIN),3,0,0,0,0,0,1,1,9,9,19.7%,2022,12
7,Tennessee Titans (TEN),1,0,0,0,0,0,0,1,8,8,26.8%,2022,12
8,Buffalo Bills (BUF),2,0,2,1,0,1,0,1,8,8,96.0%,2022,12
9,New York Jets (NYJ),2,1,0,1,0,0,0,1,8,8,19.1%,2022,12
10,Houston Texans (HOU),5,0,1,0,0,0,0,1,7,7,0.8%,2022,12
11,Washington Commanders (WAS),1,1,0,0,0,0,0,1,7,7,51.3%,2022,12
12,Las Vegas Raiders (LV),3,1,1,0,0,0,0,1,6,6,11.2%,2022,12
13,Tampa Bay Buccaneers (TB),4,1,0,0,0,0,0,1,6,6,84.2%,2022,12
14,Philadelphia Eagles (PHI),3,2,0,0,0,0,0,1,6,6,57.2%,2022,12
15,Baltimore Ravens (BAL),4,0,1,2,0,0,0,1,5,5,90.6%,2022,12
16,Jacksonville Jaguars (JAC),1,0,2,3,0,0,0,1,5,5,22.8%,2022,12
17,Los Angeles Chargers (LAC),1,1,1,1,0,0,0,1,5,5,42.7%,2022,12
18,Cincinnati Bengals (CIN),1,0,0,1,0,0,0,1,5,5,33.1%,2022,12
19,New Orleans Saints (NO),1,0,0,0,0,0,0,1,5,5,62.8%,2022,12
20,Arizona Cardinals (ARI),4,0,0,1,0,0,0,1,4,4,9.3%,2022,12
21,Los Angeles Rams (LAR),0,1,1,0,0,0,0,1,4,4,34.8%,2022,12
22,Cleveland Browns (CLE),3,0,0,0,0,0,0,1,4,4,42.7%,2022,12
23,Detroit Lions (DET),3,1,0,0,0,0,0,1,4,4,4.0%,2022,12
24,Dallas Cowboys (DAL),3,0,0,1,0,0,0,1,4,4,90.0%,2022,12
25,New York Giants (NYG),0,2,0,0,0,0,0,1,3,3,24.7%,2022,12
26,Atlanta Falcons (ATL),0,1,0,0,0,0,0,1,3,3,2.7%,2022,12
27,Indianapolis Colts (IND),3,0,0,0,0,0,0,1,3,3,52.9%,2022,12
28,New England Patriots (NE),1,1,0,0,0,0,0,1,2,2,52.5%,2022,12
29,Denver Broncos (DEN),0,0,1,1,0,0,0,1,2,2,32.3%,2022,12
30,Seattle Seahawks (SEA),1,2,0,0,0,0,0,1,1,1,15.0%,2022,12
31,Chicago Bears (CHI),1,0,0,0,0,0,0,1,0,0,2.2%,2022,12
32,Green Bay Packers (GB),2,0,1,1,0,0,0,1,0,0,67.2%,2022,12
