Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Chris Boswell (PIT),3,3,100,54,0,0,0,1,2,2,3,1,16,16,16.2%,2021,9
2,Brandon McManus (DEN),3,4,75,53,0,1,0,1,1,1,2,1,13,13,34.8%,2021,9
3,Matt Gay (LAR),3,3,100,54,0,1,1,0,1,1,1,1,12,12,41.5%,2021,9
4,Graham Gano (NYG),3,3,100,38,0,0,3,0,0,2,2,1,11,11,69.0%,2021,9
5,Chase McLaughlin (IND),2,3,66.7,28,0,2,0,0,0,5,5,1,11,11,7.7%,2021,9
6,Matthew Wright (KC),3,4,75,55,0,1,1,0,1,0,0,1,11,11,3.0%,2021,9
7,Daniel Carlson (LV),3,4,75,32,0,2,1,0,0,1,1,1,10,10,91.4%,2021,9
8,Justin Tucker (BAL),2,2,100,37,0,0,2,0,0,4,4,1,10,10,98.9%,2021,9
9,Ka'imi Fairbairn (HOU),3,3,100,40,0,1,1,1,0,0,0,1,10,10,1.9%,2021,9
10,Harrison Butker (KC),2,2,100,55,0,1,0,0,1,1,1,1,9,9,89.1%,2021,9
11,Brian Johnson (FA),2,2,100,52,0,0,1,0,1,1,1,1,9,9,0.0%,2021,9
12,Younghoe Koo (ATL),2,2,100,32,0,1,1,0,0,3,3,1,9,9,42.7%,2021,9
13,Michael Badgley (DET),1,1,100,39,0,0,1,0,0,6,6,1,9,9,27.8%,2021,9
14,Cairo Santos (CHI),2,3,66.7,30,0,1,1,0,0,3,3,1,9,9,12.0%,2021,9
15,Matt Prater (ARI),1,1,100,26,0,1,0,0,0,4,4,1,7,7,15.5%,2021,9
16,Zane Gonzalez (CAR),2,2,100,49,0,0,1,1,0,0,0,1,7,7,0.1%,2021,9
17,Greg Joseph (MIN),1,1,100,36,0,0,1,0,0,4,4,1,7,7,28.6%,2021,9
18,Dustin Hopkins (LAC),2,2,100,30,0,1,1,0,0,1,2,1,7,7,2.6%,2021,9
19,Tyler Bass (BUF),2,2,100,41,0,1,0,1,0,0,0,1,7,7,92.4%,2021,9
20,Jason Sanders (MIA),1,1,100,42,0,0,0,1,0,2,2,1,6,6,13.7%,2021,9
21,Nick Folk (NE),1,2,50,37,0,0,1,0,0,3,3,1,6,6,71.6%,2021,9
22,Jake Elliott (PHI),1,1,100,24,0,1,0,0,0,3,3,1,6,6,27.6%,2021,9
23,Matt Ammendola (GB),1,1,100,33,0,0,1,0,0,3,3,1,6,6,0.1%,2021,9
24,Robbie Gould (SF),1,1,100,26,0,1,0,0,0,2,2,1,5,5,43.1%,2021,9
25,Randy Bullock (TEN),0,0,0,0,0,0,0,0,0,4,4,1,4,4,1.5%,2021,9
26,Evan McPherson (CIN),1,1,100,27,0,1,0,0,0,1,1,1,4,4,85.1%,2021,9
27,Mason Crosby (GB),0,2,0,0,0,0,0,0,0,1,1,1,1,1,4.5%,2021,9
28,Michael Palardy (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2021,9
29,Greg Zuerlein (NYJ),0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3%,2021,9
