Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Matt Prater (ARI),3,3,100,53,0,0,0,1,2,2,2,1,16,16,15.5%,2021,14
2,Justin Tucker (BAL),3,3,100,55,0,0,0,1,2,1,1,1,15,15,98.9%,2021,14
3,Harrison Butker (KC),2,2,100,54,0,0,1,0,1,6,6,1,14,14,89.1%,2021,14
4,Cairo Santos (CHI),3,3,100,44,0,1,0,2,0,3,3,1,14,14,12.0%,2021,14
5,Matt Gay (LAR),3,3,100,55,0,0,2,0,1,3,3,1,14,14,41.5%,2021,14
6,Dustin Hopkins (LAC),3,3,100,39,0,2,1,0,0,4,4,1,13,13,2.6%,2021,14
7,Greg Joseph (MIN),3,4,75,42,0,1,1,1,0,3,4,1,13,13,28.6%,2021,14
8,Greg Zuerlein (NYJ),4,4,100,38,0,1,3,0,0,1,1,1,13,13,13.3%,2021,14
9,Evan McPherson (CIN),3,4,75,41,0,1,1,1,0,2,2,1,12,12,85.1%,2021,14
10,Younghoe Koo (ATL),3,3,100,48,0,0,2,1,0,2,2,1,12,12,42.7%,2021,14
11,Brett Maher (DAL),3,3,100,37,0,1,2,0,0,3,3,1,12,12,79.4%,2021,14
12,Eddy Pineiro (CAR),3,3,100,46,0,0,2,1,0,0,0,1,10,10,4.6%,2021,14
13,Brandon McManus (DEN),1,1,100,52,0,0,0,0,1,5,5,1,10,10,34.8%,2021,14
14,Ryan Succop (TB),2,2,100,24,0,2,0,0,0,3,3,1,9,9,33.6%,2021,14
15,Ka'imi Fairbairn (HOU),2,2,100,61,0,1,0,0,1,1,1,1,9,9,1.9%,2021,14
16,Randy Bullock (TEN),2,3,66.7,44,0,1,0,1,0,2,2,1,9,9,1.5%,2021,14
17,Tyler Bass (BUF),2,2,100,25,0,2,0,0,0,3,3,1,9,9,92.4%,2021,14
18,Mason Crosby (GB),1,1,100,20,0,1,0,0,0,6,6,1,9,9,4.5%,2021,14
19,Robbie Gould (SF),2,3,66.7,33,0,1,1,0,0,2,2,1,8,8,43.1%,2021,14
20,Chase McLaughlin (IND),1,2,50,43,0,0,0,1,0,3,3,1,7,7,7.7%,2021,14
21,Jason Myers (SEA),2,2,100,38,0,0,2,0,0,1,3,1,7,7,54.2%,2021,14
22,Riley Patterson (JAC),1,1,100,36,0,0,1,0,0,1,1,1,4,4,6.0%,2021,14
23,Zane Gonzalez (CAR),0,0,0,0,0,0,0,0,0,3,3,1,3,3,0.1%,2021,14
24,Daniel Carlson (LV),1,1,100,26,0,1,0,0,0,0,1,1,3,3,91.4%,2021,14
25,Chris Boswell (PIT),0,1,0,0,0,0,0,0,0,2,2,1,2,2,16.2%,2021,14
26,Graham Gano (NYG),0,0,0,0,0,0,0,0,0,1,1,1,1,1,69.0%,2021,14
27,Matthew Wright (KC),0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0%,2021,14
28,Brian Johnson (FA),0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0%,2021,14
29,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2021,14
