Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Robbie Gould (SF),2,3,66.7,52,0,0,0,1,1,5,5,1,14,14,43.1%,2021,1
2,Joey Slye (WAS),3,3,100,40,0,2,0,1,0,4,4,1,14,14,1.9%,2021,1
3,Chris Boswell (PIT),3,3,100,45,0,2,0,1,0,2,2,1,12,12,16.2%,2021,1
4,Matt Gay (LAR),2,2,100,53,0,1,0,0,1,4,4,1,12,12,41.5%,2021,1
5,Greg Zuerlein (NYJ),3,5,60,48,0,1,1,1,0,2,3,1,12,12,13.3%,2021,1
6,Dustin Hopkins (LAC),3,4,75,48,0,0,1,2,0,1,1,1,12,12,2.6%,2021,1
7,Evan McPherson (CIN),2,2,100,53,0,0,1,0,1,3,3,1,11,11,85.1%,2021,1
8,Justin Tucker (BAL),2,2,100,47,0,0,0,2,0,3,3,1,11,11,98.9%,2021,1
9,Tyler Bass (BUF),3,3,100,42,0,1,1,1,0,1,1,1,11,11,92.4%,2021,1
10,Daniel Carlson (LV),2,2,100,55,0,0,1,0,1,3,3,1,11,11,91.4%,2021,1
11,Nick Folk (NE),3,3,100,42,0,1,1,1,0,1,1,1,11,11,71.6%,2021,1
12,Harrison Butker (KC),2,2,100,43,0,1,0,1,0,3,3,1,10,10,89.1%,2021,1
13,Brandon McManus (DEN),2,2,100,36,0,1,1,0,0,3,3,1,9,9,34.8%,2021,1
14,Aldrick Rosas (FA),1,1,100,44,0,0,0,1,0,5,5,1,9,9,0.0%,2021,1
15,Tristan Vizcaino (NE),2,2,100,33,0,1,1,0,0,2,2,1,8,8,0.0%,2021,1
16,Greg Joseph (MIN),1,1,100,53,0,0,0,0,1,3,3,1,8,8,28.6%,2021,1
17,Matt Prater (ARI),1,2,50,34,0,0,1,0,0,5,5,1,8,8,15.5%,2021,1
18,Jake Elliott (PHI),1,1,100,43,0,0,0,1,0,3,3,1,7,7,27.6%,2021,1
19,Ryan Succop (TB),1,1,100,36,0,0,1,0,0,4,4,1,7,7,33.6%,2021,1
20,Ryan Santoso (FA),2,2,100,29,0,2,0,0,0,1,2,1,7,7,0.0%,2021,1
21,Jason Sanders (MIA),1,1,100,48,0,0,0,1,0,2,2,1,6,6,13.7%,2021,1
22,Austin Seibert (FA),1,2,50,49,0,0,0,1,0,2,2,1,6,6,0.2%,2021,1
23,Younghoe Koo (ATL),2,2,100,27,0,2,0,0,0,0,0,1,6,6,42.7%,2021,1
24,Rodrigo Blankenship (FA),1,1,100,21,0,1,0,0,0,1,1,1,4,4,0.7%,2021,1
25,Jason Myers (SEA),0,0,0,0,0,0,0,0,0,4,4,1,4,4,54.2%,2021,1
26,Chase McLaughlin (IND),0,0,0,0,0,0,0,0,0,3,3,1,3,3,7.7%,2021,1
27,Josh Lambo (FA),0,1,0,0,0,0,0,0,0,3,3,1,3,3,0.0%,2021,1
28,Mason Crosby (GB),1,1,100,39,0,0,1,0,0,0,0,1,3,3,4.5%,2021,1
29,Cairo Santos (CHI),0,0,0,0,0,0,0,0,0,2,2,1,2,2,12.0%,2021,1
30,Michael Badgley (DET),0,1,0,0,0,0,0,0,0,1,2,1,1,1,27.8%,2021,1
31,Graham Gano (NYG),0,0,0,0,0,0,0,0,0,1,1,1,1,1,69.0%,2021,1
32,Elliott Fry (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,1
33,Cameron Nizialek (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,1
34,Matt Ammendola (GB),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2021,1
35,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2021,1
36,Michael Palardy (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2021,1
