Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Jason Myers (SEA),3,3,100,51,0,0,1,1,1,6,6,1,18,18,54.2%,2021,17
2,Chris Boswell (PIT),4,4,100,50,0,1,1,1,1,2,2,1,17,17,16.2%,2021,17
3,Justin Tucker (BAL),4,4,100,46,0,1,1,2,0,1,1,1,15,15,98.9%,2021,17
4,Matt Prater (ARI),4,4,100,53,0,2,1,0,1,1,1,1,15,15,15.5%,2021,17
5,Brett Maher (DAL),4,4,100,41,0,1,1,2,0,0,1,1,14,14,79.4%,2021,17
6,Mason Crosby (GB),3,3,100,37,0,0,3,0,0,4,4,1,13,13,4.5%,2021,17
7,Daniel Carlson (LV),3,3,100,47,0,0,1,2,0,2,2,1,13,13,91.4%,2021,17
8,Joey Slye (WAS),3,3,100,55,0,0,2,0,1,1,1,1,12,12,1.9%,2021,17
9,Randy Bullock (TEN),2,2,100,44,0,1,0,1,0,4,4,1,11,11,1.5%,2021,17
10,Robbie Gould (SF),3,3,100,37,0,1,2,0,0,2,2,1,11,11,43.1%,2021,17
11,Evan McPherson (CIN),2,2,100,46,0,1,0,1,0,4,4,1,11,11,85.1%,2021,17
12,Dustin Hopkins (LAC),2,2,100,23,1,1,0,0,0,4,4,1,10,10,2.6%,2021,17
13,Michael Badgley (DET),2,2,100,46,0,0,0,2,0,2,2,1,10,10,27.8%,2021,17
14,Jake Elliott (PHI),2,2,100,42,0,0,0,2,0,2,2,1,10,10,27.6%,2021,17
15,Cairo Santos (CHI),2,2,100,44,0,1,0,1,0,3,3,1,10,10,12.0%,2021,17
16,Brandon McManus (DEN),2,2,100,61,0,1,0,0,1,1,1,1,9,9,34.8%,2021,17
17,Nick Folk (NE),1,1,100,43,0,0,0,1,0,5,6,1,9,9,71.6%,2021,17
18,Eddy Pineiro (CAR),1,1,100,51,0,0,0,0,1,3,3,1,8,8,4.6%,2021,17
19,Ryan Succop (TB),2,2,100,39,0,1,1,0,0,2,2,1,8,8,33.6%,2021,17
20,Harrison Butker (KC),1,1,100,34,0,0,1,0,0,4,4,1,7,7,89.1%,2021,17
21,Younghoe Koo (ATL),2,2,100,28,0,2,0,0,0,1,1,1,7,7,42.7%,2021,17
22,Greg Joseph (MIN),1,1,100,51,0,0,0,0,1,1,1,1,6,6,28.6%,2021,17
23,Matthew Wright (KC),1,1,100,29,0,1,0,0,0,1,1,1,4,4,3.0%,2021,17
24,Lirim Hajrullahu (FA),1,2,50,32,0,0,1,0,0,1,1,1,4,4,0.0%,2021,17
25,Tyler Bass (BUF),0,0,0,0,0,0,0,0,0,3,3,1,3,3,92.4%,2021,17
26,Riley Patterson (JAC),0,1,0,0,0,0,0,0,0,3,3,1,3,3,6.0%,2021,17
27,Graham Gano (NYG),1,1,100,38,0,0,1,0,0,0,0,1,3,3,69.0%,2021,17
28,Jason Sanders (MIA),1,2,50,39,0,0,1,0,0,0,0,1,3,3,13.7%,2021,17
29,Matt Gay (LAR),0,1,0,0,0,0,0,0,0,2,2,1,2,2,41.5%,2021,17
30,Greg Zuerlein (NYJ),0,1,0,0,0,0,0,0,0,2,2,1,2,2,13.3%,2021,17
31,Chase McLaughlin (IND),0,0,0,0,0,0,0,0,0,2,2,1,2,2,7.7%,2021,17
32,Ka'imi Fairbairn (HOU),0,1,0,0,0,0,0,0,0,1,1,1,1,1,1.9%,2021,17
33,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2021,17
34,Michael Palardy (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2021,17
