Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New England Patriots (NE),1,3,0,1,1,0,0,1,20,20,52.5%,2021,9
2,Cleveland Browns (CLE),5,2,1,1,1,0,0,1,18,18,42.7%,2021,9
3,Miami Dolphins (MIA),5,3,1,1,0,0,0,1,17,17,24.9%,2021,9
4,Jacksonville Jaguars (JAC),4,2,1,2,0,0,0,1,17,17,22.8%,2021,9
5,Tennessee Titans (TEN),5,2,0,0,1,0,0,1,16,16,26.8%,2021,9
6,Houston Texans (HOU),4,2,3,2,0,0,0,1,15,15,0.8%,2021,9
7,New York Giants (NYG),1,2,1,1,1,0,0,1,14,14,24.7%,2021,9
8,Minnesota Vikings (MIN),3,2,0,0,0,0,1,1,12,12,19.7%,2021,9
9,Arizona Cardinals (ARI),5,1,2,2,0,0,0,1,12,12,9.3%,2021,9
10,Kansas City Chiefs (KC),1,1,1,0,0,0,0,1,11,11,46.4%,2021,9
11,Chicago Bears (CHI),4,0,1,0,1,0,0,1,11,11,2.2%,2021,9
12,Buffalo Bills (BUF),2,0,1,1,0,0,0,1,8,8,96.0%,2021,9
13,Pittsburgh Steelers (PIT),3,1,1,0,0,0,0,1,7,7,50.2%,2021,9
14,Carolina Panthers (CAR),2,1,1,2,0,0,0,1,7,7,7.6%,2021,9
15,Denver Broncos (DEN),2,1,1,0,0,0,0,1,7,7,32.3%,2021,9
16,Las Vegas Raiders (LV),3,0,1,1,0,0,0,1,6,6,11.2%,2021,9
17,Los Angeles Rams (LAR),3,1,0,0,0,0,0,1,5,5,34.8%,2021,9
18,Indianapolis Colts (IND),2,1,1,1,0,0,0,1,5,5,52.9%,2021,9
19,Green Bay Packers (GB),1,0,0,0,0,0,0,1,5,5,67.2%,2021,9
20,Dallas Cowboys (DAL),4,0,0,0,0,0,0,1,3,3,90.0%,2021,9
21,Atlanta Falcons (ATL),1,0,1,1,0,0,0,1,3,3,2.7%,2021,9
22,New Orleans Saints (NO),2,0,0,1,0,0,0,1,2,2,62.8%,2021,9
23,San Francisco 49ers (SF),2,0,0,1,0,0,0,1,1,1,96.0%,2021,9
24,Los Angeles Chargers (LAC),1,0,0,0,0,0,0,1,1,1,42.7%,2021,9
25,Philadelphia Eagles (PHI),0,0,0,0,0,0,0,1,0,0,57.2%,2021,9
26,Baltimore Ravens (BAL),0,0,0,0,0,0,0,1,-1,-1,90.6%,2021,9
27,Cincinnati Bengals (CIN),2,0,0,1,0,0,0,1,-2,-2,33.1%,2021,9
28,New York Jets (NYJ),1,0,0,2,0,0,0,1,-3,-3,19.1%,2021,9
