Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Miami Dolphins (MIA),8,2,0,0,1,0,0,1,25,25,24.9%,2021,16
2,Dallas Cowboys (DAL),5,2,0,1,1,0,1,1,24,24,90.0%,2021,16
3,Tampa Bay Buccaneers (TB),7,1,0,1,0,0,0,1,16,16,84.2%,2021,16
4,Philadelphia Eagles (PHI),2,2,0,1,1,0,0,1,16,16,57.2%,2021,16
5,Green Bay Packers (GB),5,4,0,0,0,0,0,1,13,13,67.2%,2021,16
6,Kansas City Chiefs (KC),2,1,2,1,0,0,0,1,12,12,46.4%,2021,16
7,Houston Texans (HOU),1,2,1,1,1,0,0,1,12,12,0.8%,2021,16
8,Los Angeles Rams (LAR),3,1,0,1,0,0,1,1,11,11,34.8%,2021,16
9,New York Jets (NYJ),1,0,1,2,0,0,1,1,9,9,19.1%,2021,16
10,Denver Broncos (DEN),2,1,2,1,0,0,0,1,9,9,32.3%,2021,16
11,Tennessee Titans (TEN),2,2,0,2,0,0,0,1,7,7,26.8%,2021,16
12,Detroit Lions (DET),3,0,1,1,0,0,0,1,6,6,4.0%,2021,16
13,Las Vegas Raiders (LV),2,0,0,0,0,0,0,1,6,6,11.2%,2021,16
14,New Orleans Saints (NO),3,1,0,1,0,0,0,1,6,6,62.8%,2021,16
15,Buffalo Bills (BUF),1,2,0,0,0,0,0,1,5,5,96.0%,2021,16
16,San Francisco 49ers (SF),4,0,0,0,0,0,0,1,5,5,96.0%,2021,16
17,Minnesota Vikings (MIN),0,3,0,0,0,0,0,1,5,5,19.7%,2021,16
18,Seattle Seahawks (SEA),4,0,0,1,0,0,0,1,4,4,15.0%,2021,16
19,Cincinnati Bengals (CIN),1,1,0,1,0,0,0,1,3,3,33.1%,2021,16
20,Jacksonville Jaguars (JAC),1,0,0,0,1,0,0,1,3,3,22.8%,2021,16
21,Atlanta Falcons (ATL),0,1,0,0,0,0,0,1,3,3,2.7%,2021,16
22,Indianapolis Colts (IND),0,0,0,0,0,1,0,1,3,3,52.9%,2021,16
23,Arizona Cardinals (ARI),2,0,0,0,0,0,0,1,2,2,9.3%,2021,16
24,Chicago Bears (CHI),2,0,0,0,0,0,0,1,2,2,2.2%,2021,16
25,New York Giants (NYG),1,0,0,1,0,0,0,1,0,0,24.7%,2021,16
26,Cleveland Browns (CLE),0,0,0,0,0,0,0,1,0,0,42.7%,2021,16
27,New England Patriots (NE),0,0,0,0,0,0,0,1,-1,-1,52.5%,2021,16
28,Carolina Panthers (CAR),0,0,0,0,0,0,0,1,-1,-1,7.6%,2021,16
29,Baltimore Ravens (BAL),3,0,0,0,0,0,0,1,-1,-1,90.6%,2021,16
30,Washington Commanders (WAS),3,0,0,0,0,0,0,1,-1,-1,51.3%,2021,16
31,Pittsburgh Steelers (PIT),2,0,0,1,0,0,0,1,-2,-2,50.2%,2021,16
32,Los Angeles Chargers (LAC),1,0,0,0,0,0,0,1,-3,-3,42.7%,2021,16
