Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Los Angeles Chargers (LAC),6,2,2,2,1,0,0,1,20,20,42.7%,2021,13
2,Indianapolis Colts (IND),4,1,1,1,0,0,0,1,18,18,52.9%,2021,13
3,Dallas Cowboys (DAL),2,4,0,1,1,0,0,1,17,17,90.0%,2021,13
4,Kansas City Chiefs (KC),1,2,1,1,1,0,0,1,17,17,46.4%,2021,13
5,Arizona Cardinals (ARI),3,4,0,0,0,0,0,1,11,11,9.3%,2021,13
6,Tampa Bay Buccaneers (TB),5,0,1,1,0,0,0,1,11,11,84.2%,2021,13
7,Los Angeles Rams (LAR),2,0,2,2,0,0,0,1,10,10,34.8%,2021,13
8,Pittsburgh Steelers (PIT),7,1,0,1,0,0,0,1,10,10,50.2%,2021,13
9,San Francisco 49ers (SF),4,1,2,4,0,0,0,1,9,9,96.0%,2021,13
10,Seattle Seahawks (SEA),1,2,1,0,0,1,0,1,9,9,15.0%,2021,13
11,Miami Dolphins (MIA),3,1,0,0,0,0,0,1,9,9,24.9%,2021,13
12,New England Patriots (NE),2,0,1,0,0,0,0,1,8,8,52.5%,2021,13
13,Atlanta Falcons (ATL),0,1,0,0,1,0,0,1,7,7,2.7%,2021,13
14,Cincinnati Bengals (CIN),4,1,2,2,0,0,0,1,6,6,33.1%,2021,13
15,Minnesota Vikings (MIN),3,1,1,2,0,0,0,1,6,6,19.7%,2021,13
16,Detroit Lions (DET),3,0,1,1,0,0,0,1,5,5,4.0%,2021,13
17,Philadelphia Eagles (PHI),2,1,0,0,0,0,0,1,5,5,57.2%,2021,13
18,Denver Broncos (DEN),1,1,0,0,0,0,0,1,4,4,32.3%,2021,13
19,Las Vegas Raiders (LV),1,1,0,0,0,0,0,1,4,4,11.2%,2021,13
20,Washington Commanders (WAS),2,0,0,0,0,0,0,1,3,3,51.3%,2021,13
21,New Orleans Saints (NO),1,1,0,0,0,0,0,1,3,3,62.8%,2021,13
22,New York Giants (NYG),2,0,0,0,0,0,0,1,3,3,24.7%,2021,13
23,Buffalo Bills (BUF),0,0,1,0,0,0,0,1,3,3,96.0%,2021,13
24,Baltimore Ravens (BAL),1,0,0,0,0,0,0,1,2,2,90.6%,2021,13
25,Houston Texans (HOU),1,0,1,1,0,0,0,1,2,2,0.8%,2021,13
26,New York Jets (NYJ),2,0,0,0,0,0,0,1,1,1,19.1%,2021,13
27,Chicago Bears (CHI),1,0,0,0,0,0,0,1,0,0,2.2%,2021,13
28,Jacksonville Jaguars (JAC),1,0,0,0,0,0,0,1,-3,-3,22.8%,2021,13
