Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Miami Dolphins (MIA),2,1,2,0,2,0,0,1,20,20,24.9%,2021,18
2,Washington Commanders (WAS),3,2,1,0,1,0,0,1,19,19,51.3%,2021,18
3,Minnesota Vikings (MIN),7,2,0,0,1,0,0,1,18,18,19.7%,2021,18
4,Buffalo Bills (BUF),9,0,0,1,0,0,0,1,15,15,96.0%,2021,18
5,Jacksonville Jaguars (JAC),6,1,1,2,0,0,0,1,14,14,22.8%,2021,18
6,Pittsburgh Steelers (PIT),3,2,1,1,0,0,0,1,13,13,50.2%,2021,18
7,Cincinnati Bengals (CIN),1,1,1,1,1,0,0,1,11,11,33.1%,2021,18
8,New Orleans Saints (NO),3,1,2,3,0,0,0,1,10,10,62.8%,2021,18
9,Kansas City Chiefs (KC),1,0,1,1,1,0,0,1,9,9,46.4%,2021,18
10,San Francisco 49ers (SF),5,2,0,0,0,0,0,1,9,9,96.0%,2021,18
11,Detroit Lions (DET),4,2,1,2,0,0,0,1,9,9,4.0%,2021,18
12,Cleveland Browns (CLE),4,0,0,1,0,0,0,1,8,8,42.7%,2021,18
13,Tampa Bay Buccaneers (TB),2,1,1,1,0,0,0,1,7,7,84.2%,2021,18
14,Los Angeles Rams (LAR),3,2,0,1,0,0,0,1,7,7,34.8%,2021,18
15,Seattle Seahawks (SEA),5,0,1,1,0,0,0,1,7,7,15.0%,2021,18
16,Arizona Cardinals (ARI),1,1,1,1,1,0,0,1,7,7,9.3%,2021,18
17,Las Vegas Raiders (LV),3,1,1,0,0,0,0,1,6,6,11.2%,2021,18
18,Dallas Cowboys (DAL),3,1,0,0,0,0,0,1,5,5,90.0%,2021,18
19,New York Giants (NYG),3,0,0,0,0,0,0,1,4,4,24.7%,2021,18
20,Baltimore Ravens (BAL),1,1,0,0,0,0,0,1,4,4,90.6%,2021,18
21,Chicago Bears (CHI),3,0,0,1,0,0,0,1,3,3,2.2%,2021,18
22,Tennessee Titans (TEN),2,0,0,0,0,0,0,1,2,2,26.8%,2021,18
23,Indianapolis Colts (IND),1,0,0,0,0,0,0,1,1,1,52.9%,2021,18
24,New England Patriots (NE),1,0,0,0,0,0,0,1,1,1,52.5%,2021,18
25,Denver Broncos (DEN),1,0,0,0,0,0,0,1,1,1,32.3%,2021,18
26,Atlanta Falcons (ATL),1,0,0,0,0,0,0,1,0,0,2.7%,2021,18
27,Houston Texans (HOU),1,0,0,0,0,0,0,1,0,0,0.8%,2021,18
28,New York Jets (NYJ),0,0,0,1,0,0,0,1,0,0,19.1%,2021,18
29,Los Angeles Chargers (LAC),3,0,0,2,0,0,0,1,-1,-1,42.7%,2021,18
30,Philadelphia Eagles (PHI),1,0,0,0,0,0,0,1,-3,-3,57.2%,2021,18
31,Green Bay Packers (GB),1,0,0,0,0,0,0,1,-3,-3,67.2%,2021,18
32,Carolina Panthers (CAR),1,0,0,0,0,0,0,1,-3,-3,7.6%,2021,18
