Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Miami Dolphins (MIA),5,3,0,0,0,0,1,1,23,23,24.9%,2021,12
2,Cincinnati Bengals (CIN),3,2,1,1,1,0,0,1,19,19,33.1%,2021,12
3,Denver Broncos (DEN),3,2,0,0,1,0,0,1,17,17,32.3%,2021,12
4,New England Patriots (NE),2,1,3,5,0,0,0,1,14,14,52.5%,2021,12
5,Green Bay Packers (GB),2,1,2,1,1,0,0,1,13,13,67.2%,2021,12
6,New York Giants (NYG),1,3,1,1,0,0,0,1,13,13,24.7%,2021,12
7,Tampa Bay Buccaneers (TB),3,2,3,2,0,0,0,1,12,12,84.2%,2021,12
8,Buffalo Bills (BUF),2,1,0,0,0,0,0,1,11,11,96.0%,2021,12
9,Baltimore Ravens (BAL),3,0,2,1,0,0,0,1,11,11,90.6%,2021,12
10,Cleveland Browns (CLE),2,4,0,0,0,0,0,1,11,11,42.7%,2021,12
11,Minnesota Vikings (MIN),2,1,0,0,0,0,1,1,9,9,19.7%,2021,12
12,Seattle Seahawks (SEA),1,1,0,0,0,0,0,1,8,8,15.0%,2021,12
13,New York Jets (NYJ),5,1,0,0,0,0,0,1,8,8,19.1%,2021,12
14,Houston Texans (HOU),4,1,0,1,0,0,0,1,6,6,0.8%,2021,12
15,Atlanta Falcons (ATL),1,1,1,2,0,0,0,1,6,6,2.7%,2021,12
16,San Francisco 49ers (SF),1,1,1,2,0,0,0,1,5,5,96.0%,2021,12
17,Philadelphia Eagles (PHI),1,0,0,0,0,0,0,1,5,5,57.2%,2021,12
18,New Orleans Saints (NO),2,2,0,0,0,0,0,1,5,5,62.8%,2021,12
19,Washington Commanders (WAS),2,0,1,1,0,0,0,1,5,5,51.3%,2021,12
20,Dallas Cowboys (DAL),3,0,0,1,0,0,1,1,5,5,90.0%,2021,12
21,Detroit Lions (DET),1,1,0,0,0,0,0,1,4,4,4.0%,2021,12
22,Chicago Bears (CHI),1,0,1,2,0,0,0,1,4,4,2.2%,2021,12
23,Carolina Panthers (CAR),2,0,1,1,0,0,0,1,4,4,7.6%,2021,12
24,Jacksonville Jaguars (JAC),1,1,0,0,0,0,0,1,3,3,22.8%,2021,12
25,Los Angeles Chargers (LAC),1,1,0,1,0,0,0,1,3,3,42.7%,2021,12
26,Indianapolis Colts (IND),2,1,1,1,0,0,0,1,2,2,52.9%,2021,12
27,Los Angeles Rams (LAR),1,0,1,1,0,0,0,1,2,2,34.8%,2021,12
28,Las Vegas Raiders (LV),1,0,0,0,0,0,0,1,0,0,11.2%,2021,12
29,Pittsburgh Steelers (PIT),2,1,0,0,0,0,0,1,0,0,50.2%,2021,12
30,Tennessee Titans (TEN),2,0,0,0,0,0,0,1,-2,-2,26.8%,2021,12
