Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Los Angeles Rams (LAR),4,3,1,2,0,0,0,1,16,16,34.8%,2021,6
2,Indianapolis Colts (IND),2,2,1,1,0,0,0,1,15,15,52.9%,2021,6
3,Las Vegas Raiders (LV),5,3,1,1,0,0,0,1,13,13,11.2%,2021,6
4,Dallas Cowboys (DAL),2,1,1,1,1,0,0,1,13,13,90.0%,2021,6
5,Arizona Cardinals (ARI),5,1,2,2,0,0,0,1,12,12,9.3%,2021,6
6,Baltimore Ravens (BAL),2,1,0,0,0,0,0,1,11,11,90.6%,2021,6
7,Minnesota Vikings (MIN),4,1,2,2,0,0,0,1,10,10,19.7%,2021,6
8,Carolina Panthers (CAR),0,0,1,2,0,0,1,1,9,9,7.6%,2021,6
9,Pittsburgh Steelers (PIT),5,0,1,3,0,0,0,1,8,8,50.2%,2021,6
10,Kansas City Chiefs (KC),0,1,1,1,0,0,0,1,8,8,46.4%,2021,6
11,Washington Commanders (WAS),3,2,1,1,0,0,0,1,8,8,51.3%,2021,6
12,Green Bay Packers (GB),4,1,0,0,0,0,0,1,7,7,67.2%,2021,6
13,Cincinnati Bengals (CIN),1,1,0,0,0,0,0,1,7,7,33.1%,2021,6
14,Los Angeles Chargers (LAC),3,2,0,1,0,0,0,1,6,6,42.7%,2021,6
15,Tennessee Titans (TEN),3,1,0,1,0,0,0,1,4,4,26.8%,2021,6
16,Tampa Bay Buccaneers (TB),2,1,0,0,0,0,0,1,4,4,84.2%,2021,6
17,Miami Dolphins (MIA),2,0,1,1,0,0,0,1,4,4,24.9%,2021,6
18,New England Patriots (NE),0,1,1,1,0,0,0,1,3,3,52.5%,2021,6
19,Chicago Bears (CHI),3,0,0,0,0,0,0,1,3,3,2.2%,2021,6
20,Seattle Seahawks (SEA),1,0,1,1,0,0,0,1,3,3,15.0%,2021,6
21,Jacksonville Jaguars (JAC),0,1,0,1,0,0,0,1,3,3,22.8%,2021,6
22,Detroit Lions (DET),2,1,0,1,0,0,0,1,3,3,4.0%,2021,6
23,New York Giants (NYG),2,2,0,0,0,0,0,1,2,2,24.7%,2021,6
24,Houston Texans (HOU),2,0,0,0,0,0,0,1,1,1,0.8%,2021,6
25,Philadelphia Eagles (PHI),0,1,0,0,0,0,0,1,1,1,57.2%,2021,6
26,Denver Broncos (DEN),2,0,0,0,0,0,0,1,1,1,32.3%,2021,6
27,Buffalo Bills (BUF),0,1,0,0,0,0,0,1,1,1,96.0%,2021,6
28,Cleveland Browns (CLE),2,0,0,2,0,0,0,1,-2,-2,42.7%,2021,6
