Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Buffalo Bills (BUF),2,2,2,0,1,0,0,1,17,17,96.0%,2021,5
2,Tennessee Titans (TEN),2,1,1,1,1,0,0,1,13,13,26.8%,2021,5
3,Philadelphia Eagles (PHI),3,3,0,0,0,0,0,1,12,12,57.2%,2021,5
4,Dallas Cowboys (DAL),0,2,0,0,1,0,0,1,11,11,90.0%,2021,5
5,Minnesota Vikings (MIN),4,1,1,1,0,0,0,1,9,9,19.7%,2021,5
6,Chicago Bears (CHI),3,1,0,0,0,0,0,1,9,9,2.2%,2021,5
7,Arizona Cardinals (ARI),2,1,0,0,0,0,0,1,8,8,9.3%,2021,5
8,Tampa Bay Buccaneers (TB),3,1,1,1,0,0,0,1,8,8,84.2%,2021,5
9,Carolina Panthers (CAR),2,1,1,1,0,1,0,1,8,8,7.6%,2021,5
10,Los Angeles Rams (LAR),2,2,0,0,0,0,0,1,7,7,34.8%,2021,5
11,Detroit Lions (DET),2,1,1,1,0,0,0,1,7,7,4.0%,2021,5
12,Green Bay Packers (GB),3,2,0,0,0,0,0,1,7,7,67.2%,2021,5
13,Baltimore Ravens (BAL),2,0,1,1,0,0,0,1,6,6,90.6%,2021,5
14,New Orleans Saints (NO),2,2,0,0,0,0,0,1,6,6,62.8%,2021,5
15,San Francisco 49ers (SF),2,0,1,1,0,0,0,1,5,5,96.0%,2021,5
16,Pittsburgh Steelers (PIT),2,1,0,0,0,0,0,1,5,5,50.2%,2021,5
17,New England Patriots (NE),3,0,1,1,0,0,0,1,5,5,52.5%,2021,5
18,Washington Commanders (WAS),2,1,1,1,0,0,0,1,5,5,51.3%,2021,5
19,Atlanta Falcons (ATL),2,1,0,1,0,0,0,1,5,5,2.7%,2021,5
20,Houston Texans (HOU),1,1,1,1,0,0,0,1,5,5,0.8%,2021,5
21,New York Jets (NYJ),0,0,2,3,0,0,0,1,4,4,19.1%,2021,5
22,Cincinnati Bengals (CIN),2,1,0,0,0,0,0,1,4,4,33.1%,2021,5
23,Las Vegas Raiders (LV),2,0,0,0,0,0,0,1,3,3,11.2%,2021,5
24,Indianapolis Colts (IND),2,0,1,1,0,0,0,1,3,3,52.9%,2021,5
25,Seattle Seahawks (SEA),1,1,0,0,0,0,0,1,3,3,15.0%,2021,5
26,Denver Broncos (DEN),1,0,1,1,0,0,0,1,3,3,32.3%,2021,5
27,New York Giants (NYG),2,1,1,1,0,0,0,1,2,2,24.7%,2021,5
28,Jacksonville Jaguars (JAC),3,0,0,0,0,0,0,1,2,2,22.8%,2021,5
29,Cleveland Browns (CLE),2,0,1,2,0,0,0,1,0,0,42.7%,2021,5
30,Kansas City Chiefs (KC),0,0,0,0,0,0,0,1,-1,-1,46.4%,2021,5
31,Miami Dolphins (MIA),2,0,0,0,0,0,0,1,-2,-2,24.9%,2021,5
32,Los Angeles Chargers (LAC),1,0,0,1,0,0,0,1,-3,-3,42.7%,2021,5
