Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Dalvin Cook (MIN),27,115,4.3,16,0,1,5,5,45,9,0,1,1,22.5,22.5,99.9%,2020,11
2,Clyde Edwards-Helaire (KC),14,69,4.9,14,0,2,1,2,8,8,0,0,1,20.2,20.2,38.1%,2020,11
3,Derrick Henry (TEN),28,133,4.8,29,2,1,1,2,-1,-1,0,0,1,19.7,19.7,98.4%,2020,11
4,Melvin Gordon III (KC),15,84,5.6,25,2,2,0,0,0,0,0,1,1,18.4,18.4,27.2%,2020,11
5,Ezekiel Elliott (DAL),21,103,4.9,18,0,0,2,2,11,5.5,1,0,1,18.4,18.4,97.4%,2020,11
6,J.K. Dobbins (BAL),15,70,4.7,11,0,1,2,2,15,7.5,0,0,1,17.5,17.5,83.2%,2020,11
7,Antonio Gibson (WAS),16,94,5.9,19,0,1,1,2,10,10,0,0,1,16.9,16.9,77.4%,2020,11
8,Carlos Hyde (FA),14,79,5.6,17,0,1,2,3,16,8,0,0,1,16.5,16.5,0.0%,2020,11
9,Aaron Jones (GB),10,41,4.1,15,0,1,4,4,30,7.5,0,0,1,15.1,15.1,99.2%,2020,11
10,Mike Davis (FA),19,64,3.4,9,0,1,2,2,15,7.5,0,0,1,14.9,14.9,1.0%,2020,11
11,Frank Gore (FA),15,61,4.1,14,0,1,2,2,10,5,0,0,1,14.1,14.1,12.1%,2020,11
12,Kenyan Drake (BAL),11,29,2.6,12,0,1,4,5,31,7.8,0,0,1,14,14,22.0%,2020,11
13,Jonathan Taylor (IND),22,90,4.1,18,0,0,4,4,24,6,0,0,1,13.4,13.4,80.5%,2020,11
14,Chase Edmonds (DEN),2,13,6.5,11,0,0,4,4,36,9,1,0,1,12.9,12.9,24.1%,2020,11
15,Josh Jacobs (LV),17,55,3.2,13,0,1,1,1,9,9,0,0,1,12.9,12.9,99.4%,2020,11
16,Tony Pollard (DAL),5,60,12,42,3,1,0,0,0,0,0,0,1,12,12,94.9%,2020,11
17,Damien Harris (NE),11,43,3.9,9,0,1,1,2,11,11,0,0,1,11.9,11.9,50.3%,2020,11
18,James Conner (ARI),13,89,6.8,25,1,0,3,3,10,3.3,0,0,1,11.4,11.4,97.1%,2020,11
19,Nick Chubb (CLE),20,114,5.7,54,4,0,0,0,0,0,0,0,1,11.4,11.4,99.9%,2020,11
20,James White (FA),5,19,3.8,8,0,0,6,9,64,10.7,0,0,1,11.3,11.3,0.1%,2020,11
21,Kalen Ballage (FA),16,44,2.8,17,0,0,7,9,27,3.9,0,0,1,10.6,10.6,0.0%,2020,11
22,Alvin Kamara (NO),13,45,3.5,12,0,1,0,1,0,0,0,0,1,10.5,10.5,99.3%,2020,11
